Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Avg Eigen Constructor Time,Avg CSF2 Constructor Time,Avg CSF3 Constructor Time,Avg Eigen InnerIterator Time,Avg CSF2 InnerIterator Time,Avg CSF3 InnerIterator Time,Avg Eigen Scalar Multiplication Time,Avg CSF2 Scalar Multiplication Time,Avg CSF3 Scalar Multiplication Time,Avg Eigen Vector Multiplication Time,Avg CSF2 Vector Multiplication Time,Avg CSF3 Vector Multiplication Time,Avg Eigen Memory Usage,Avg CSF2 Memory Usage,Avg CSF3 Memory Usage,Avg Eigen Transpose Time,Avg CSF2 Transpose Time,Avg CSF3 Transpose Time,Avg Eigen Matrix Multiplication Time,Avg CSF2 Matrix Multiplication Time,Avg CSF3 Matrix Multiplication Time,Min Eigen Constructor Time,Min CSF2 Constructor Time,Min CSF3 Constructor Time,Min Eigen InnerIterator Time,Min CSF2 InnerIterator Time,Min CSF3 InnerIterator Time,Min Eigen Scalar Multiplication Time,Min CSF2 Scalar Multiplication Time,Min CSF3 Scalar Multiplication Time,Min Eigen Vector Multiplication Time,Min CSF2 Vector Multiplication Time,Min CSF3 Vector Multiplication Time,Min Eigen Memory Usage,Min CSF2 Memory Usage,Min CSF3 Memory Usage,Min Eigen Transpose Time,Min CSF2 Transpose Time,Min CSF3 Transpose Time,Min Eigen Matrix Multiplication Time,Min CSF2 Matrix Multiplication Time,Min CSF3 Matrix Multiplication Time,Q1 Eigen Constructor Time,Q1 CSF2 Constructor Time,Q1 CSF3 Constructor Time,Q1 Eigen InnerIterator Time,Q1 CSF2 InnerIterator Time,Q1 CSF3 InnerIterator Time,Q1 Eigen Scalar Multiplication Time,Q1 CSF2 Scalar Multiplication Time,Q1 CSF3 Scalar Multiplication Time,Q1 Eigen Vector Multiplication Time,Q1 CSF2 Vector Multiplication Time,Q1 CSF3 Vector Multiplication Time,Q1 Eigen Memory Usage,Q1 CSF2 Memory Usage,Q1 CSF3 Memory Usage,Q1 Eigen Transpose Time,Q1 CSF2 Transpose Time,Q1 CSF3 Transpose Time,Q1 Eigen Matrix Multiplication Time,Q1 CSF2 Matrix Multiplication Time,Q1 CSF3 Matrix Multiplication Time,Median Eigen Constructor Time,Median CSF2 Constructor Time,Median CSF3 Constructor Time,Median Eigen InnerIterator Time,Median CSF2 InnerIterator Time,Median CSF3 InnerIterator Time,Median Eigen Scalar Multiplication Time,Median CSF2 Scalar Multiplication Time,Median CSF3 Scalar Multiplication Time,Median Eigen Vector Multiplication Time,Median CSF2 Vector Multiplication Time,Median CSF3 Vector Multiplication Time,Median Eigen Memory Usage,Median CSF2 Memory Usage,Median CSF3 Memory Usage,Median Eigen Transpose Time,Median CSF2 Transpose Time,Median CSF3 Transpose Time,Median Eigen Matrix Multiplication Time,Median CSF2 Matrix Multiplication Time,Median CSF3 Matrix Multiplication Time,Q3 Eigen Constructor Time,Q3 CSF2 Constructor Time,Q3 CSF3 Constructor Time,Q3 Eigen InnerIterator Time,Q3 CSF2 InnerIterator Time,Q3 CSF3 InnerIterator Time,Q3 Eigen Scalar Multiplication,Q3 CSF2 Scalar Multiplication Time,Q3 CSF3 Scalar Multiplication Time,Q3 Eigen Vector Multiplication Time,Q3 CSF2 Vector Multiplication Time,Q3 CSF3 Vector Multiplication Time,Q3 Eigen Memory Usage,Q3 CSF2 Memory Usage,Q3 CSF3 Memory Usage,Q3 Eigen Transpose Time,Q3 CSF2 Transpose Time,Q3 CSF3 Transpose Time,Q3 Eigen Matrix Multiplication Time,Q3 CSF2 Matrix Multiplication Time,Q3 CSF3 Matrix Multiplication Time,Max Eigen Constructor Time,Max CSF2 Constructor Time,Max CSF3 Constructor Time,Max Eigen InnerIterator Time,Max CSF2 InnerIterator Time,Max CSF3 InnerIterator Time,Max Eigen Scalar Multiplication Time,Max CSF2 Scalar Multiplication Time,Max CSF3 Scalar Multiplication Time,Max Eigen Vector Multiplication Time,Max CSF2 Vector Multiplication Time,Max CSF3 Vector Multiplication Time,Max Eigen Memory Usage,Max CSF2 Memory Usage,Max CSF3 Memory Usage,Max Eigen Transpose Time,Max CSF2 Transpose Time,Max CSF3 Transpose Time,Max Eigen Matrix Multiplication Time,Max CSF2 Matrix Multiplication Time,Max CSF3 Matrix Multiplication Time
26.000000, 132.000000, 132.000000, 1890.000000, 0.894972, 0.108471,226557,276163,507087,20,41046,41161,23,57198,107088,12228,50978,52775,209620,95622,37860,27514,668760,749545,3908152,6117964,6306006,194207,259607,472959,20,38951,38841,20,46215,51515,8606,47437,44271,209620,95622,37860,21289,639736,663319,1520534,6042013,6219820,215396,265238,488458,20,39693,39082,20,51445,52186,8766,47758,44421,209620,95622,37860,22992,644404,724561,1545941,6091605,6260114,221857,266730,492530,20,39878,39572,20,56513,54394,9983,48439,45213,209620,95622,37860,26594,668243,743476,1743934,6124264,6307081,239390,277631,498576,20,40254,39753,21,57575,56794,14387,49240,63717,209620,95622,37860,27440,677365,770586,1834361,6157205,6342986,265868,343982,594903,21,49691,56945,40,71371,583792,25266,67524,68115,209620,95622,37860,41537,742965,855802,13878865,6175368,6418505,
27.000000, 153.000000, 153.000000, 1288.000000, 0.946474, 0.055022,264949,211295,482266,20,50139,48376,21,61435,65387,14032,62873,60083,281524,112397,38411,31944,712735,778754,2326509,8903241,9427539,223490,202241,410073,20,48328,47006,20,58217,62304,11701,58618,54520,281524,112397,38411,29093,686582,733177,2217465,8838181,9124918,230945,204416,425462,20,49701,47247,20,58528,63116,12262,59309,54891,281524,112397,38411,29835,692743,768533,2254673,8860332,9162398,236685,208888,431167,20,49826,47773,20,62565,64874,13159,59624,55477,281524,112397,38411,30861,714794,773666,2325784,8893898,9220539,266990,212160,447512,20,50443,49020,20,63446,67694,14957,60882,55762,281524,112397,38411,32891,725543,788008,2373211,8937474,9229010,442793,238138,938285,20,52386,53028,30,64609,69788,21700,89684,99813,281524,112397,38411,38140,747714,837099,2531703,8992285,11493040,
28.000000, 420.000000, 420.000000, 4140.000000, 0.975227, 0.023469,2784541,1206719,2763830,23,340913,335557,24,470211,436661,134261,413959,389572,2118484,769154,230134,478194,4962912,5393222,41770944,169276702,175984118,2537393,1121311,2641013,20,331910,325839,20,413440,416515,96617,401488,370240,2118484,769154,230134,351546,4536797,4961669,41230207,168376359,175282711,2624193,1132181,2678291,20,333463,326741,20,432344,428708,116454,404584,374087,2118484,769154,230134,378886,4903801,5226285,41524227,168778849,175535726,2731144,1210599,2755158,20,340846,327952,20,456939,434554,127515,410258,383870,2118484,769154,230134,461708,5004807,5438288,41671368,168974778,176039797,2953187,1268721,2861048,20,349311,343722,30,500249,449627,157569,418419,400626,2118484,769154,230134,577902,5122664,5570827,42192626,169672210,176399472,3122759,1308865,2924354,40,350564,367496,40,563536,451520,172507,437594,438065,2118484,769154,230134,630178,5153430,5660082,42472089,171283511,176774001,
29.000000, 420.000000, 420.000000, 4140.000000, 0.975227, 0.023469,2783220,1233429,2783941,22,357460,349755,21,469476,449424,137132,424563,395924,2118484,769154,230134,469326,4800137,5243992,42274503,172447501,177781208,2615737,1134374,2705031,20,336028,332912,20,434929,439898,85467,413069,379688,2118484,769154,230134,342529,4545272,4882833,41580732,171664892,177132460,2709920,1142750,2728384,20,343141,337821,20,448514,441431,110483,419601,385117,2118484,769154,230134,369599,4728559,5076880,41627557,172299369,177334412,2741553,1226403,2795011,20,352703,352939,20,464032,445553,123352,422511,396724,2118484,769154,230134,474943,4803141,5311941,42033965,172445688,177659844,2801508,1279191,2828067,21,369870,356144,20,489329,460516,127594,430832,404463,2118484,769154,230134,547856,4904071,5318774,42776539,172587748,178424335,3074230,1415351,2858413,30,390598,370781,30,512552,465926,284243,439748,418640,2118484,769154,230134,605632,4970624,5483697,43307104,173192710,178491727,
30.000000, 1074.000000, 1074.000000, 7017.000000, 0.994265, 0.006083,29769529,5528362,14689845,21,2121886,2160588,43,3140069,2854521,939828,2519268,2604244,13846012,4717107,1246925,6405240,33794542,36388639,705180036,2931584244,2812172336,28844597,5354810,14474360,20,2082477,2116980,20,2881005,2758529,782989,2433432,2529358,13846012,4717107,1246925,5952238,31945545,33048933,699121039,2917053045,2800496593,29668701,5437152,14578841,20,2089590,2124394,20,2990296,2810194,856845,2443941,2540519,13846012,4717107,1246925,6278728,32844988,34406147,701536209,2924143284,2805594281,29737838,5492869,14649951,20,2108109,2142552,20,3070753,2855432,934948,2465716,2569336,13846012,4717107,1246925,6423033,33901098,35475352,704037740,2929104331,2812880270,30101176,5554017,14720893,20,2128972,2192600,30,3150199,2899298,1037146,2557710,2629202,13846012,4717107,1246925,6517698,34979721,35991991,707316610,2935112822,2816728642,31023972,5904691,15120826,30,2239586,2261226,141,3881714,2960921,1101234,2886173,2774068,13846012,4717107,1246925,6802701,35652518,48151306,716398660,2952745806,2822457390,
31.000000, 1083.000000, 1083.000000, 9760.000000, 0.992612, 0.008321,29423478,6085351,15180745,21,2121040,2173320,48,3133427,2916580,1045891,2476874,2549057,14079004,4821553,1290545,7649124,29785831,31526545,713172261,2957105669,2833727186,26998273,5600722,14745137,10,2070174,2092025,20,2833737,2765673,885377,2418625,2476582,14079004,4821553,1290545,7054423,28735105,29960297,705166700,2947771946,2827209483,27557221,5678615,14960712,20,2072148,2117301,20,2889981,2876947,958331,2420207,2518648,14079004,4821553,1290545,7482350,29307888,30785764,708301721,2950153382,2828681989,27910014,5750056,15095580,20,2083544,2135494,20,3004331,2895085,1024257,2435992,2534573,14079004,4821553,1290545,7630622,29539634,31333686,710425999,2954266376,2834125997,28899297,6714890,15468286,20,2117551,2183202,21,3298341,2943910,1096245,2489474,2548163,14079004,4821553,1290545,7917730,30170122,32021444,718637825,2961707745,2835757170,35941519,7235216,15671409,40,2294156,2362342,191,3894788,3102401,1359909,2664266,2659618,14079004,4821553,1290545,8127085,31975561,33440602,728684767,2973104158,2844231494,
32.000000, 1086.000000, 1086.000000, 11578.000000, 0.989262, 0.009817,29966871,6772449,16941255,20,2110729,2150974,49,3144530,2921435,935560,2453083,2430451,14157100,4899616,1341470,6184892,35573262,38276205,728186400,2979960323,2875266439,29369100,6262879,16588785,20,2084852,2114786,20,2840881,2795157,819977,2414988,2388629,14157100,4899616,1341470,5561360,34277791,36052062,715452121,2971927305,2871649228,29521380,6365117,16644417,20,2105208,2123873,20,3005463,2855988,866512,2431889,2403767,14157100,4899616,1341470,5885696,35151006,36640964,719369670,2977562922,2871776322,29966318,6548293,16899937,20,2111094,2153823,20,3079063,2917040,877112,2436773,2428863,14157100,4899616,1341470,6173395,35654430,37628748,723691011,2979423160,2873276583,30307074,7257747,17077192,20,2115958,2173163,30,3216702,2982831,922165,2466092,2444122,14157100,4899616,1341470,6517757,36097646,38243118,740189981,2981847044,2875008581,30563816,7534055,17674670,21,2129333,2193701,200,3936904,3061516,1356092,2530400,2526092,14157100,4899616,1341470,7055987,36835201,45634431,750924106,2990406253,2891394694,
33.000000, 1473.000000, 1473.000000, 17857.000000, 0.991274, 0.008230,59876389,12993384,30123130,21,3911552,3928206,31,5900751,5316456,1765383,4578304,4809767,26042644,8948650,2412414,14472445,74410881,77265032,2016101812,7381579087,7116443644,58220453,11277094,29427770,20,3830519,3864542,20,5403119,5011840,1413908,4465326,4643784,26042644,8948650,2412414,13994929,70740321,75684055,1999493669,7364821274,7110280121,59079080,11313791,29761142,20,3851007,3914013,20,5517249,5150435,1616691,4496854,4686713,26042644,8948650,2412414,14259475,72414216,76031745,2002979706,7372002933,7111159248,59939697,11384090,30214069,20,3881327,3933669,20,5677879,5295351,1677788,4526167,4747574,26042644,8948650,2412414,14406790,74359436,76423634,2014236948,7381189182,7115068817,60862298,12183841,30444298,20,3916066,3952915,20,5811219,5554066,1767648,4607527,4902229,26042644,8948650,2412414,14809356,75636829,78917267,2022507001,7393879114,7116319641,61267973,26024275,30613428,30,4138405,3953625,131,7894978,5634675,2655900,4899694,5250599,26042644,8948650,2412414,14851143,79270586,80542484,2055389180,7400078477,7138626163,
34.000000, 1473.000000, 1473.000000, 17857.000000, 0.991274, 0.008230,59735704,11572278,30622664,21,4248990,3973312,54,5800030,5298633,1754111,4918070,4544535,26042644,8948650,2412414,14287589,75134244,76945921,2044662113,7152934974,7437995950,59109717,11326175,30168210,20,4151790,3902972,20,5404071,5135257,1523430,4864880,4480063,26042644,8948650,2412414,14104199,72885022,73187347,2024480699,7126980893,7411241722,59351401,11403776,30286318,20,4153824,3913972,20,5551752,5237765,1656795,4876191,4493087,26042644,8948650,2412414,14128995,73658784,75086768,2027987703,7145785631,7423839013,59496612,11487962,30590527,20,4191026,3953555,20,5592968,5327816,1744981,4891168,4528978,26042644,8948650,2412414,14235766,74005485,76102179,2032851026,7150041662,7434706659,59987379,11561135,30895877,20,4338042,4009929,20,5787365,5361784,1825064,4942523,4562986,26042644,8948650,2412414,14341636,75671953,78942915,2061982686,7159185345,7448166479,61300633,12312837,31352998,30,4472710,4110203,250,7413765,5388382,1976763,5095725,4677155,26042644,8948650,2412414,14682472,82152173,81854866,2076425818,7179118167,7479568827,
35.000000, 2003.000000, 2003.000000, 42943.000000, 0.989427, 0.010704,116100104,23993156,61022385,21,7411981,7406982,81,11184442,10029178,3142364,8618008,8981717,48152124,16631542,4545751,26645130,189189579,196925609,5312253278,18970714124,18254639933,114738065,23806349,59894258,20,7327816,7346690,20,10498654,9787046,2782223,8445219,8764356,48152124,16631542,4545751,26296244,184706838,193004387,5297696950,18945137977,18201215815,115656643,23821727,61065611,20,7332866,7373010,20,10602324,9932763,2864214,8564760,8852158,48152124,16631542,4545751,26406388,185542603,193995698,5301161307,18967582632,18221177879,116092664,23996634,61135694,20,7391083,7414766,55,10841048,10028184,3120995,8585968,8927271,48152124,16631542,4545751,26477046,187719434,197790196,5312245676,18972155528,18230802671,116725317,24099518,61300242,20,7437769,7429944,130,11150671,10176220,3270721,8702763,9143794,48152124,16631542,4545751,26802225,191648784,198413427,5321100499,18980534536,18244011290,117216831,24220009,61506592,30,7573177,7447106,210,14417415,10200125,3758998,8871303,9279743,48152124,16631542,4545751,27205616,198398840,200039715,5329264741,18991091587,18485968627,
36.000000, 1806.000000, 1806.000000, 32630.000000, 0.989570, 0.010004,87822847,19468778,49506342,42,5874473,5951310,75,8958585,8027942,2431315,6793953,7799836,39146860,13517724,3687351,19081866,133243228,138203130,3842446958,13711524609,13187450760,86330691,19112473,48681603,20,5771076,5838239,20,8245303,7686646,2119275,6730649,6589099,39146860,13517724,3687351,18482084,130347821,135519004,3830705947,13678546150,13172823407,87438327,19323721,49164851,20,5808635,5896707,20,8579295,8005162,2250286,6764631,6663806,39146860,13517724,3687351,18681542,130582223,137206827,3834806111,13696727622,13181592042,87751071,19349098,49289715,20,5865259,5922183,20,8669562,8046888,2391264,6777990,6771714,39146860,13517724,3687351,19101232,132708399,137874388,3840129795,13710161554,13189027646,88075948,19442289,49743604,21,5906374,5993474,131,8733600,8165626,2641244,6813220,7026884,39146860,13517724,3687351,19358836,136028020,139551896,3851127345,13728551885,13191557396,89900261,20067639,51237750,230,6011929,6178976,301,11932920,8275058,2743302,6960552,16908373,39146860,13517724,3687351,19900201,137642667,141922342,3859881843,13738362234,13199995001,
37.000000, 3948.000000, 3948.000000, 60882.000000, 0.996089, 0.003906,571599933,77297065,210653466,24,27935805,28218445,66,56231650,37703700,11059019,32781637,34317210,187056244,63202449,16370127,145876243,867250247,910454362,39786798688,143633803029,137362385828,565288126,73470898,207089149,20,27386108,27808584,20,53552534,37388249,10478025,32140345,34000543,187056244,63202449,16370127,143543030,850837583,884136426,39394682037,142111408628,136118983814,567014207,74420356,208941012,20,27801000,27903980,20,56025850,37575613,10713378,32585753,34043352,187056244,63202449,16370127,144413906,854297340,890951210,39459598594,142318799196,136234111644,573490475,76536121,210424729,20,27995813,28280594,35,56368619,37608602,11071652,32674672,34154995,187056244,63202449,16370127,145652520,869027338,912370041,39924399399,144142983481,136857900868,575047300,80514152,212634078,30,28157681,28432626,120,56716759,37922461,11313283,32808943,34644742,187056244,63202449,16370127,147259370,877509323,922864602,40052886484,144743491765,138643214059,577966798,81389631,214541533,30,28307611,28534709,150,57979861,38081249,11865806,34278189,35067861,187056244,63202449,16370127,148935947,882739339,937347059,40112111644,145128087028,138800778884,
40.000000, 11948.000000, 11948.000000, 80519.000000, 0.999364, 0.000564,5652518101,631230175,1669504583,23,257168198,254854951,36,471238046,370671613,87881633,316832200,294606262,1713104244,572390915,144012002,1409114809,7773680627,8115249621,1129805260720,3795463171792,3904752860854,5548299664,621634992,1616788129,20,251224597,246357422,20,463919171,365415615,86971272,309791924,287453931,1713104244,572390915,144012002,1384616328,7586111723,7907043931,1102985744030,3726221036324,3831384899669,5598101889,627702855,1650923917,20,255706509,251052277,20,467005382,368695853,87600983,313306450,290395404,1713104244,572390915,144012002,1397709846,7713729116,8059649289,1123035245495,3790026877642,3880643049027,5669423587,632585126,1675191462,20,256265099,252283546,25,472319355,371690524,87810565,318057781,295793070,1713104244,572390915,144012002,1409804477,7802255571,8114756161,1137413304550,3800522986125,3906204209189,5708183513,635363040,1688741750,21,259624040,254825730,40,474461631,373130469,88487421,320718517,298669187,1713104244,572390915,144012002,1420152173,7822417161,8191799011,1141179532935,3809918454842,3920418829798,5721229183,640562757,1704653323,41,264473796,284356567,120,477904499,373818984,88878593,322272433,299648033,1713104244,572390915,144012002,1439936173,7880822472,8313385919,1142414080577,3840334973235,3992738311169,
41.000000, 817.000000, 817.000000, 3835.000000, 0.993034, 0.005745,15273397,3028923,7677317,22,1278332,1197829,52,1728048,1594678,607629,1484360,1379191,8013140,2743502,732432,4185370,16695084,17467411,291708311,1218166342,1257901456,13739551,2960982,7509340,20,1241883,1183556,20,1606042,1560077,485292,1463119,1338149,8013140,2743502,732432,3778183,16044156,16480567,289574178,1210980061,1255693857,15146837,2988562,7585921,20,1261728,1189115,20,1630296,1571839,495330,1478547,1346805,8013140,2743502,732432,4012584,16391595,17109414,290559599,1212415640,1256863937,15293556,3033580,7664661,20,1275464,1195527,20,1692094,1592336,599336,1484348,1363526,8013140,2743502,732432,4158192,16524183,17381789,290929208,1214928257,1257735658,15617411,3056858,7751966,20,1278259,1206868,120,1814624,1604749,685770,1494978,1370870,8013140,2743502,732432,4409273,17217813,17707642,291290182,1219668259,1259045856,15976942,3105568,7874021,40,1356803,1221045,130,1970722,1658268,846566,1506318,1500518,8013140,2743502,732432,4551324,17343124,18782268,298702774,1233843770,1259914543,
42.000000, 485.000000, 485.000000, 1810.000000, 0.990273, 0.007695,4149544,1080231,2748773,20,440666,432489,22,587547,568943,196743,543557,496457,2824644,978428,267667,753082,5407921,6046554,62155620,258887058,266626658,3749500,1045782,2642055,20,435911,421765,20,560370,556663,121734,532087,492135,2824644,978428,267667,512812,5134465,5820517,61503120,256590300,265890583,3888707,1055119,2714770,20,438796,429920,20,561612,562613,162529,535174,493568,2824644,978428,267667,553858,5213431,5852807,61746337,257039415,265975458,4208244,1067542,2748876,20,440479,430491,20,573349,570037,169301,538229,495480,2824644,978428,267667,767971,5416584,6060072,61816781,257214713,266398921,4302507,1102616,2800266,20,442273,434548,20,597498,574105,208343,544631,498716,2824644,978428,267667,886710,5486283,6199594,62377548,257619771,266786649,4502335,1142239,2822026,20,446731,447071,40,677816,582571,363017,587740,504327,2824644,978428,267667,1062683,5995348,6440907,64098780,273543456,268383553,
43.000000, 3600.000000, 3600.000000, 15100.000000, 0.998642, 0.001165,457599323,54512040,141359409,22,24458995,23381906,33,46095315,32556561,9567628,29324433,27155956,155534404,52126398,13220951,116991592,579652195,601834253,30063533056,104432671715,107926026658,455198041,49329628,139944690,20,24303725,23075688,20,45604592,30849235,8801636,28922243,26631053,155534404,52126398,13220951,113207372,566453986,590699944,29956146592,104256151187,107701759641,455639020,50101196,139970246,20,24390234,23157649,20,45993547,32624828,9216999,29146636,26694339,155534404,52126398,13220951,114877601,571021920,594606114,29988507955,104324738097,107792265814,456587102,56262899,141372568,20,24442375,23269028,20,46095198,32728633,9413484,29335022,26759969,155534404,52126398,13220951,117580924,575656031,600393193,30093860390,104456622555,107966418516,458698313,56757178,141662947,20,24519482,23536566,30,46303246,32818544,10072381,29551279,27644635,155534404,52126398,13220951,119114978,591011106,607486294,30131240307,104525697876,108023924323,465348314,59115322,145766990,40,24713368,24177223,120,46740990,34112271,10229741,29794496,28631629,155534404,52126398,13220951,119673605,602652361,617925008,30168391564,104592163059,108070902860,
44.000000, 138.000000, 138.000000, 417.000000, 0.971225, 0.021897,235382,127595,263306,21,37641,38092,20,52985,53284,10614,44906,46568,229084,85532,26756,29093,488940,533459,3041439,6607050,6374238,221236,114370,252234,20,35335,36938,20,44983,48850,9267,43430,44902,229084,85532,26756,22822,477337,500620,1644843,6538126,6288096,227188,117175,257203,20,36787,37830,20,47016,49541,9647,43690,45323,229084,85532,26756,23323,480213,524534,1657285,6592516,6362754,230709,121217,261720,20,36913,38205,20,51405,50658,9743,44672,45754,229084,85532,26756,24875,486604,532133,1674091,6609407,6373433,246974,127905,269245,20,37229,38491,20,52968,53498,11010,45093,46215,229084,85532,26756,29665,497204,549150,1864246,6624874,6405722,252975,183467,278953,30,45594,38941,20,81610,66322,15078,49130,54821,229084,85532,26756,48940,508284,556423,14972697,6681328,6433925,
45.000000, 3134.000000, 3134.000000, 24156.000000, 0.997274, 0.002459,361142312,43983372,121914773,23,18724851,17979591,20,33275365,23860248,7006676,22316953,21020460,117876012,39686015,10185051,91704565,526535837,541998573,19769393809,68544867712,71588814037,355088329,41843897,120347013,20,18381010,17337282,20,31201549,23374115,6291642,21958734,20167081,117876012,39686015,10185051,89796640,516701605,523106549,19580841408,67847748626,70732775109,356364615,42592446,121896050,20,18730711,17477779,20,31848290,23755578,6396215,22080670,20274799,117876012,39686015,10185051,91223077,520568377,533151685,19607367184,68375372923,70832891548,359574093,43304902,122148549,20,18755657,17685186,20,32183554,23885635,7175342,22369193,20355022,117876012,39686015,10185051,91673794,525499442,544604035,19732194429,68389937860,71402185545,362236935,45556193,122253396,20,18802153,18286527,20,35614923,23941898,7349045,22491243,20948169,117876012,39686015,10185051,92573182,529051771,548326963,19959879328,68440470553,71887519721,380218890,46956512,122838852,40,18854410,19813902,20,37699695,24297053,7486148,22668209,25859805,117876012,39686015,10185051,93622339,543024787,560019020,19992207529,69681469232,73115140529,
46.000000, 3562.000000, 3562.000000, 81736.000000, 0.993280, 0.006442,462782807,72566648,182486624,20,23855551,22746552,56,44888356,32425825,9196001,28237014,26256832,152268380,51916824,13755358,118995968,761571564,793055536,28728189022,100340493536,103679831659,460821472,66650919,179227098,20,23520625,22404525,20,44053279,31322183,8543151,28009185,25803001,152268380,51916824,13755358,116625830,755302180,785471234,28586889465,100180570768,103239180062,461485633,73142448,182097984,20,23800943,22480043,20,44661864,32396417,9019096,28124976,25838345,152268380,51916824,13755358,118713568,760037452,788103812,28657608218,100206349150,103454076320,462188500,73628677,182710024,20,23897533,22678539,25,44788880,32498482,9160545,28201459,26259082,152268380,51916824,13755358,118892269,761908470,789245050,28735510555,100352447272,103661348923,464405699,74064132,183714865,20,23946908,22885097,120,45405154,32647358,9355473,28388201,26568560,152268380,51916824,13755358,120139024,763266025,801625462,28817132167,100480770604,103726656418,465396692,75379941,183769996,20,24027356,23379276,140,45734880,32999876,9737606,28479389,26920033,152268380,51916824,13755358,120318167,767010597,807067703,28871865634,100529442753,104578726004,
48.000000, 1922.000000, 1922.000000, 16129.000000, 0.995151, 0.004366,110436484,18672330,47183380,22,6940988,6731185,23,9940248,9204973,2954207,8428817,7789170,44336700,15039968,3933105,21600619,144912658,149529787,4655982454,15764134788,16282178933,109424902,17224146,46293021,20,6751057,6595051,20,9224023,8824579,2532305,8241237,7546870,44336700,15039968,3933105,20821789,140268770,145025732,4623068872,15732635529,16252554918,109688186,17450912,46626124,20,6776775,6622742,20,9370352,8995773,2756496,8377688,7588868,44336700,15039968,3933105,20960433,142450290,145503731,4646997280,15754941284,16266378985,110214278,17542776,46980896,20,6844985,6674497,20,9657184,9179992,2934588,8413012,7746357,44336700,15039968,3933105,21313487,144984647,149500707,4654296795,15756838847,16285980190,111165280,18476227,47993627,20,7151143,6755446,20,9901348,9508867,3164586,8454729,7864314,44336700,15039968,3933105,21716071,148538959,152029614,4669203703,15776327641,16298195621,112114635,26068190,48305370,40,7392627,7066538,50,12751426,9628566,3328197,8738591,8442045,44336700,15039968,3933105,23870301,149139664,154490558,4677946652,15802572657,16302306526,
49.000000, 1224.000000, 1224.000000, 28675.000000, 0.980043, 0.019140,35383155,10559390,27698064,19,2750043,2807267,36,4147158,3782740,1146042,3129099,3288320,17983012,6400999,1863074,7296106,53752232,57245690,1070959498,4262929268,4114557096,34424638,10261389,25433093,11,2686277,2704971,20,3555735,3597823,1037387,3078839,3182859,17983012,6400999,1863074,7119966,52251132,55276953,1061885368,4254552276,4104977472,34797505,10392761,25917013,20,2703178,2711413,20,3940973,3664545,1067191,3104055,3231669,17983012,6400999,1863074,7230168,52653792,55923202,1062523010,4259362045,4109115758,35203666,10516328,26194637,20,2726000,2729106,20,4012985,3765686,1145445,3108327,3273476,17983012,6400999,1863074,7310821,53793672,56529545,1065883471,4261780490,4110418031,36020332,10582750,26584610,20,2745877,2774960,30,4154085,3776621,1206257,3136574,3326123,17983012,6400999,1863074,7332086,54372871,57733307,1075677937,4263375553,4114884720,36353354,11396065,41772534,21,2991919,3312198,160,5297666,4291027,1314586,3283906,3447997,17983012,6400999,1863074,7446476,55493782,62927575,1100010388,4283091768,4147120878,
