Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Avg Eigen Constructor Time,Avg CSC Constructor Time,Avg CSF2 Constructor Time,Avg CSF3 Constructor Time,Avg Armadillo Constructor Time,Avg Eigen InnerIterator Time,Avg CSC InnerIterator Time,Avg CSF2 InnerIterator Time,Avg CSF3 InnerIterator Time,Avg Armadillo InnerIterator Time,Avg Eigen Scalar Multiplication Time,Avg CSC Scalar Multiplication Time,Avg CSF2 Scalar Multiplication Time,Avg CSF3 Scalar Multiplication Time,Avg Armadillo Scalar Multiplication Time,Avg Eigen Vector Multiplication Time,Avg CSC Vector Multiplication Time,Avg CSF2 Vector Multiplication Time,Avg CSF3 Vector Multiplication Time,Avg Armadillo Vector Multiplication Time,Avg Eigen Memory Usage,Avg CSC Memory Usage,Avg CSF2 Memory Usage,Avg CSF3 Memory Usage,Avg Armadillo Memory Usage,Avg Eigen Transpose Time,Avg CSC Transpose Time,Avg CSF2 Transpose Time,Avg CSF3 Transpose Time,Avg Armadillo Transpose Time,Avg Eigen Matrix Multiplication Time,Avg CSC Matrix Multiplication Time,Avg CSF2 Matrix Multiplication Time,Avg CSF3 Matrix Multiplication Time,Avg Armadillo Matrix Multiplication Time,Avg Eigen Outer Sum Time,Avg CSC Outer Sum Time,Avg CSF2 Outer Sum Time,Avg CSF3 Outer Sum Time,Avg Armadillo Outer Sum Time,Avg Eigen Sum Time,Avg CSC Sum Time,Avg CSF2 Sum Time,Avg CSF3 Sum Time,Avg Armadillo Sum Time,Avg Eigen Norm Time,Avg CSC Norm Time,Avg CSF2 Norm Time,Avg CSF3 Norm Time,Avg Armadillo Norm Time
657,940,2267,14977,0.059612,0.007028,75477,211478,1462052,1939842,471668,10471,11421,18881,58285,55894,8322,6159,9263,58559,6189,11966,15358,20795,58980,24798,188796,188820,299840,214548,188796,38317,17069789,1057433,1280037,50023,9966399,20099716,22872023,60341757,11472905,9814,22414,18166,60258,26497,3531,10762,14525,57430,5935,10687,11048,14357,57659,5320
658,722,2928,9265,0.015887,0.004383,57207,119281,873133,1138114,335457,7129,7424,12894,33751,43665,5847,4031,7145,34388,4017,8850,11225,14846,36789,17290,122896,122920,239008,158552,122896,24788,12231297,668932,857223,31763,6428527,11762516,13466632,30320987,8005128,6111,17492,13946,38843,25169,2484,7435,10916,33517,3668,7369,7905,10473,33458,3376
659,975,2446,13331,0.052961,0.00559,71792,199025,1309780,1754821,449337,9890,10573,17817,53967,54841,8217,5774,8478,54764,5802,11086,15138,18703,56562,24544,169760,169784,283252,200056,169760,35374,16329392,957103,1214814,47511,10333345,18058447,20063768,57255579,12643699,9093,17763,17741,57592,27701,3202,10393,14258,53544,5542,10094,10706,13894,53758,5001
660,3192,8856,38304,0.75271,0.001355,207136,516731,1759652,1886257,1253380,24837,25516,45343,97969,152614,15008,16833,15795,74820,16579,25902,34370,47543,108291,53372,495076,495100,544632,316368,495076,99294,147781357,1357970,1482484,116965,97489806,194727337,217612633,465097885,159416015,13593,26742,42982,77731,70160,9858,25211,38175,98785,14910,24750,24530,31154,97958,14878
661,6330,22275,94950,0.751852,0.000673,543810,1504730,4645822,4805162,3106632,64631,64701,112008,247315,381353,46058,46789,32847,190381,47495,69179,89712,121297,279079,135063,1228504,1228528,1362624,792858,1228504,263931,957645731,3013035,3311821,329421,483319404,953352593,1085465027,2286969458,920863150,35941,67071,110419,194837,178399,28197,62933,111976,249405,38850,63793,62861,84835,247127,34398
662,912,1632,7296,0.754902,0.004902,36576,83472,311073,372428,247953,4676,4957,6574,18777,28457,2685,3133,1366,15491,3128,4534,6536,8202,20975,10565,94084,94108,101784,57852,94084,13503,5473474,296538,317656,18831,5573606,13152523,14269007,27824719,6704090,2626,10089,5696,18658,13303,1807,4865,4097,18855,2847,4793,4728,3550,18925,2519
663,91,204,687,0.014706,0.037007,5628,9690,60876,83573,25980,553,563,819,2570,3057,539,312,535,2639,336,691,1028,1218,2919,1461,9064,9088,17184,10545,9064,1697,80535,40445,47643,7147,49855,86707,115095,263640,52562,1460,1484,1142,3336,1867,142,603,635,2554,256,585,595,643,2586,276
664,105,163,340,0.086299,0.019866,3414,4706,29854,37560,16044,312,338,480,1206,1933,298,178,224,1262,184,427,645,747,1464,2673,4736,4760,10164,5942,4736,1112,32060,25878,30593,4502,40985,69211,91020,161831,46661,1061,1013,693,1881,1693,104,360,308,1246,192,340,352,336,1246,182
665,205,317,665,0.091693,0.010233,6328,9632,51320,66795,25608,541,559,735,2190,3547,567,304,388,2228,324,663,1022,1428,2551,1785,9252,9276,19752,11531,9252,2048,92421,47378,53196,8305,169369,276707,412140,701219,181795,1833,2107,1270,3763,2893,184,639,547,2180,286,599,605,589,2188,276
666,50,78,160,0.073504,0.041026,2619,3210,21274,27078,8616,268,298,380,970,1402,288,130,266,903,134,394,566,627,1164,2194,2236,2260,4864,2852,2236,923,14609,16136,19386,2350,10193,13517,22291,41938,11329,300,356,282,945,1024,86,254,262,987,104,332,304,254,923,174
667,50,78,148,0.038462,0.037949,2264,2408,14569,19221,6049,196,204,254,641,1050,214,104,170,635,100,282,416,455,763,1741,2092,2116,4780,2810,2092,693,9155,12307,14429,2077,7167,10502,17027,30944,7756,218,260,248,663,731,74,208,212,681,86,228,208,212,651,102
668,471,671,1725,0.135246,0.005458,15248,21813,129130,170570,63018,1310,1308,1879,6093,8405,1077,775,859,6217,785,1466,2145,2594,6983,3115,23388,23412,45268,27989,23388,4330,481152,116594,129881,18642,952330,1733225,2100916,3806978,974097,3717,3767,2673,8400,5336,430,1424,1288,5999,697,1358,1342,1318,6003,637
669,129,185,465,0.133784,0.019485,5779,6327,39794,50474,19253,440,458,715,1681,2570,432,240,353,1717,234,549,793,998,2064,3693,6324,6348,12364,7249,6324,1513,47328,33594,38760,5215,50997,94056,133067,254944,64685,1230,1292,963,2476,1661,132,439,436,1721,212,465,428,429,1703,212
670,330,600,2732,0.103152,0.013798,15418,43108,252012,350110,98889,2931,2827,4977,13491,13503,2977,1210,2951,13597,1212,3525,4704,5740,14166,6815,35188,35212,59564,38280,35188,7706,881597,190353,231834,10247,787965,1272418,1554898,3776036,646390,6258,5494,4372,15150,8083,579,3344,3055,13303,1044,2983,3302,3049,13074,957
671,660,1200,5469,0.104196,0.006905,29311,84897,553876,731209,192790,4753,4813,8540,25503,24976,4777,2342,4378,26142,2362,5558,7544,10606,26670,12092,70432,70456,119124,80311,70432,13635,3300103,369112,453797,17977,3173131,5159722,6186501,15657089,3114585,5211,9824,8001,27485,14148,1380,4959,4891,25581,2028,4915,5159,5101,25111,1869
672,990,1800,8206,0.104545,0.004605,46022,116961,815681,1083263,294286,6636,6658,12617,36711,36306,5879,3520,6049,37848,3533,7422,9838,15238,38804,17284,105676,105700,178684,122346,105676,20250,7301328,574521,691286,27892,7461230,12049134,14466550,35812295,8644558,6456,14383,10848,39327,20019,1789,7009,9247,36755,3122,6927,7049,8578,37163,3187
673,388,466,1534,0.123493,0.008484,12868,20617,119342,165979,55788,1160,1216,1777,6249,7115,1006,687,929,6422,711,1398,2017,2344,6836,3059,20276,20300,37704,23892,20276,3634,356306,98821,110537,15960,659472,1242482,1463894,2905073,561485,2903,2975,2138,7784,4200,331,1272,1278,6229,819,1250,1262,1284,6191,557
674,490,1275,3288,0.021307,0.005263,18815,43327,251594,351597,116091,2428,2486,3302,11215,16090,2248,1430,2079,11676,1451,3167,4264,5346,12685,5824,44560,44584,92508,59073,44560,8493,1731559,171848,203555,10872,1735773,3293293,3995332,7449847,1755801,2254,6730,5233,15581,10295,829,2665,2638,11319,1384,2516,2650,2703,11307,1134
675,77,760,2388,0.109211,0.040807,13679,29507,186768,250638,84073,1741,1799,2749,8259,11463,1785,1036,1877,8407,1046,2377,3223,3925,9375,4293,31700,31724,58664,35212,31700,5470,862517,136261,166602,7666,142348,254495,317119,775917,152558,1873,4620,2180,10920,6601,508,1837,1851,8341,851,1851,1953,2066,8245,837
676,147,1350,4316,0.11358,0.021749,24245,49979,372883,478866,148963,3009,3230,3961,14262,19917,2805,1871,2392,14589,1879,3943,5073,5842,16749,7269,57196,57220,104984,63020,57196,8980,2634311,205191,254880,12678,485062,974052,1201762,2779916,493429,7900,7401,5195,16689,11311,949,3162,2873,14491,1687,3113,3159,3025,14239,1454
677,397,2750,8584,0.113333,0.007863,47336,104932,723381,1017306,281654,5672,6083,8069,28272,40011,4033,3677,3713,28227,3678,6386,10275,11361,32138,11890,114012,114036,210440,131622,114012,17100,10594283,369663,469651,24432,2740560,5722958,6455632,15050801,2961596,3548,13451,7724,32182,20773,1982,5866,5510,27864,3110,5744,5785,5841,26770,2881
678,300,660,1872,0.202576,0.009455,15064,22207,122050,153860,68765,1324,1436,1681,5596,8618,1046,837,793,6117,857,1480,2182,2583,6620,3154,25108,25132,44184,25820,25108,3877,567867,115113,135169,18064,547176,1065167,1310642,2524487,521370,3689,3542,2474,8007,5253,503,1472,1154,5618,765,1390,1374,1208,5638,659
679,1090,2500,7334,0.206853,0.002691,43283,91445,549522,654010,256761,4895,5163,9604,20270,32192,3332,3136,3675,20424,3143,5280,8063,11455,23488,11223,98012,98036,170296,107477,98012,16711,8146015,401951,480822,24175,7970546,15684328,19003411,35737759,12550063,12872,12279,11934,27489,18969,1911,5119,8990,20698,3148,5231,5023,7828,20396,2805
680,1480,3340,9734,0.203857,0.001969,58920,133362,731658,895062,344850,6554,7087,15180,27982,43030,4514,4229,5063,28341,4218,7284,10565,16058,32134,15228,130172,130196,226936,144698,130172,21660,14292217,558593,669878,28697,11685924,27866774,35198760,65148315,24270799,4402,15759,13631,32166,25580,2613,6784,13912,27966,3769,6682,6842,10682,27782,3590
681,117,253,1179,0.063767,0.03983,9706,16292,98324,134790,44221,1003,1020,1807,4965,5424,1040,535,1021,5153,545,1290,1765,2290,5423,2645,15164,15188,25532,15831,15164,3189,177531,77789,92048,12194,105213,162168,206142,557910,93397,2306,2124,1701,5652,3004,260,1114,1068,4959,523,1039,1123,1109,4917,444
682,96,162,777,0.053794,0.049961,6019,9962,64156,89089,28832,577,567,1071,3091,3374,535,350,559,3180,358,723,1035,1446,3366,4296,9976,10000,16644,10333,9976,1941,89427,52632,64326,7057,57295,86283,106415,300788,53292,1310,1320,1030,3615,1787,199,579,711,3109,330,599,577,673,3068,302
683,536,1777,3558,0.001125,0.003736,24177,37852,277356,374925,125802,2542,2454,3983,11533,22642,1977,1543,1837,11796,1554,3603,4502,6061,13242,5739,49808,49832,113744,71028,49808,7766,2844483,167704,188932,11455,2339901,4673594,5678248,9863192,2617752,7910,7367,4592,16959,12749,885,2432,2909,11718,1462,2362,2394,3129,11539,1282
684,402,2166,6380,0.322099,0.007327,32487,68346,449531,524598,204758,3979,4343,5630,17567,26361,2729,2620,2394,17513,2659,4223,6241,8043,20360,8471,85228,85252,146048,86808,85228,11603,6064969,150209,162981,17671,2019952,4164960,4738997,10350269,2323025,2521,9397,4909,21993,15651,1508,4163,3218,17857,2298,4047,4027,3442,18296,2053
685,402,1506,4400,0.317176,0.007268,23488,46112,322390,385172,154926,2907,3021,3336,13040,19470,2027,2091,1671,12834,1943,3054,4698,5532,14924,6379,58828,58852,101168,60071,58828,7894,3060827,128168,142543,12351,1548402,3038929,3490022,7556768,1649341,7662,7151,2933,16027,11453,1021,2981,2324,13176,1545,2967,3011,2378,12920,1488
686,778,4363,12882,0.323363,0.003795,62389,146597,929024,1069115,416120,8019,8480,15683,34268,53097,5436,5263,7211,33895,5282,9072,12806,19575,38678,17553,172040,172064,294476,183964,172040,27176,24185946,310632,332215,37848,8116473,17473245,19921032,41889047,16563831,4887,8037,17881,35123,31837,3106,8397,13984,34807,5385,8199,8157,11814,34502,4616
687,778,2467,7194,0.315701,0.003748,40117,82330,545336,639744,247358,4740,5017,8786,20430,32493,3292,3107,4304,21179,3156,5594,7464,10491,23261,11311,96200,96224,165548,103158,96200,15491,8042785,223060,247248,23125,5201744,10303680,11750856,24304466,7641949,3126,12030,10195,24441,18983,1779,4843,6606,20356,2819,4857,4849,6606,20474,2645
688,1151,5533,16276,0.322007,0.002556,78701,199952,1178102,1410844,515679,10327,10956,22566,45750,69598,7323,6842,10124,44499,6939,11301,16012,24652,50660,22780,217448,217472,372864,236021,217448,36231,39962467,390049,427808,49510,14221059,34756048,42991947,82433502,37129766,6366,10158,20115,44754,41522,4258,10888,20231,45501,6618,10664,10713,16050,44425,5997
689,1151,2869,8284,0.311491,0.002509,45599,89463,610098,713045,280408,5338,5754,10105,23339,37865,3677,3498,4628,22716,3600,6109,8946,13587,26347,13010,110888,110912,191712,120922,110888,17799,10440572,269080,299101,26704,9499978,18629141,21273150,42395196,17688265,3424,13601,12627,28086,21476,1976,5686,10505,22999,3482,5540,5442,8153,23015,2997
690,1227,2735,8001,0.313224,0.002384,46004,95318,532651,623798,267465,5217,5813,9983,21424,34971,3871,3390,3430,20640,3618,6079,8361,12173,24692,12415,106956,106980,176800,111755,106956,16068,9425596,325396,351092,23330,10226953,19006607,22992355,42746908,18538389,3340,12799,12010,24626,20765,1749,5532,9560,21580,3506,5446,5502,7698,21757,2939
691,356,614,4003,0.022778,0.018313,18186,50869,379920,530468,140170,2791,2885,3697,15641,15064,2049,1685,2142,15729,1689,2775,4151,4903,16609,6199,50496,50520,82760,55309,50496,7347,1481671,317481,378077,11840,1022157,1667930,1938137,5793011,821206,2673,6313,3049,17426,6856,843,2997,3017,15535,1474,2859,2977,3103,15230,1320
692,359,1274,3230,0.06371,0.007062,17490,40921,243298,330131,112473,2298,2400,3053,10415,15443,1909,1400,1733,10806,1414,3414,3969,5278,11826,5279,43860,43884,89208,54215,43860,6752,1628164,137662,151598,9842,1232966,2295111,2792085,5241943,1121647,6770,5963,4528,14530,9874,705,2436,2324,10648,1150,2404,2465,2466,10561,1088
693,361,1383,3339,0.058689,0.006688,19236,41054,249281,337268,114554,2370,2470,3136,10513,16158,2034,1434,1807,10726,1442,3302,4036,5506,12060,5307,45604,45628,94440,57168,45592,7358,1784386,140856,158705,9898,1240939,2567279,3186827,5582520,1195444,6736,6516,3015,14986,10609,777,2514,2485,10672,1228,2444,2546,2615,10601,1122
694,467,1274,3878,0.148679,0.006518,22109,46922,272258,364327,134125,2769,2845,3721,12245,17949,2084,1705,1803,12653,1717,3416,4474,5115,13994,6013,51636,51660,94380,57679,51636,8271,2366565,161985,179474,11746,1738719,4670069,5278192,9209215,1742568,7343,6742,2955,15078,10233,959,2947,2604,12531,1430,2865,2891,2789,12451,1320
695,117,165,501,0.024242,0.025952,4450,6522,40744,55770,19749,457,473,633,1821,2424,404,236,342,1873,276,559,803,895,2110,3279,6676,6700,13176,8055,6676,1475,53484,34983,40702,5628,55405,90493,119388,256497,57409,1142,1146,869,2368,1527,146,492,469,1801,232,457,469,468,1775,236
696,2157,3045,9357,0.089655,0.001425,48673,127517,743412,956526,333289,6377,6834,13304,28756,40818,4270,4119,5017,29294,4019,6858,9992,14695,31591,15256,124468,124492,226008,148973,124468,19166,12258059,631578,758941,28082,24155923,45410130,51967246,96683515,55027453,4296,16246,13417,32976,23911,2224,6734,12070,29008,3979,6528,6524,10976,28068,3504
697,16675,23541,76473,0.083655,0.000195,365467,1176698,6228472,8073637,2524683,53498,54149,118129,228195,315483,42002,41551,42313,233123,37674,57582,75547,113172,256096,111765,1011844,1011868,1812264,1218053,966820,163851,750414491,4868512,6073866,222770,1421625780,2550806915,2947793508,5855262477,3109273612,32004,66817,144425,235137,184091,21023,53903,148927,232407,30334,54135,52382,96056,229276,26054
698,1000,8806,27836,0.101181,0.003161,147098,387800,2343609,3135687,878165,18149,19560,39724,81512,122814,12785,12076,18817,83979,12256,20203,28144,45014,96142,37839,369260,369284,684472,453224,369260,62292,108086285,1036983,1395942,82937,21099441,49169598,60158632,123977427,45028848,11265,19809,40970,82354,67288,7371,18684,38169,82292,11000,18519,18482,33749,81226,10321
699,333,628,4561,0.080715,0.02181,21452,57019,407762,559070,159493,3322,3308,4446,17358,17174,2611,1999,2486,17847,2005,3450,4716,5600,18913,7442,57248,57272,87324,60345,57248,8684,1608787,288238,355248,12629,1080160,1728812,1974870,6134073,830632,2943,6129,3087,18294,7744,967,3440,3188,17703,1658,3376,3430,3208,17220,1564
700,198,346,1051,0.052076,0.015341,8969,14964,81915,113028,39748,883,909,1282,3837,5180,893,474,753,3791,493,1138,1583,2075,5618,2897,14000,14024,26400,15861,14000,3206,190752,67302,76495,11265,207601,366495,462930,923071,192204,2438,2813,1713,5506,3252,270,986,936,3799,480,947,975,951,3771,410
701,244,2595,70216,0.029398,0.110894,393416,949963,7995133,10352992,2279008,48057,45773,51544,253311,211605,29387,36905,24624,255044,34214,34997,45533,59177,264277,83693,852976,853000,1181236,792850,852976,105868,191288765,2841768,3284632,147548,9815544,13057970,14394543,65820287,6391065,24476,95328,37747,246696,58252,14745,45471,47589,247428,23147,45707,45461,45326,247135,22904
702,1098,8418,37487,0.010501,0.004056,189303,542136,3424176,4569242,1181385,24612,25291,46641,131861,145310,18144,15927,27385,133849,16867,28116,36079,55330,139018,51084,483520,483544,859400,607016,483520,93946,133835263,1329121,1726524,112118,29377632,60150416,71172217,179344420,51719320,17383,30062,49344,127577,72013,9119,25005,43748,128036,14421,24882,24932,43169,127601,13611
703,348,629,1662,0.227921,0.007593,12010,18488,93972,120772,58185,1224,1284,1807,4953,8365,1190,701,861,6901,717,1506,2230,2547,5506,3095,22464,22488,38512,22270,22464,3857,391786,90677,100029,14395,585402,1106248,1353062,2458229,549949,3520,3258,2296,6774,5108,362,1354,1106,5005,621,1262,1316,1124,4963,569
704,400,816,2537,0.073224,0.007773,13317,35071,182650,245879,88582,1881,1887,2685,8436,11357,1753,1096,1593,8648,1102,2308,3170,3753,9624,4709,33712,33736,63296,40165,33712,5568,944283,146759,177011,6844,974818,1780117,2165199,4396340,975295,4815,4835,3446,11071,7003,541,1994,1847,8520,1022,1951,2126,1935,8446,865
705,2671,10880,66266,0.206636,0.00228,387340,1003995,5155970,6570760,2119796,46755,47325,84548,223753,253872,39009,34128,38246,224316,32865,47671,64577,84602,244678,103035,838716,838740,1132488,781604,838716,222693,394209025,2121581,2712956,226474,132635759,239953495,261706512,741135892,178683496,38165,70993,84094,219872,118113,18174,47769,79168,222399,27208,46210,46879,68580,217756,26559
706,20,40,70,0.05,0.0875,671,1218,9083,11118,3805,172,176,216,436,671,170,70,180,441,74,260,330,332,567,1090,1004,1028,2376,1394,1004,487,3943,6388,7865,362,1667,2722,3971,6824,2644,186,216,208,460,519,68,172,178,488,54,158,162,164,450,82
707,231,261,651,0.438889,0.010798,5284,7913,40169,48140,25830,469,486,641,1833,3147,430,303,238,1819,320,597,845,1037,2218,1336,8860,8884,14880,8101,8860,1669,86278,48655,53193,2314,172068,290392,358167,632867,200806,1627,1559,989,2827,2004,172,476,394,1889,274,489,473,386,1888,278
708,3576,4400,21178,0.165229,0.001346,123728,331347,962593,1117680,717269,14397,15126,25832,57691,83255,10565,9057,9648,51234,9333,15330,20765,30100,65434,35157,271740,271764,288224,167224,271740,55911,52249140,905514,1021608,62679,76721560,134575129,146996595,293374866,118886626,11962,33851,21672,64172,44445,5796,14904,17491,58293,8740,14491,14735,16627,58199,8155
709,288,744,1590,0.042473,0.00742,12736,18685,117091,155231,57485,1172,1188,1517,4995,8193,1043,717,847,4991,719,1360,2065,2472,5772,2863,22060,22084,47544,28234,22060,3681,516052,88782,97956,16626,489059,1010972,1269172,2201645,522640,3709,3622,2502,7746,5599,379,1238,1210,5045,615,1178,1178,1260,4987,579
710,3005,5224,10947,0.093722,0.000697,67282,134732,1157016,1433657,422612,7680,8243,24213,34933,54462,5818,4642,11764,33430,4689,9694,13262,32707,54007,18947,152264,152288,318488,202535,152264,23391,19256440,781522,1021794,35488,48145898,94873390,122035795,187971485,95734261,7117,20047,24951,62845,39085,2800,8075,20871,45433,4564,7981,7955,19580,77924,4260
711,224,378,1215,0.23904,0.014349,6825,16494,74451,100534,45381,888,913,1150,3550,5544,713,547,470,3436,563,961,1440,1719,4204,2278,16096,16120,25476,14367,16096,2765,227749,64372,74185,10281,262836,468410,568462,1117265,243989,2314,2284,1475,4799,3178,268,933,673,3552,543,891,895,675,3522,460
712,197,215,467,0.484496,0.011026,3903,6057,29344,33266,18322,394,423,621,1505,2599,493,214,278,1505,234,530,783,1106,1773,1418,6468,6492,11580,6271,6468,1747,53337,37085,42090,2579,108147,182440,250443,461149,140102,1346,1595,849,2562,1963,118,467,334,1518,236,447,407,320,1495,202
713,193,211,457,0.487362,0.011222,3500,5385,30247,34256,18701,412,442,581,1496,2565,435,238,264,1469,232,627,885,947,1737,1262,6332,6356,11340,6137,6332,1538,52945,37929,43203,3472,108312,178552,226013,403943,128391,1348,1280,857,2324,1745,120,464,362,1499,246,416,423,360,1497,216
714,66,131,246,0,0.028452,2648,3240,20795,27990,10477,246,248,290,831,1402,252,146,200,851,142,374,420,571,1034,2016,3480,3504,8152,4826,3480,843,18168,17028,23620,3446,13946,26604,41125,70057,18059,809,835,579,1356,1080,160,232,248,827,100,246,266,242,833,130
715,8,14,22,0.142857,0.196429,286,523,2073,2528,1144,56,62,92,134,232,56,32,50,143,42,76,106,128,196,557,324,348,776,450,324,206,1154,1599,2328,158,282,408,466,803,619,72,84,70,154,176,50,60,60,168,42,60,54,52,144,52
716,3792,13455,99953,0.193445,0.001959,472498,1597298,7724207,10184813,3338000,69899,68640,108805,316690,345840,48685,51927,48573,316710,49589,61377,81511,110092,336485,132260,1253260,1253284,1688288,1187961,1253260,232963,796112751,5887404,8467983,316655,247898454,445222191,512927607,1440330309,375909073,41307,94404,108068,310630,147329,31513,67366,107014,311286,40489,68216,67500,88692,310323,40269
717,2658,2525,20111,0.081153,0.002997,108626,293234,1815036,2465361,674865,13493,13609,27128,75990,71315,9640,8638,11153,74039,8528,14509,18435,29879,78631,31260,251436,251460,362556,260498,251436,45815,23064234,1247057,1531422,59922,46329533,73267387,81317987,225199543,72483519,11064,25183,21281,76367,31555,4686,13924,20884,71864,8227,13583,13935,19691,73528,7395
718,2393,5596,31074,0.097519,0.00232,165001,454869,2843339,3822034,1036387,22949,24411,39694,116362,121904,16557,13627,23616,115685,13695,24622,32857,45487,120137,51506,395276,395300,635300,450819,395276,82663,84257898,2533756,3623248,101648,58854241,106910584,131036561,327066547,89605265,18771,44092,37412,120614,56840,8279,24382,33791,112288,12946,23297,23766,33172,110649,11916
719,9,13,26,0.110256,0.222222,376,580,3297,4155,1767,84,90,112,190,282,78,40,82,204,68,116,142,184,283,841,368,392,784,458,368,298,1546,2594,3362,250,394,531,739,1268,839,106,110,98,218,226,58,82,78,206,40,100,82,80,200,80
720,11,17,29,0.066667,0.15508,418,621,3953,4806,1847,106,100,164,246,336,108,42,94,248,60,160,188,266,350,733,420,444,972,565,420,362,1723,3841,4454,244,519,1202,1202,1747,1019,108,136,106,238,302,70,102,96,278,52,118,100,94,242,80
721,54,108,750,0.1178,0.128601,5490,10451,76555,112599,25780,569,591,1809,3560,3129,597,344,484,3689,356,769,1075,1981,3911,4292,9436,9460,13224,8122,9436,1785,77854,55115,67490,6151,24063,33517,43052,138249,22159,667,911,615,3544,1733,238,583,577,3568,278,665,645,519,3408,330
722,477,531,5062,0.069062,0.019985,26812,70494,422897,629338,179078,3416,3508,8211,20546,17725,1841,2214,983,21688,2222,2895,3871,9592,22786,6941,62872,62896,58216,33103,62872,8481,2605094,369106,463415,12074,1703162,2665730,3006463,7927811,1333429,4859,10912,1959,21576,7514,1212,3509,1593,21340,1959,3470,3432,1633,20043,1709
723,994,1082,13101,0.059975,0.012181,73844,169007,1001596,1466316,435911,8694,9019,20360,46116,44782,4074,5624,2014,47010,5668,6983,9435,20871,51342,17523,161544,161568,129700,77541,161544,23834,16071672,1044541,1315439,32623,8619801,13456305,15397758,45381130,7559456,7794,29782,6636,49436,16450,3418,9101,4324,47533,4947,8934,8792,4680,46206,4472
724,312,604,1208,0,0.00641,12866,12671,94830,128254,44894,883,833,1130,3885,7969,677,591,567,3915,569,1160,1590,1893,4688,2217,16916,16940,38680,23256,16916,2983,358704,78782,86025,15384,474370,1195600,1432465,2249741,460863,2751,2743,2071,6015,4428,292,869,936,4007,529,819,807,1022,4014,455
725,361,741,2933,0.068607,0.010964,16759,42754,251577,350888,105445,2725,2729,5031,13210,13872,2629,1410,2306,13417,1304,3190,4282,5899,14144,6177,38164,38188,65384,40875,38164,7335,1110743,183696,224338,10347,930703,1598271,1942078,4459691,798489,6105,5909,4133,14362,8203,605,2859,2669,13216,1184,2791,2909,2660,12928,1006
726,410,1123,5264,0.01017,0.011433,25990,80306,569574,765199,187980,3989,4047,5424,21053,22768,3476,2292,3620,21488,2304,4422,5917,7187,22458,9321,67664,67688,119428,79871,67664,10892,2947123,425438,492423,16601,1685747,2971044,3580189,9305700,1508240,3891,9411,4592,22985,11726,1137,4362,4380,21522,1845,4089,4346,4436,20774,1863
727,323,464,1646,0.027395,0.010983,14733,24191,149740,210444,61339,1623,1635,2484,6873,8014,1679,729,1693,6975,757,1981,2737,3093,7646,4668,21612,21636,40548,25272,21612,4668,357278,120335,141709,17665,529559,892211,1077863,2437203,474131,3754,3767,2855,8481,5017,378,1719,1833,6973,647,1759,1841,1915,6951,603
728,318,808,2591,0.250281,0.010084,14956,37175,169842,211464,92006,2015,2039,4155,9662,13505,2007,1142,885,9792,1148,2594,3653,4985,10694,5368,34328,34352,54016,30755,34328,6023,961174,112401,129194,8684,711039,1282884,1599943,3469195,712767,6033,5083,2941,12265,7358,549,2256,1276,9825,1030,2104,2314,1342,9615,909
729,323,464,1626,0.027392,0.010849,14146,23321,144617,201363,59661,1585,1577,2380,6737,7718,1661,720,1631,6792,739,1895,2719,2945,7445,3903,21372,21396,40228,25048,21372,4500,350687,116544,138015,17374,517065,883030,1068500,2381859,470334,3530,3614,2771,8456,4937,376,1745,1745,6790,693,1683,1801,1773,6686,581
730,323,464,1646,0.027395,0.010983,14619,24287,148624,209699,60908,1603,1615,2384,6848,7953,1677,729,1731,6999,747,1965,2751,3033,7572,3953,21612,21636,40548,25272,21612,4538,359361,120570,141364,17572,528759,898844,1083432,2437008,473660,3729,3707,2859,8482,5043,393,1761,1845,6957,707,1807,1803,1869,6913,611
731,35,89,140,0,0.044944,2056,1653,13160,17328,5827,146,156,198,525,911,138,90,106,519,114,216,288,406,645,1817,2040,2064,5112,2988,2040,588,7207,9674,11497,2027,5592,7854,12252,22422,5707,152,220,204,555,725,72,134,162,575,70,154,160,158,525,102
734,1477,1477,18592,0.011846,0.008522,85614,243687,2005926,2748198,664602,12265,12719,18951,69710,60387,6372,8005,8542,70334,7923,11291,14094,19865,71117,25592,229016,229040,341976,259441,227036,32845,19127404,1807071,2088066,50606,19480102,29430198,32380871,113234016,22359714,8117,25391,14892,69709,21724,4219,12743,16202,68478,7033,12597,13593,16663,67692,6726
735,2954,2954,37206,0.057818,0.004264,182043,528833,4154093,5617069,1220411,24409,25293,40361,140996,119718,13635,16404,21075,142288,16689,21973,28459,42934,140345,50596,458292,458316,674764,513897,454320,88770,73593130,4264943,5671441,114346,79429140,121995668,139314702,459832065,97536275,15314,49276,39985,140471,42982,9704,25017,35989,141725,15665,24842,24842,36374,135686,14100
736,4101,4101,82682,0.020571,0.004916,413762,1245404,9310611,12917607,2621374,56742,56031,87255,308881,247732,36526,44487,51869,308977,41119,46888,59010,92481,305016,103905,1008592,1008616,1428080,1115189,989092,213576,288661489,10788603,14244830,260693,212929631,320413475,362960254,1349361522,232130023,32969,118161,87091,303122,81525,24880,54536,90620,301136,35873,54324,53973,98094,294604,32420
