Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Eigen Constructor Time,CSC Constructor Time,CSF2 Constructor Time,CSF3 Constructor Time,Armadillo Constructor Time,Eigen InnerIterator Time,CSC InnerIterator Time,CSF2 InnerIterator Time,CSF3 InnerIterator Time,Armadillo InnerIterator Time,Eigen Scalar Multiplication Time,CSC Scalar Multiplication Time,CSF2 Scalar Multiplication Time,CSF3 Scalar Multiplication Time,Armadillo Scalar Multiplication Time,Eigen Vector Multiplication Time,CSC Vector Multiplication Time,CSF2 Vector Multiplication Time,CSF3 Vector Multiplication Time,Armadillo Vector Multiplication Time,Eigen Memory Usage,CSC Memory Usage,CSF2 Memory Usage,CSF3 Memory Usage,Armadillo Memory Usage,Eigen Transpose Time,CSC Transpose Time,CSF2 Transpose Time,CSF3 Transpose Time,Armadillo Transpose Time,Eigen Matrix Multiplication Time,CSC Matrix Multiplication Time,CSF2 Matrix Multiplication Time,CSF3 Matrix Multiplication Time,Armadillo Matrix Multiplication Time,Eigen Outer Sum Time,CSC Outer Sum Time,CSF2 Outer Sum Time,CSF3 Outer Sum Time,Armadillo Outer Sum Time,Eigen Sum Time,CSC Sum Time,CSF2 Sum Time,CSF3 Sum Time,Armadillo Sum Time,Eigen Norm Time,CSC Norm Time,CSF2 Norm Time,CSF3 Norm Time,Armadillo Norm Time
712,197,215,467,0.484496,0.011026,2655,5149,31409,34635,16300,400,431,581,1483,2765,441,210,251,1533,230,501,771,802,1733,1062,6468,6492,11580,6271,6468,1403,53751,35617,40966,5561,103324,213230,212348,443592,127409,470,572,391,1603,1603,120,832,371,1502,160,421,401,310,1453,191
712,197,215,467,0.484496,0.011026,4278,4638,28884,34735,15740,401,381,611,1493,2475,431,200,280,1463,230,531,711,841,1713,1132,6468,6492,11580,6271,6468,1423,53770,37751,42880,1843,104336,171572,211987,391635,125986,420,591,2405,1623,1703,100,370,311,1523,180,441,371,290,1553,181
713,193,211,457,0.487362,0.011222,2595,6301,29315,32952,16020,420,471,632,1593,2595,451,221,281,1513,240,642,831,1072,1763,1613,6332,6356,11340,6137,6332,1783,55424,38322,42159,1673,121517,166251,248486,391144,115206,5069,2474,531,1723,1883,160,430,351,1523,361,411,421,331,1513,231
713,193,211,457,0.487362,0.011222,4708,5380,28754,35246,24186,411,420,551,1402,2495,431,221,260,1473,230,782,832,902,1713,1242,6332,6356,11340,6137,6332,1523,51286,37601,45285,1813,104857,187571,209663,401223,134402,431,2114,451,3457,1744,120,401,371,1443,190,420,411,350,1503,220
713,193,211,457,0.487362,0.011222,2665,5310,29386,35176,19987,390,451,531,1543,2525,441,220,271,1443,230,531,1092,852,1753,1252,6332,6356,11340,6137,6332,1663,52057,37971,43421,1754,105047,170420,246542,400000,126758,441,591,481,3216,1643,110,491,300,1473,190,431,461,521,1503,230
713,193,211,457,0.487362,0.011222,3025,5169,31850,32721,16901,421,471,621,1433,2695,451,231,240,1473,230,561,841,841,1753,1082,6332,6356,11340,6137,6332,1313,52127,37210,41919,6112,105437,198623,211567,426019,128291,390,611,411,1613,1684,111,571,400,1533,311,411,411,310,1473,201
713,193,211,457,0.487362,0.011222,4508,4768,31930,35186,16411,420,401,571,1513,2515,401,301,271,1443,230,622,831,1072,1703,1122,6332,6356,11340,6137,6332,1412,53831,38543,43231,6011,104706,169898,213811,401333,137298,411,611,2415,1613,1774,101,431,390,1523,180,411,411,290,1493,201
714,66,131,246,0,0.028452,1643,4799,21360,29526,9407,321,280,341,861,1492,320,160,210,1012,160,721,451,882,1322,3317,3480,3504,8152,4826,3480,1252,19356,15489,24897,1122,16161,25648,52318,78557,18034,2925,1943,411,1212,1403,531,290,301,851,100,280,331,271,852,150
714,66,131,246,0,0.028452,6001,3176,20268,28142,11912,241,270,290,841,1372,271,140,210,831,140,311,461,551,952,1894,3480,3504,8152,4826,3480,792,16611,17322,18736,982,13706,24306,33232,64982,27441,281,1212,401,1814,1042,60,221,230,832,110,251,261,290,872,110
714,66,131,246,0,0.028452,1483,2825,20359,27442,11732,230,210,260,821,1392,220,151,180,802,150,310,431,501,962,1673,3480,3504,8152,4826,3480,812,16511,17513,19447,1493,13265,23114,50755,64160,14907,271,310,331,1914,972,70,190,220,842,90,260,281,220,822,131
714,66,131,246,0,0.028452,1603,2926,21179,27271,9779,220,251,271,811,1393,240,121,170,802,130,250,370,441,972,1563,3480,3504,8152,4826,3480,631,20729,16762,35287,7044,13265,34915,34515,76714,15399,330,361,300,932,971,80,250,251,772,100,230,240,230,822,121
714,66,131,246,0,0.028452,2514,2475,20809,27572,9558,220,231,290,822,1363,211,160,231,811,130,281,390,481,962,1633,3480,3504,8152,4826,3480,732,17633,18054,19737,6593,13335,25037,34805,65874,14518,240,350,1453,911,1012,60,211,241,842,100,210,220,200,801,141
715,8,14,22,0.142857,0.196429,301,1273,2275,3867,1353,70,80,140,180,361,80,50,60,211,50,110,140,301,260,1423,324,348,776,450,324,391,1453,1854,3747,180,331,531,691,882,902,80,141,80,190,310,120,60,70,271,40,90,60,60,181,70
715,8,14,22,0.142857,0.196429,251,440,2344,2354,1192,50,80,110,161,241,60,30,60,141,30,60,110,121,191,421,324,348,776,450,324,191,1393,1503,2635,151,280,371,400,812,752,80,80,110,170,160,40,70,60,160,40,60,60,50,190,50
715,8,14,22,0.142857,0.196429,270,371,2494,2174,1072,70,60,80,130,200,50,30,70,131,50,80,120,90,151,321,324,348,776,450,324,160,1082,1383,1954,160,261,321,461,701,521,90,90,70,150,140,30,70,70,140,20,51,60,50,140,40
715,8,14,22,0.142857,0.196429,341,301,1623,2234,902,60,51,70,100,191,40,30,30,91,50,60,80,60,200,321,324,348,776,450,324,160,981,1723,1653,170,280,410,401,852,461,70,50,40,140,130,40,60,50,140,80,40,40,51,90,50
715,8,14,22,0.142857,0.196429,270,230,1633,2014,1203,30,40,60,100,171,50,20,30,141,30,70,80,70,180,301,324,348,776,450,324,131,862,1532,1653,130,260,411,381,772,461,41,60,50,121,141,21,40,50,130,30,60,50,50,120,50
716,3792,13455,99953,0.193445,0.001959,425619,1852395,9056396,10953675,3146151,73858,69350,128110,327314,341881,51397,47379,32582,315371,48371,59432,76835,129363,328516,129663,1253260,1253284,1688288,1187961,1253260,255189,795900816,5324727,9339407,281308,249291442,452925787,518213724,1454323401,390066355,44013,98705,130414,307987,146955,36248,66484,97532,315371,40666,68158,67096,109095,311073,37761
716,3792,13455,99953,0.193445,0.001959,436960,1593349,7351980,9787388,3987569,67567,69600,131506,306395,344395,49523,55885,99998,310883,48651,60804,80320,124664,334508,131557,1253260,1253284,1688288,1187961,1253260,287659,797545881,6951058,8699537,445716,248189044,447345821,517056073,1441888087,377602127,48100,95389,99637,312315,148107,38031,68198,117180,306676,40556,68919,68679,115427,306314,43502
716,3792,13455,99953,0.193445,0.001959,543690,1484895,7410329,10475879,3158213,67697,66244,73568,310652,348874,50235,52659,36659,309511,48942,61395,80892,98154,336772,132198,1253260,1253284,1688288,1187961,1253260,290575,795659172,5348472,6938444,266870,247601852,442322970,511891446,1436924427,376535747,34044,93174,123271,313117,143439,19377,66114,93967,308218,45385,65814,67978,96862,311214,37421
716,3792,13455,99953,0.193445,0.001959,518733,1558704,7382517,9861547,3184132,72165,69099,83907,329468,348644,44584,49172,40626,335209,52158,56235,79549,104886,344076,130394,1253260,1253284,1688288,1187961,1253260,174958,795774960,5488846,7298420,308218,247064725,443170680,508744433,1436280940,368343401,44273,90249,62307,310823,150031,34534,67176,114414,311785,37430,67587,66985,70192,311885,41828
716,3792,13455,99953,0.193445,0.001959,437491,1497148,7419817,9845577,3213938,68208,68909,126938,309621,345408,47690,54543,33002,312576,49824,69020,89959,93396,338555,137488,1253260,1253284,1688288,1187961,1253260,156434,795682927,6323921,10064107,281167,247345211,440345701,508732360,1432234691,366997737,36108,94507,124714,308910,148117,29375,68860,111980,314380,38412,70602,66765,51888,311133,40837
717,2658,2525,20111,0.081153,0.002997,92353,285165,1751756,2521669,601909,12984,12965,23714,68949,68819,9127,8256,8576,72196,8145,12754,17072,37971,74329,28483,251436,251460,362556,260498,251436,46878,22709335,1090195,1640868,62707,44644988,71800572,81829894,220020720,70599910,10991,23935,26018,72906,31119,5440,12984,14336,71484,7474,13075,13665,17263,67928,6873
717,2658,2525,20111,0.081153,0.002997,91913,310723,1791510,2331503,845476,12894,13906,34474,79289,69260,10930,8245,14678,71314,8737,12925,17403,27371,81633,30968,251436,251460,362556,260498,251436,47268,22802769,1166267,1513058,77385,47876038,72795518,79335104,218851477,71975680,13164,33883,11672,74549,30417,3847,13395,25568,69660,9408,13636,13255,25748,71364,7133
717,2658,2525,20111,0.081153,0.002997,134042,277901,1865088,2489279,628248,14096,12895,21189,74860,69560,9177,9007,10099,71624,8336,13204,18545,28143,76393,31859,251436,251460,362556,260498,251436,61816,22307762,1260625,1660876,58590,45425723,72091308,80834416,217916243,73931560,9137,21781,29465,84369,30667,3356,13776,21410,70612,8015,13055,14527,25128,77405,7354
717,2658,2525,20111,0.081153,0.002997,117190,293791,1794566,2475543,649959,13685,14437,21921,74710,74029,9568,9047,12323,79259,8566,15590,19277,31078,82865,32430,251436,251460,362556,260498,251436,36378,23580178,1345594,1360301,49383,46905909,74909183,82076477,236946477,73230293,11702,22953,14738,74650,32441,7123,14657,30126,74450,8366,13766,14176,16862,78978,8947
717,2658,2525,20111,0.081153,0.002997,107632,298590,1872261,2508815,648737,13806,13846,34344,82145,74911,9398,8636,10089,75802,8856,18073,19878,24836,77937,32561,251436,251460,362556,260498,251436,36739,23921127,1372605,1482009,51547,46795011,74740357,82514047,232262802,72680152,10329,23363,24516,75362,33132,3666,14808,12984,73117,7875,14387,14056,13455,71965,6672
718,2393,5596,31074,0.097519,0.00232,150042,523743,2844505,3986698,980709,23935,24226,39464,111710,120155,16371,13535,16612,114114,13415,26790,30778,51196,119284,45716,395276,395300,635300,450819,395276,94357,84630156,2149922,3655967,89839,59019760,110890682,133639340,326159939,93590843,18505,67407,42370,111620,56576,9457,23134,28734,111859,11973,22672,23304,31289,108804,11602
718,2393,5596,31074,0.097519,0.00232,156123,458701,2802787,3694429,1037035,22582,23644,45816,110557,123902,17553,13505,29625,113543,13685,23574,31780,45154,119985,52068,395276,395300,635300,450819,395276,96100,83563496,2688703,3967422,131286,60107911,109686122,133018295,328652465,93254863,17714,69600,26290,113423,56706,8115,27141,39504,110628,13565,23685,23604,41678,111860,12143
718,2393,5596,31074,0.097519,0.00232,200536,424356,2925277,3971249,1112807,22653,26429,31809,117380,120756,16721,14357,19537,113883,13645,22523,33413,43211,120887,52819,395276,395300,635300,450819,395276,101160,83635140,2234351,3969025,89248,59057962,104235539,131482644,325526952,88154176,15850,27591,44514,155351,56215,5119,23575,33573,110868,12063,22763,24877,36137,110487,12213
718,2393,5596,31074,0.097519,0.00232,163657,427171,2779533,3731599,1027106,22963,24296,33212,117601,121288,16140,13445,30707,122510,13836,24226,33012,49062,120306,52238,395276,395300,635300,450819,395276,58360,84751985,2581231,2946487,102632,58092220,105760329,128591332,328823655,86699857,23915,27622,28033,111018,57137,11621,23524,46106,116659,14397,22813,23805,31138,112552,12664
718,2393,5596,31074,0.097519,0.00232,154650,440376,2864593,3726199,1024281,22612,23464,48170,124563,123422,16000,13295,21601,114375,13896,25999,35306,38813,120225,54693,395276,395300,635300,450819,395276,63339,84708713,3014574,3577340,95239,57993355,103980250,128451198,326169728,86326588,17873,28243,45856,111659,57568,7083,24536,21039,111429,12734,24556,23244,25618,109546,10960
719,9,13,26,0.110256,0.222222,400,1192,3526,5600,2735,191,130,160,280,401,120,60,100,321,71,180,220,371,381,2285,368,392,784,458,368,451,2054,2976,5019,440,561,721,1052,1433,1203,131,190,120,310,371,150,110,100,370,50,140,101,100,311,90
719,9,13,26,0.110256,0.222222,411,541,3706,4218,1563,91,90,131,210,351,110,50,111,250,111,120,150,161,271,601,368,392,784,458,368,301,1843,2424,4118,210,391,491,732,1293,1042,120,91,140,240,220,40,111,120,220,50,111,100,120,211,80
719,9,13,26,0.110256,0.222222,321,431,3887,3807,1473,60,100,110,170,240,70,30,80,160,50,100,130,160,261,490,368,392,784,458,368,260,1443,2014,3026,190,370,421,621,1122,701,120,140,80,211,190,40,90,40,161,31,101,91,80,160,90
719,9,13,26,0.110256,0.222222,410,400,2776,3787,1462,40,70,90,141,210,51,30,60,160,60,90,100,111,251,431,368,392,784,458,368,230,1212,3016,2464,230,301,561,692,1342,621,100,60,70,180,180,30,50,70,150,40,80,70,50,170,70
719,9,13,26,0.110256,0.222222,340,340,2594,3367,1603,40,60,71,150,211,40,30,60,131,50,90,111,120,251,400,368,392,784,458,368,250,1182,2544,2184,180,351,461,601,1152,631,60,70,80,150,171,30,50,60,131,30,70,50,50,150,70
720,11,17,29,0.066667,0.15508,421,1213,5070,6372,1984,150,140,200,331,471,150,60,121,351,80,261,260,480,500,1633,420,444,972,565,420,631,2174,4729,5461,311,651,952,2194,1953,1473,160,220,131,330,431,130,131,120,321,50,160,111,110,350,90
720,11,17,29,0.066667,0.15508,380,612,3787,4708,1694,121,130,161,260,361,130,60,120,271,60,130,230,281,320,641,420,444,972,565,420,361,1954,3546,5049,250,461,2925,1062,1803,1162,110,170,110,230,330,60,130,110,300,50,140,100,90,260,80
720,11,17,29,0.066667,0.15508,391,451,4278,5049,1673,110,100,150,241,311,100,30,110,241,61,161,160,211,301,461,420,444,972,565,420,291,1623,3116,4188,211,531,611,921,1633,902,140,130,100,240,260,60,90,130,261,70,110,90,120,220,60
720,11,17,29,0.066667,0.15508,511,441,3196,4278,1964,80,60,150,201,280,90,30,60,220,50,120,130,150,290,491,420,444,972,565,420,250,1443,3927,3546,220,501,831,982,1713,821,80,90,90,200,251,40,80,61,281,40,90,100,80,190,100
720,11,17,29,0.066667,0.15508,390,391,3436,3627,1924,70,70,161,201,260,70,30,60,160,50,130,160,210,340,440,420,444,972,565,420,280,1423,3887,4027,231,451,691,851,1633,741,50,70,100,190,241,60,81,60,230,50,90,100,70,190,70
721,54,108,750,0.1178,0.128601,3106,11351,78186,110527,26520,601,591,1874,3607,3176,591,341,490,3697,361,782,972,2144,3947,5981,9436,9460,13224,8122,9436,2084,82565,50405,66605,2074,23485,33994,50365,135525,24005,611,962,661,3476,1874,150,601,581,3586,311,621,642,521,3467,381
721,54,108,750,0.1178,0.128601,12383,10500,75802,109064,24306,571,561,1904,3447,3105,581,351,471,3757,351,741,991,2004,3807,4078,9436,9460,13224,8122,9436,1754,74980,56085,67416,1924,23644,31750,39203,136656,30367,641,912,621,3517,1783,240,581,471,3507,271,591,621,541,3476,301
721,54,108,750,0.1178,0.128601,3236,10059,73939,115467,24946,541,601,1653,3516,3116,631,340,481,3667,360,731,1422,1984,3857,3787,9436,9460,13224,8122,9436,1703,76294,56095,67907,1954,24576,30387,46337,134953,17863,691,871,562,3617,1533,150,571,511,3556,261,581,691,531,3427,291
721,54,108,750,0.1178,0.128601,3516,10690,77826,113232,26900,561,581,1884,3566,3126,582,351,481,3617,361,812,932,1863,3998,3807,9436,9460,13224,8122,9436,1693,77235,55835,67106,12614,24375,41167,40205,146104,22162,712,912,541,3557,1693,501,581,481,3597,281,561,661,491,3336,390
721,54,108,750,0.1178,0.128601,5210,9658,77024,114706,26230,571,621,1733,3667,3126,601,340,501,3707,351,781,1062,1913,3947,3807,9436,9460,13224,8122,9436,1693,78197,57157,68418,12193,24236,30287,39154,138009,16401,682,901,691,3557,1784,150,581,841,3596,270,972,611,511,3336,291
722,477,531,5062,0.069062,0.019985,23895,68068,418616,615614,166583,3427,3467,8045,20468,17192,1794,2214,1012,21129,2234,2886,3797,9508,22542,6903,62872,62896,58216,33103,62872,8045,2630043,369283,487434,12123,1699388,2673064,3032378,7847009,1437887,12945,13215,2364,20649,7283,2053,3467,1593,21120,2384,3437,3436,1613,21330,1703
722,477,531,5062,0.069062,0.019985,28033,85049,417273,632086,221054,3426,3767,8385,20348,17193,1804,2224,972,23784,2215,2835,3777,9458,22532,6853,62872,62896,58216,33103,62872,8516,2584558,369133,453871,11912,1698025,2377038,2964551,7956654,1596043,2855,13095,1683,20669,8446,862,3557,1633,21580,1683,3447,3437,1783,21110,1713
722,477,531,5062,0.069062,0.019985,26871,73758,427643,638979,177543,3426,3446,8086,20849,18494,1934,2224,962,21159,2215,2856,4298,9598,22432,7294,62872,62896,58216,33103,62872,8526,2609094,369593,457758,11411,1695340,2711316,3114501,7941846,1204509,2595,9437,1793,24967,7224,901,3437,1543,21300,1683,3477,3436,1874,21100,1703
722,477,531,5062,0.069062,0.019985,24797,63610,424015,623860,166683,3447,3467,8286,20679,18404,1823,2204,982,21200,2235,3065,3727,9898,22813,6753,62872,62896,58216,33103,62872,8395,2597171,366458,457047,12764,1723693,2870053,2959210,8060228,1219387,2565,9298,1633,20559,7264,922,3627,1483,21410,2365,3437,3456,1573,21020,1713
722,477,531,5062,0.069062,0.019985,30467,61987,426940,636153,163527,3356,3396,8255,20389,17342,1853,2204,991,21170,2214,2835,3757,9498,23614,6903,62872,62896,58216,33103,62872,8927,2604605,371066,460965,12162,1699367,2697179,2961675,7833322,1209319,3336,9518,2325,21039,7354,1323,3457,1714,21290,1683,3556,3396,1322,15659,1714
723,994,1082,13101,0.059975,0.012181,64601,183685,987752,1443287,422833,8696,9287,18124,45215,41578,4118,5601,1894,46588,5681,6763,8826,23233,50795,16802,161544,161568,129700,77541,161544,22262,16240952,1036774,1424883,31960,8631970,13505211,15539536,45651356,8092839,8375,34985,10670,48431,16912,5100,8646,3246,47389,4879,8716,8626,3496,46868,4278
723,994,1082,13101,0.059975,0.012181,68579,184947,985608,1469576,462508,8666,9478,24226,45495,42300,4028,5621,1964,46387,5721,6953,9719,20228,51506,17693,161544,161568,129700,77541,161544,22422,15946199,1043127,1307192,33002,8508940,12094245,15206643,45576004,8808792,7955,33724,3486,47610,16050,2134,9939,5180,46778,5561,8926,8686,6602,46477,4328
723,994,1082,13101,0.059975,0.012181,90279,160501,1038578,1478273,445445,8716,8506,17203,46587,47219,4078,5590,2074,47008,5700,6943,9628,20489,51426,18635,161544,161568,129700,77541,161544,27352,16083136,1043167,1291843,30808,8633743,13823939,15903339,45428949,6941570,6933,26380,9248,54522,16270,2104,8606,3096,47078,4308,8747,9297,7043,48250,4318
723,994,1082,13101,0.059975,0.012181,71394,159228,990338,1456982,425979,8667,9027,17994,46658,47649,4098,5641,2044,47519,5621,6953,9037,20288,51477,17223,161544,161568,129700,77541,161544,25007,15975875,1039279,1260594,34775,8696382,14173845,15172458,45734972,6986203,7404,26440,3296,47869,16370,4478,9027,6432,47809,5521,9007,8596,3566,48781,5099
723,994,1082,13101,0.059975,0.012181,74369,156674,1005706,1483463,422793,8726,8797,24255,46627,45165,4048,5671,2094,47550,5620,7304,9968,20118,51507,17263,161544,161568,129700,77541,161544,22131,16112201,1060359,1292685,32571,8627973,13684287,15166817,44514373,6967880,8305,27381,6482,48751,16651,3276,9287,3667,48611,4468,9277,8756,2695,40656,4338
724,312,604,1208,0,0.00641,7795,13516,95159,129263,39955,802,842,1052,3977,7975,691,541,561,3857,561,1253,1503,2024,4759,2364,16916,16940,38680,23256,16916,3016,359444,89879,88186,4468,472727,1166428,1410406,2184507,488015,11191,5440,1233,4197,4439,481,841,902,4037,641,841,811,872,4068,471
724,312,604,1208,0,0.00641,28754,12483,93645,127570,53220,801,811,1323,3827,7935,672,541,571,3907,581,1062,1523,1854,4669,2204,16916,16940,38680,23256,16916,2815,346961,75171,87193,4488,471705,1074425,1411277,2230474,610905,611,5320,1142,8616,4418,230,802,942,3978,451,811,821,1453,3948,481
724,312,604,1208,0,0.00641,7794,12503,94267,127900,51035,792,822,982,3887,7975,671,541,541,3958,561,1012,1863,1893,4709,2444,16916,16940,38680,23256,16916,3005,354745,75522,85982,4288,475402,1191345,1502198,2231235,402795,601,952,1292,8887,4388,250,802,862,3937,441,812,801,1112,4048,441
724,312,604,1208,0,0.00641,7644,12574,95900,128141,40626,1192,871,1263,3818,8106,672,541,591,3938,571,1263,1493,1843,4689,2074,16916,16940,38680,23256,16916,2695,374923,73398,82505,32170,475903,1322140,1430824,2332214,404408,601,982,1082,4228,4419,261,1062,882,3977,682,812,802,852,4038,451
724,312,604,1208,0,0.00641,12343,12283,95179,128400,39634,832,821,1032,3917,7854,681,791,572,3917,571,1213,1572,1853,4618,2003,16916,16940,38680,23256,16916,3386,357451,79940,86261,31509,476113,1223665,1407620,2270279,398196,752,1022,5610,4148,4479,240,841,1092,4108,431,822,802,821,3968,431
725,361,741,2933,0.068607,0.010964,14176,43071,251231,357030,96731,2775,2796,4829,13225,13796,2525,1293,2264,13385,1313,3276,4299,6332,14086,6351,38164,38188,65384,40875,38164,7173,1126283,183204,223729,9878,923993,1614479,1993089,4373654,826941,18755,9288,3095,13315,8276,942,2805,2785,13555,1613,2795,2916,2605,13034,1032
