Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Eigen Constructor Time,CSC Constructor Time,CSF2 Constructor Time,CSF3 Constructor Time,Armadillo Constructor Time,Eigen InnerIterator Time,CSC InnerIterator Time,CSF2 InnerIterator Time,CSF3 InnerIterator Time,Armadillo InnerIterator Time,Eigen Scalar Multiplication Time,CSC Scalar Multiplication Time,CSF2 Scalar Multiplication Time,CSF3 Scalar Multiplication Time,Armadillo Scalar Multiplication Time,Eigen Vector Multiplication Time,CSC Vector Multiplication Time,CSF2 Vector Multiplication Time,CSF3 Vector Multiplication Time,Armadillo Vector Multiplication Time,Eigen Memory Usage,CSC Memory Usage,CSF2 Memory Usage,CSF3 Memory Usage,Armadillo Memory Usage,Eigen Transpose Time,CSC Transpose Time,CSF2 Transpose Time,CSF3 Transpose Time,Armadillo Transpose Time,Eigen Matrix Multiplication Time,CSC Matrix Multiplication Time,CSF2 Matrix Multiplication Time,CSF3 Matrix Multiplication Time,Armadillo Matrix Multiplication Time,Eigen Outer Sum Time,CSC Outer Sum Time,CSF2 Outer Sum Time,CSF3 Outer Sum Time,Armadillo Outer Sum Time,Eigen Sum Time,CSC Sum Time,CSF2 Sum Time,CSF3 Sum Time,Armadillo Sum Time,Eigen Norm Time,CSC Norm Time,CSF2 Norm Time,CSF3 Norm Time,Armadillo Norm Time
697,16675,23541,76473,0.083655,0.000195,349185,1379587,6424771,8597847,2543341,53059,54994,94678,224751,311825,40125,36258,35276,230212,35256,50385,71895,182432,252373,99376,1011844,1011868,1812264,1218053,966820,168206,742355684,4957048,6907927,211116,1428956452,2568467107,2984678441,5868992724,3142637335,41899,68068,157506,240000,184286,22823,57919,121037,235081,28243,52228,52117,65894,224181,23604
697,16675,23541,76473,0.083655,0.000195,350408,1122385,6177767,7832431,2509818,52949,53159,166482,227306,312766,44364,43632,45586,231654,40306,52949,72115,93906,252514,112301,1011844,1011868,1812264,1218053,966820,182302,741480242,4834458,5873587,260839,1432521569,2558355421,2945032319,5848808226,3120243873,27071,66074,92774,233578,183655,28433,51356,153778,229380,30488,54001,53340,161513,228929,23935
697,16675,23541,76473,0.083655,0.000195,404108,1108479,6159744,8140909,2510920,52278,51476,59842,230392,319679,46167,44463,37631,234680,35827,63319,75090,91923,259307,118071,1011844,1011868,1812264,1218053,966820,188223,747280832,4813849,5840575,208982,1417208297,2549007138,2940902693,5831308031,3086540848,28053,65493,200345,235572,182443,13465,51066,118252,231925,33012,50986,53521,115476,228900,27391
697,16675,23541,76473,0.083655,0.000195,375134,1132634,6160695,7881693,2521810,54022,55644,71785,229601,318217,41648,40646,56186,236113,41247,52128,78998,108022,255499,108443,1011844,1011868,1812264,1218053,966820,139231,753092653,4884913,5851095,218280,1417008312,2542697894,2933154791,5865065488,3095288747,34996,63830,68649,232446,183804,28083,53110,176431,233558,31218,55925,51196,78888,233037,31048
697,16675,23541,76473,0.083655,0.000195,348504,1140409,6219386,7915306,2537530,55184,55474,197861,228929,314931,37710,42760,36889,232957,35738,69130,79639,89578,260789,120637,1011844,1011868,1812264,1218053,966820,141295,767863047,4852292,5896149,214633,1412434272,2535507016,2935199296,5862137918,3101657261,28003,70622,202851,234089,186269,12313,56065,175138,232095,28713,57538,51737,58510,231334,24295
698,1000,8806,27836,0.101181,0.003161,141686,450245,2354716,3193860,879921,18094,20078,37841,80581,122099,12985,12092,12954,83637,11872,19947,26720,56846,95870,37561,369260,369284,684472,453224,369260,59151,108212799,1006728,1460930,79118,21056695,48697569,62530996,124799789,45323912,10249,20940,48972,83086,67356,9357,18474,39434,83837,10680,18335,18244,33002,81262,9317
698,1000,8806,27836,0.101181,0.003161,141776,382027,2360037,3130892,876214,18224,19807,52709,80181,122911,12854,11933,28904,83347,12554,19978,26790,44513,97864,37611,369260,369284,684472,453224,369260,65443,107430511,1027077,1406317,97803,21141804,50564961,59182896,123013449,46819005,11131,19115,37230,81262,66886,7875,18204,47339,81623,11792,18826,18234,40276,81353,9929
698,1000,8806,27836,0.101181,0.003161,165661,366999,2371208,3096548,877355,18093,18004,28123,82274,122209,12914,12063,13284,83156,11962,19436,31469,41969,96491,39064,369260,369284,684472,453224,369260,71234,108065182,1001288,1399204,79940,21045053,50496483,61613044,123861179,45615499,10179,19767,49032,81563,67296,5050,18084,37631,80771,10439,18114,19136,42550,79880,9979
698,1000,8806,27836,0.101181,0.003161,145543,365286,2305935,3142544,871345,18104,18905,26350,81072,123542,12553,12193,23444,85350,12563,20498,27261,49983,95109,37501,369260,369284,684472,453224,369260,56315,108152416,1022117,1354821,79349,21030967,48427933,59086355,125203968,43477147,13315,19076,27671,83677,66805,9027,19156,49403,82665,10851,18355,18495,27362,81563,12694
698,1000,8806,27836,0.101181,0.003161,140824,374443,2326153,3114591,885992,18234,21009,53601,83456,123312,12623,12103,15499,84408,12333,21159,28483,31759,95379,37461,369260,369284,684472,453224,369260,59321,108570519,1127705,1358438,78477,21222687,47661045,58379870,123008751,43908677,11452,20148,41949,82184,68097,5550,19506,17042,82564,11241,18966,18304,25558,82074,9688
699,333,628,4561,0.080715,0.02181,19477,63900,411752,556424,148669,3336,3437,4589,17282,16972,2595,1994,2514,17814,1994,3577,4618,5711,18855,7515,57248,57272,87324,60345,57248,8295,1613988,285956,357240,11171,1075948,1719535,1998859,6055868,866295,3396,8546,3066,17192,7805,1563,3367,3247,17713,1853,3397,3406,3216,17272,1552
699,333,628,4561,0.080715,0.02181,21881,55003,403577,558838,185768,3366,3246,4479,17372,17152,2635,2004,2464,17764,2004,3346,4599,5570,18815,7364,57248,57272,87324,60345,57248,8797,1623836,287900,353383,13425,1075327,1574023,1921885,6087728,1025564,2625,8546,2806,17974,7734,771,3577,3106,17844,1512,3436,3446,3446,17272,1583
699,333,628,4561,0.080715,0.02181,20629,55564,407574,561213,164639,3226,3346,4378,17292,17342,2645,2004,2474,18094,2003,3406,5109,5701,18886,7575,57248,57272,87324,60345,57248,9237,1599881,286177,354835,12604,1085075,1742609,2059934,6125710,757501,2635,4528,3095,21550,7674,791,3427,3146,17593,1533,3406,3437,3176,17172,1573
699,333,628,4561,0.080715,0.02181,20248,55585,407745,560060,149370,3367,3367,4459,17212,17343,2575,2004,2475,17723,2014,3377,4568,5530,19216,7424,57248,57272,87324,60345,57248,8435,1609939,293480,353453,12013,1088592,1872712,1922636,6259290,758052,2675,4478,2795,17332,7745,801,3416,3126,17483,1883,3286,3457,3116,17333,1573
699,333,628,4561,0.080715,0.02181,25027,55044,408165,558818,149019,3316,3146,4328,17633,17062,2605,1993,2505,17843,2014,3547,4689,5490,18795,7333,57248,57272,87324,60345,57248,8656,1596294,287679,357330,13936,1075858,1735184,1971037,6141770,745749,3387,4548,3677,17423,7764,912,3417,3316,17883,1513,3356,3406,3086,17052,1543
700,198,346,1051,0.052076,0.015341,5501,22753,82094,114816,35667,922,982,1343,3868,5250,911,471,751,3817,491,1182,1583,3367,4228,4468,14000,14024,26400,15861,14000,4739,193093,72737,74430,3757,205706,358994,480812,896953,195336,8145,6582,1192,6572,3346,531,912,972,3847,591,972,992,952,3737,421
700,198,346,1051,0.052076,0.015341,20639,13285,81022,112270,46307,901,852,1342,3767,5020,862,480,791,3767,481,1113,1503,1843,4217,2534,14000,14024,26400,15861,14000,2856,182843,64992,75852,3927,208641,317796,440386,918894,259157,1072,3627,1152,6572,3286,191,982,962,3797,391,962,952,1021,3757,431
700,198,346,1051,0.052076,0.015341,5470,13074,80441,113744,42800,841,911,1172,3818,5149,912,491,761,3747,491,1122,1733,1703,4238,2615,14000,14024,26400,15861,14000,2936,186430,65583,75792,3247,208581,376906,489659,911891,170259,992,1263,1192,6331,3066,200,982,852,3778,380,922,982,1072,3837,390
700,198,346,1051,0.052076,0.015341,5431,13035,83046,112701,37680,882,961,1312,3797,5381,911,461,721,3837,501,1082,1493,1753,7645,2415,14000,14024,26400,15861,14000,2615,201879,65443,77265,22923,207850,410099,452659,967906,171061,942,1283,1052,4007,3266,211,1082,952,3727,661,921,1031,832,3747,391
700,198,346,1051,0.052076,0.015341,7805,12674,82976,111609,36288,872,842,1242,3937,5100,871,471,742,3787,501,1192,1603,1713,7764,2454,14000,14024,26400,15861,14000,2886,189515,67757,79138,22473,207228,368681,451137,919715,165210,1042,1312,3977,4048,3296,220,972,942,3848,381,962,922,882,3777,421
701,244,2595,70216,0.029398,0.110894,502303,945414,8711730,10945049,2233499,47920,46236,48902,248416,208051,27191,34204,24806,253465,34084,36248,43561,68588,263705,83557,852976,853000,1181236,792850,852976,103504,193208881,2800673,3162492,133200,9921650,13098999,13817978,65381342,6454977,25397,96952,42270,247183,58910,11672,45395,49082,249778,22943,45044,45245,43942,244389,22632
701,244,2595,70216,0.029398,0.110894,319860,962545,7391844,10253943,2380705,47228,45655,58380,250811,213551,31560,35957,24776,256100,34485,34725,45525,56606,263183,83997,852976,853000,1181236,792850,852976,102512,189835022,2862620,3561920,190848,9825489,12324948,13731315,64945564,6998727,26109,97062,35376,248666,57858,16922,45806,45436,246152,24085,45776,45826,45034,249879,23123
701,244,2595,70216,0.029398,0.110894,350257,938490,8309124,10101767,2302058,47599,45325,48311,256491,211116,29075,39805,24325,251782,33793,34424,44714,57929,264206,83607,852976,853000,1181236,792850,852976,118803,192946589,2855536,3192287,129663,9678444,13124497,14911138,65817881,5649196,23374,94407,33263,247153,57447,11632,45055,45124,245921,22974,45095,45315,45575,245931,22853
701,244,2595,70216,0.029398,0.110894,466786,948399,7303038,10206263,2242045,50925,45676,49162,254438,212478,30678,33974,24576,259216,33834,35016,45906,57318,265408,83757,852976,853000,1181236,792850,852976,102643,190616749,2847470,3169675,149170,9827402,13536249,14778479,66680750,6615999,23785,93726,33533,244278,58670,20017,45355,52218,247925,22782,45345,45115,44123,248846,23083
701,244,2595,70216,0.029398,0.110894,327875,954971,8259932,10257941,2236736,46617,45976,52969,256401,212829,28433,40586,24637,254657,34875,34575,47960,55444,264887,83547,852976,853000,1181236,792850,852976,101881,189836586,2842541,3336789,134863,9824738,13205159,14733805,66275900,6236427,23715,94497,44294,246202,58379,13485,45746,46086,247364,22953,47278,45806,47960,246632,22833
702,1098,8418,37487,0.010501,0.004056,176581,592762,3380782,4572356,1184231,25228,25408,46096,127229,143810,17914,15940,19065,133390,15820,27421,35327,66235,139421,48912,483520,483544,859400,607016,483520,115106,133089328,1272126,1789056,101621,29367383,61709254,73291509,179482385,53133810,16601,31960,55033,126528,72125,10470,24687,38583,128471,14367,24646,24576,42781,127469,12343
702,1098,8418,37487,0.010501,0.004056,173245,530816,3400358,4522503,1164414,24255,25427,55765,128991,146776,18084,15980,40356,133511,16110,26750,35397,56346,139862,51537,483520,483544,859400,607016,483520,104596,134927716,1285131,1922025,139743,29367914,61000926,71059402,178764890,53350626,20399,29505,36378,129804,71634,9168,24937,56195,127409,14487,25217,24676,51787,129422,13415
702,1098,8418,37487,0.010501,0.004056,233368,523211,3510093,4669999,1170786,25087,24736,36909,136677,144080,17392,15970,21600,132418,15799,25768,36458,52879,140754,52378,483520,483544,859400,607016,483520,107783,133066866,1299618,1774478,103875,29345392,61038386,72712473,180443217,53186699,14868,28603,59431,128030,71845,6061,25027,46046,126518,14317,24506,26189,51516,128501,13545
702,1098,8418,37487,0.010501,0.004056,186881,532298,3386091,4554383,1190573,24265,25758,35687,134392,145934,19206,16040,31078,136566,20308,32270,35717,59351,140063,50275,483520,483544,859400,607016,483520,71685,134740445,1300579,1547432,108082,29436152,59134355,69585267,181228700,49677818,18365,31239,36779,127509,72065,12574,24867,52879,130846,14077,24526,24727,35737,125786,16140
702,1098,8418,37487,0.010501,0.004056,176441,531597,3443559,4526970,1196925,24225,25127,58750,132018,145954,18124,15709,24827,133360,16300,28373,37500,41839,134994,52318,483520,483544,859400,607016,483520,70562,133351961,1488151,1599630,107272,29371320,57869162,69212438,176802909,49247651,16682,29005,59101,126017,72396,7324,25508,25037,126938,14858,25518,24496,34024,126828,12613
703,348,629,1662,0.227921,0.007593,7844,19246,93716,118793,51296,1232,1292,1653,4999,8296,1192,701,892,5100,711,1653,2194,2896,5480,3176,22464,22488,38512,22270,22464,4017,393187,96150,100569,4949,578865,1123607,1357957,2409920,576161,12434,5671,1523,4959,5330,561,1283,1163,5230,801,1303,1303,1092,5110,581
703,348,629,1662,0.227921,0.007593,23374,18184,92794,116949,63810,1232,1303,2284,4950,8205,1172,711,862,5190,712,1472,2164,2495,5520,3066,22464,22488,38512,22270,22464,3967,383599,89107,99587,5280,582423,930896,1333832,2420651,718017,1563,5761,1243,9438,5100,290,1283,1042,5070,551,1263,1403,1443,5019,581
703,348,629,1662,0.227921,0.007593,8526,18505,93806,120246,71845,1182,1282,1603,4919,8646,1222,691,841,4749,722,1473,2414,2505,5571,3276,22464,22488,38512,22270,22464,3898,389180,90149,99957,4960,588815,1112216,1433869,2441680,484429,1092,1603,1723,9367,5010,300,1272,1012,4869,571,1252,1252,1202,4880,581
703,348,629,1662,0.227921,0.007593,8075,18755,95219,117701,52649,1242,1313,1773,4949,8316,1172,712,841,14718,721,1493,2165,2394,5491,3036,22464,22488,38512,22270,22464,3537,401904,86873,97313,29035,592852,1244274,1319145,2573467,484589,1112,1613,1213,5019,5020,290,1663,1042,4899,641,1213,1343,912,4869,551
703,348,629,1662,0.227921,0.007593,12233,17753,94327,130174,51326,1232,1233,1723,4950,8366,1193,691,871,4749,721,1443,2214,2445,5471,2925,22464,22488,38512,22270,22464,3868,391064,91110,102723,27752,584055,1120251,1320507,2445427,486553,1402,1643,5781,5090,5080,371,1272,1272,4959,541,1282,1282,972,4939,551
704,400,816,2537,0.073224,0.007773,11672,36989,181811,245570,80411,1954,2024,2745,8476,11432,1753,1092,1634,8676,1112,2465,3136,3987,9608,5140,33712,33736,63296,40165,33712,5430,949671,145283,176661,6933,964519,1769439,2173527,4314142,1036925,16982,8506,2304,8576,7173,891,2074,2004,8606,1122,1984,2254,1923,8426,882
704,400,816,2537,0.073224,0.007773,12403,35377,180338,244989,104957,1953,1803,2716,8275,11272,1763,1092,1523,8656,1112,2295,3156,3727,9368,4668,33712,33736,63296,40165,33712,5781,942157,147236,176621,6382,969328,1558994,2122751,4388632,1236379,1754,8326,2034,14728,7134,441,2024,1743,8225,851,1943,2064,2094,8346,861
704,400,816,2537,0.073224,0.007773,12153,34865,183494,252203,95298,1773,1903,2685,8436,11331,1713,1112,1653,8806,1102,2224,3326,3717,9748,4439,33712,33736,63296,40165,33712,5811,943931,147927,176511,6241,981020,1822409,2303130,4371800,869100,1663,2405,2254,14697,6803,451,1914,1823,8597,842,1914,2024,1974,8466,861
704,400,816,2537,0.073224,0.007773,13155,34745,184897,243968,81202,1884,1954,2685,8567,11451,1773,1092,1513,8566,1092,2244,3076,3617,9728,4599,33712,33736,63296,40165,33712,5270,945303,145332,176621,7614,989166,1974143,2109446,4537250,878568,1633,2404,2074,8787,6983,491,2014,1793,8466,1453,1894,2074,1844,8486,871
704,400,816,2537,0.073224,0.007773,17202,33382,182713,242665,81042,1844,1754,2595,8426,11302,1764,1092,1643,8536,1092,2314,3156,3717,9668,4699,33712,33736,63296,40165,33712,5550,940353,148018,178645,7053,970060,1775600,2117141,4369877,855505,2044,2535,8566,8567,6923,431,1944,1873,8706,842,2023,2214,1843,8506,851
705,2671,10880,66266,0.206636,0.00228,335339,973697,6124277,7141775,2127852,46097,49743,99387,218079,252253,37310,32521,28133,211366,33062,46467,62687,103495,234680,100518,838716,838740,1132488,781604,838716,264196,395220012,2057088,2645953,187943,133417103,247698795,263449727,712452246,183395946,36197,69851,95620,206367,115036,20648,45275,74540,216536,26409,45285,46086,75411,211287,24025
705,2671,10880,66266,0.206636,0.00228,336812,1058325,4877879,6350381,2153659,47429,46448,103003,214362,252594,42871,33183,60504,228479,33463,47549,64862,93685,237114,98835,838716,838740,1132488,781604,838716,286638,394841111,2183025,2840107,358022,132231579,240497217,265086258,743779304,179885852,46677,71334,57468,218810,118692,21170,51286,86652,214813,28172,46838,46317,88346,215995,26760
705,2671,10880,66266,0.206636,0.00228,475973,1012088,4961867,6692883,2080693,46297,45555,54613,234429,255719,38943,39895,40596,223188,32380,45375,65513,80731,249278,104916,838716,838740,1132488,781604,838716,305543,394944745,2089048,2713930,192511,132342597,238157449,261976254,754964664,178956448,34565,71234,94788,218610,116669,10670,47269,78418,216026,27291,44985,48061,74500,212208,27802
705,2671,10880,66266,0.206636,0.00228,453410,982914,4879051,6333950,2100179,46988,47179,57938,234490,254197,37871,32311,33303,234370,34014,45496,64210,73177,251792,102703,838716,838740,1132488,781604,838716,126347,392539554,2154962,2480011,208430,131797394,237587790,258944768,738840010,175328433,39414,69731,66565,218450,120436,22593,47710,87975,232325,27321,45455,46737,68549,222537,28954
705,2671,10880,66266,0.206636,0.00228,335169,992953,4936779,6334812,2136597,46968,47700,107802,217408,254598,38051,32731,28694,224180,31409,53470,65614,71924,250530,108203,838716,838740,1132488,781604,838716,130745,393499705,2123783,2884780,185468,133390122,235826226,259075554,755643237,175850804,33974,72817,106029,237125,119734,15789,47308,68258,232295,26851,48491,47198,36097,226755,25258
706,20,40,70,0.05,0.0875,741,2244,11361,12964,4108,231,201,361,541,811,231,90,200,581,100,321,381,521,731,2374,1004,1028,2376,1394,1004,651,4689,6352,8777,391,2084,2485,4548,6813,2985,261,321,250,591,661,131,211,230,651,50,220,200,230,591,100
706,20,40,70,0.05,0.0875,681,1283,8867,11060,3487,190,231,241,461,642,200,81,221,481,70,320,350,371,581,902,1004,1028,2376,1394,1004,491,4107,6252,8336,380,1623,2124,3346,6542,5210,260,261,260,440,571,60,250,191,521,71,210,211,220,471,90
706,20,40,70,0.05,0.0875,581,922,9197,10710,3717,190,211,200,410,691,150,70,200,391,70,210,321,321,491,822,1004,1028,2376,1394,1004,491,3787,5611,7995,351,1533,2053,5520,6642,1743,180,200,230,480,521,50,201,150,440,50,140,151,171,421,71
706,20,40,70,0.05,0.0875,722,871,8135,10791,3917,150,130,160,401,561,140,50,170,381,70,250,341,210,501,722,1004,1028,2376,1394,1004,391,3938,6883,6953,351,1543,3626,3237,7734,1653,110,160,160,431,431,50,110,190,401,51,100,140,120,400,80
706,20,40,70,0.05,0.0875,631,772,7855,10069,3797,100,110,120,370,651,130,60,110,371,60,201,260,241,531,631,1004,1028,2376,1394,1004,411,3196,6843,7264,341,1552,3326,3206,6392,1633,120,140,141,360,411,50,90,131,431,50,120,110,80,371,70
707,231,261,651,0.438889,0.010798,3697,9007,41678,47569,22663,471,511,641,1844,3216,501,311,250,1913,321,631,892,1242,2204,1483,8860,8884,14880,8101,8860,1864,90360,48501,52669,2044,173656,274254,385713,612930,177423,6493,2935,601,1994,2084,280,501,471,1874,381,491,491,360,1844,290
707,231,261,651,0.438889,0.010798,9739,8115,39414,47149,31379,481,491,791,1834,3116,420,301,240,1824,320,571,862,1042,2224,1382,8860,8884,14880,8101,8860,1763,84238,47339,52669,2535,175950,294532,335669,622919,235742,410,2856,551,4248,2004,141,481,391,1933,250,501,481,481,1904,290
707,231,261,651,0.438889,0.010798,3657,7655,39174,51567,27923,451,470,571,1834,3106,421,301,231,1804,321,621,872,971,2214,1253,8860,8884,14880,8101,8860,1643,85711,48200,53390,2064,171101,278021,391033,621977,202320,401,621,591,3897,1944,150,451,331,1824,271,471,451,461,1984,260
707,231,261,651,0.438889,0.010798,3656,7825,40776,47550,23695,461,511,611,1804,3176,410,301,221,1764,320,561,791,951,2264,1303,8860,8884,14880,8101,8860,1563,84579,46467,52869,2535,170219,327555,337092,681538,194034,391,691,501,2024,1994,150,451,411,1933,230,481,461,331,1864,281
707,231,261,651,0.438889,0.010798,5671,6963,39805,46868,23494,481,451,591,1853,3125,400,301,251,1793,321,601,812,982,2184,1263,8860,8884,14880,8101,8860,1513,86502,52769,54372,2395,169418,277601,341331,624972,194515,441,692,2705,1973,1994,140,500,370,1884,241,501,481,301,1844,270
708,3576,4400,21178,0.165229,0.001346,104206,305944,985739,1128968,672521,14397,14778,24547,56776,82594,10579,8987,6322,51256,9097,15439,19647,36368,64250,32320,271740,271764,288224,167224,271740,46908,52481797,847249,1062944,55043,77506374,138929983,150643985,295508028,123078331,12303,28022,26049,57368,45466,8596,14357,12233,59272,8787,14467,14537,13265,57969,7614
708,3576,4400,21178,0.165229,0.001346,130475,365756,971392,1129629,787247,14487,15088,32041,56776,82324,10469,8997,12894,50745,9368,15038,20077,29596,65082,38523,271740,271764,288224,167224,271740,71995,52189589,891462,998673,97683,78893806,136015497,147826269,294213109,122526636,12033,57628,12053,57718,43582,5110,14548,23574,58119,9358,14528,14577,26570,58971,8146
708,3576,4400,21178,0.165229,0.001346,129763,337623,1004895,1151430,757300,14367,14687,19156,58229,83316,10871,9067,8025,51166,9187,15248,20619,26950,66765,35527,271740,271764,288224,167224,271740,77065,52185872,847550,996729,54332,75364887,127429502,145454851,291062429,116190011,11251,27662,28102,90359,43742,3787,14557,19216,57558,8335,14517,15599,21821,57969,8275
708,3576,4400,21178,0.165229,0.001346,110858,325120,929233,1085556,682550,14237,15449,20398,57317,84048,10470,9037,12534,51266,9198,14918,21160,34304,65513,34995,271740,271764,288224,167224,271740,38553,51959838,902984,992332,53490,76021740,135866698,145497842,294331321,116355762,11862,27592,12874,57628,44062,7744,15068,25258,59101,8245,14287,14327,13565,58610,9387
708,3576,4400,21178,0.165229,0.001346,143339,322294,921709,1092820,686728,14497,15630,33022,59361,83997,10440,9198,8466,51737,9818,16010,22322,23283,65563,34424,271740,271764,288224,167224,271740,45035,52428607,1038327,1057363,52849,75820993,134633966,145560029,291759446,116282394,12363,28354,29285,57788,45375,3747,15990,7174,57418,8977,14658,14637,7915,57478,7354
709,288,744,1590,0.042473,0.00742,7685,19186,116950,156513,51036,1222,1253,1483,4979,8195,1142,711,872,5029,721,1453,2094,2594,5831,3116,22060,22084,47544,28234,22060,3807,521819,99747,97994,4608,482055,1004915,1242149,2151005,535925,14327,6883,1513,5160,5631,632,1212,1192,5079,721,1213,1242,1312,5019,591
709,288,744,1590,0.042473,0.00742,26911,18715,115867,152747,65843,1173,1162,1614,4919,8255,1042,702,811,4949,711,1293,2004,2515,5760,2866,22060,22084,47544,28234,22060,3527,501471,84999,96481,4709,487325,891041,1236289,2182233,680847,1002,6843,1362,12183,5621,321,1192,1132,4949,561,1172,1182,1452,4920,571
709,288,744,1590,0.042473,0.00742,8035,18605,116228,158487,65022,1132,1172,1403,4989,8135,1002,721,841,4919,732,1303,2254,2434,5731,2956,22060,22084,47544,28234,22060,3937,516649,86262,97884,4478,494617,1012750,1378896,2195748,464442,982,1422,1523,10730,5541,281,1232,1182,5090,611,1172,1132,1352,5030,591
709,288,744,1590,0.042473,0.00742,8035,18595,118543,155332,52779,1172,1202,1623,5029,8266,1021,741,831,5060,712,1382,2023,2375,5781,2715,22060,22084,47544,28234,22060,3447,519705,85481,97904,34484,493706,1139828,1246368,2294203,466154,1062,1463,1382,5390,5591,320,1362,1182,5019,611,1152,1182,1082,4990,561
709,288,744,1590,0.042473,0.00742,13014,18324,117871,153077,52749,1162,1152,1463,5060,8116,1012,711,881,4999,722,1372,1953,2445,5761,2665,22060,22084,47544,28234,22060,3687,520616,87424,99517,34855,487595,1006328,1242160,2185038,465833,1172,1503,6732,5270,5611,341,1192,1362,5090,571,1182,1152,1103,4980,581
710,3005,5224,10947,0.093722,0.000697,56326,133420,1132935,1496547,350738,7605,8255,22543,33233,54653,5831,4599,6913,33783,4739,9267,12604,44403,51787,17713,152264,152288,318488,202535,152264,23474,19313215,750949,1251798,29856,48380505,99533740,124259056,190788130,98884823,11601,17653,31730,114635,38883,3376,7925,13425,51707,4849,7745,7745,15700,40736,4057
710,3005,5224,10947,0.093722,0.000697,64231,138269,1165906,1410356,483897,7715,8095,30668,32250,54662,5820,4729,17803,32822,4709,9578,13024,38703,71595,20258,152264,152288,318488,202535,152264,22963,19260656,754215,1135089,37340,49089815,95120743,125037836,187973571,98678415,5370,47890,12865,44984,38422,2404,7815,27952,36909,5069,8416,7795,27130,79840,4148
710,3005,5224,10947,0.093722,0.000697,65894,136586,1172870,1417258,454082,7664,7915,13215,34635,53981,5831,4549,8356,32972,4699,9438,14167,23564,48872,19367,152264,152288,318488,202535,152264,26420,19244436,736892,999986,30067,47216161,91805394,120641200,185888180,93441614,5370,11471,31008,74529,38221,1983,7805,17082,35787,4419,7775,8726,27581,134372,4028
710,3005,5224,10947,0.093722,0.000697,58680,132067,1167300,1452404,413375,7714,8496,14667,34625,54372,5821,4648,15399,34555,4669,9858,13044,39003,55033,18595,152264,152288,318488,202535,152264,21340,19247952,745779,843272,38111,47521233,94003658,119940515,187864056,93948153,6793,11422,14427,41467,38623,4348,8456,36960,57818,3978,7845,7655,16451,94497,5310
710,3005,5224,10947,0.093722,0.000697,91281,133320,1146070,1391720,410971,7704,8456,39975,39925,54642,5791,4688,10350,33022,4629,10330,13475,17863,42751,18805,152264,152288,318488,202535,152264,22762,19215942,919775,878828,42069,48521779,93903419,120300371,187343490,93718302,6452,11802,34725,38612,41277,1893,8376,8936,44944,4509,8125,7855,11041,40175,3757
711,224,378,1215,0.23904,0.014349,5831,17623,74880,96050,40777,902,911,1192,3566,5500,772,551,491,3496,571,1002,1442,1854,4198,2404,16096,16120,25476,14367,16096,2705,231965,66866,72887,3297,260959,467136,574959,1095444,256922,8626,4068,942,3717,3266,421,911,702,3697,671,921,921,671,3597,481
711,224,378,1215,0.23904,0.014349,8346,16671,74329,102712,51757,892,962,1222,3486,5330,681,541,491,3467,561,942,1403,1913,4148,2294,16096,16120,25476,14367,16096,2695,221626,63148,75080,3547,262372,398417,556484,1107728,317525,712,3747,882,6572,3216,221,882,691,3476,451,871,882,781,3496,451
711,224,378,1215,0.23904,0.014349,5911,16120,73297,106379,50295,872,872,1052,3487,5531,691,551,451,3417,551,941,1613,1573,4128,2344,16096,16120,25476,14367,16096,2826,223268,64110,74309,3226,261691,472356,605175,1107868,211918,691,1183,882,6382,3126,231,912,672,3476,431,882,902,711,3506,440
711,224,378,1215,0.23904,0.014349,5731,16591,75542,103614,42500,902,922,1102,3587,5811,721,541,440,3397,571,952,1352,1603,4288,2214,16096,16120,25476,14367,16096,2565,230853,62497,72186,21260,262121,529393,552737,1164655,218660,782,1232,772,3637,3116,230,1042,661,3536,742,892,902,631,3507,471
711,224,378,1215,0.23904,0.014349,8306,15469,74209,93916,41578,872,902,1182,3627,5551,701,551,481,3406,561,972,1393,1653,4258,2134,16096,16120,25476,14367,16096,3036,231033,65242,76464,20078,267040,474750,552957,1110633,214923,762,1193,3897,3687,3166,241,922,641,3577,421,891,872,581,3506,461
712,197,215,467,0.484496,0.011026,2765,10389,29184,32731,16251,400,481,661,1673,2715,772,220,311,1533,241,581,802,2174,1863,2365,6468,6492,11580,6271,6468,2735,55854,37771,42479,2094,121918,170009,362591,691237,165871,4900,4228,521,2986,3186,171,411,360,1583,471,441,451,361,1533,220
712,197,215,467,0.484496,0.011026,7173,5290,28594,31990,23754,401,421,681,1423,2515,411,221,280,1493,240,500,791,882,1873,1182,6468,6492,11580,6271,6468,1452,51277,37230,41178,1754,106270,188313,212318,389291,156033,491,2044,451,3456,1724,100,361,330,1483,180,401,421,341,1463,201
712,197,215,467,0.484496,0.011026,2645,4819,28653,32240,19567,371,401,571,1453,2525,411,221,271,1503,230,541,842,832,1683,1352,6468,6492,11580,6271,6468,1723,52037,37060,42951,1643,104887,169078,252974,389991,125215,451,541,481,3146,1603,100,361,300,1503,191,531,391,301,1473,220
