Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Eigen Constructor Time,CSF1 Constructor Time,CSF2 Constructor Time,CSF3 Constructor Time,Armadillo Constructor Time,Eigen InnerIterator Time,CSF1 InnerIterator Time,CSF2 InnerIterator Time,CSF3 InnerIterator Time,Armadillo InnerIterator Time,Eigen Scalar Multiplication Time,CSF1 Scalar Multiplication Time,CSF2 Scalar Multiplication Time,CSF3 Scalar Multiplication Time,Armadillo Scalar Multiplication Time,Eigen Vector Multiplication Time,CSF1 Vector Multiplication Time,CSF2 Vector Multiplication Time,CSF3 Vector Multiplication Time,Armadillo Vector Multiplication Time,Eigen Memory Usage,CSF1 Memory Usage,CSF2 Memory Usage,CSF3 Memory Usage,Armadillo Memory Usage,Eigen Transpose Time,CSF1 Transpose Time,CSF2 Transpose Time,CSF3 Transpose Time,Armadillo Transpose Time,Eigen Matrix Multiplication Time,CSF1 Matrix Multiplication Time,CSF2 Matrix Multiplication Time,CSF3 Matrix Multiplication Time,Armadillo Matrix Multiplication Time,Eigen Outer Sum Time,CSF1 Outer Sum Time,CSF2 Outer Sum Time,CSF3 Outer Sum Time,Armadillo Outer Sum Time,Eigen Sum Time,CSF1 Sum Time,CSF2 Sum Time,CSF3 Sum Time,Armadillo Sum Time,Eigen Norm Time,CSF1 Norm Time,CSF2 Norm Time,CSF3 Norm Time,Armadillo Norm Time,
35.000000, 2003.000000, 2003.000000, 42943.000000, 0.045165, 0.010704,913910,1664308,14854417,19701534,4000031,75569,73956,124448,481836,410324,71371,35886,57475,489930,68776,76360,94414,137893,465987,178377,523332,523356,724796,560565,523332,187414,207638704,12179621,12892992,239209,8884436,214509230,241831096,932291658,14079082,58027,148854,113569,437804,143354,100,50,50,429760,280,82421,78494,71602,436883,36207,
36.000000, 1806.000000, 1806.000000, 32630.000000, 0.003455, 0.010004,654803,1351183,10952476,14049367,2825162,56734,56815,69157,332100,303888,61122,18715,49010,345805,36587,57976,87550,103300,334846,140338,398788,398812,578672,444012,398788,283450,125607124,7112019,11636714,270046,4468642,150136469,175816638,625362479,6168365,47507,108790,72723,320970,109401,70,60,60,320860,200,58447,59720,72473,331790,28702,
36.000000, 1806.000000, 1806.000000, 32630.000000, 0.003455, 0.010004,666324,1190768,10462767,13408449,4785203,56815,113729,78214,332631,303368,56153,34013,46636,343260,36778,65059,74327,83974,334344,138485,398788,398812,578672,444012,398788,160555,123916939,7060083,9178176,250901,4177817,154454874,174605544,639112786,5540010,45233,114791,74016,320709,140879,90,51,51,314017,61,57466,57867,73785,338031,27701,
36.000000, 1806.000000, 1806.000000, 32630.000000, 0.003455, 0.010004,804738,1701627,14805055,13862393,2990866,68356,55151,75058,412889,304660,55592,18354,43820,344643,36657,88232,74116,153983,403582,157980,398788,398812,578672,444012,398788,196761,123173873,7036059,9766577,286066,4873606,151415800,181180075,641411450,5560388,49952,103541,92210,324226,131181,90,50,60,310470,191,73946,108269,73535,329866,40214,
36.000000, 1806.000000, 1806.000000, 32630.000000, 0.003455, 0.010004,672085,1185308,10088328,14094910,3068028,56875,56344,76291,332140,303818,55973,18324,43800,345846,36667,57636,78655,85307,333833,128486,398788,398812,578672,444012,398788,143473,121252642,7750412,8822893,254087,3980896,180080754,173755902,633333375,5482725,44722,101466,70530,318645,117867,90,50,50,310961,70,57245,58076,66412,328273,30656,
36.000000, 1806.000000, 1806.000000, 32630.000000, 0.003455, 0.010004,687804,1186530,10739414,14080304,2980196,56815,67784,78495,355704,326410,55863,18434,44111,349833,36687,57216,73986,84214,331679,127645,398788,398812,578672,444012,398788,143765,123706672,7480326,9526596,235954,4015419,151290149,181477051,626749768,5623714,44281,101596,94454,320208,108669,71,50,50,313566,331,66081,57445,56364,324256,27811,
37.000000, 3948.000000, 3948.000000, 60882.000000, 0.042447, 0.003906,1145445,3017886,19334308,26459461,5537756,105894,104602,167257,649794,582911,98961,41476,75819,834453,68265,124058,138895,213582,809177,302095,746380,746404,1063020,813779,746380,577972,446324330,18894641,29950386,445208,12589865,698163988,725161989,2741465915,20605334,82231,277269,178618,613498,197933,220,50,50,602256,171,107337,182255,147601,638774,54260,
37.000000, 3948.000000, 3948.000000, 60882.000000, 0.042447, 0.003906,1178957,2442108,20482359,23013950,11359284,106215,103260,158331,655214,581619,100564,38050,75720,668058,68456,106256,147080,175683,652168,227738,746380,746404,1063020,813779,746380,313736,441429856,13561070,23466020,475053,10224819,660876298,703185646,2696700715,16616264,75839,193485,165725,611213,201510,100,50,50,623576,80,106646,107908,118538,638574,51425,
37.000000, 3948.000000, 3948.000000, 60882.000000, 0.042447, 0.003906,1171863,2355188,18990206,23466591,5809326,106516,111535,147320,654052,582039,98702,69979,87772,682685,68205,103650,133034,194357,658420,229742,746380,746404,1063020,813779,746380,305421,440411996,13208813,28727419,445198,9681832,661186228,717920071,2698783462,17750509,77683,179841,124118,634256,196862,100,50,50,604671,220,106496,107918,117646,717258,54861,
37.000000, 3948.000000, 3948.000000, 60882.000000, 0.042447, 0.003906,1134555,2444482,19440383,27048203,5987573,106286,106786,363698,647470,582571,99613,35886,78584,672847,68696,117646,140358,178668,658180,229362,746380,746404,1063020,813779,746380,260879,441987070,18234138,18019362,501692,11949768,652686299,708439060,2704737313,18735278,97409,182836,208393,606575,209144,91,50,50,609731,50,106506,214213,123026,657278,55202,
37.000000, 3948.000000, 3948.000000, 60882.000000, 0.042447, 0.003906,1170060,2362010,18907524,25004318,5466705,113559,105013,210827,655444,689146,102869,35155,99473,665974,82792,104532,137462,280475,720784,252945,746380,746404,1063020,813779,746380,257753,458009683,19509311,17388083,442614,11467523,683911327,725390079,2799742223,19943508,77142,180151,125200,613026,198394,70,71,50,602718,291,139937,107498,100836,640166,52326,
38.000000, 4884.000000, 4884.000000, 147631.000000, 0.027921, 0.006189,3170747,7460900,55044720,73482063,13957821,304370,248196,311543,1422785,1334703,203253,111214,128556,1497642,192263,224182,282670,376502,1508783,488508,1791112,1791136,2459728,1935384,1791112,1241972,2194079722,45562844,72974892,1057874,25335981,1624334790,1818286421,7546115466,39036280,170514,549099,285134,1397478,366233,100,50,50,1327219,221,249679,251332,313587,1401005,137353,
38.000000, 4884.000000, 4884.000000, 147631.000000, 0.027921, 0.006189,2999172,5673617,54162489,64688954,13577152,248186,258154,316272,1427985,1344531,191732,113499,141600,1485279,168559,191201,275947,323455,1441990,462941,1791112,1791136,2459728,1935384,1791112,917496,2236718613,49419842,67073797,1205235,22607447,1546638081,1766763932,7330960617,33469349,132062,534783,264096,1390445,337500,100,50,50,1338650,80,249077,262022,285043,1405062,151018,
38.000000, 4884.000000, 4884.000000, 147631.000000, 0.027921, 0.006189,3020411,5674549,56157645,67998807,13464986,263084,247455,344793,1401366,1341585,196812,113258,215907,1488726,172317,229532,251071,481525,1474740,461939,1791112,1791136,2459728,1935384,1791112,757512,2106182818,38033357,61171099,1064667,22933417,1606187569,1782336942,7304269094,33413336,172427,529473,279052,1383662,341248,90,50,50,1339201,230,266640,253276,279544,1415752,210847,
38.000000, 4884.000000, 4884.000000, 147631.000000, 0.027921, 0.006189,3003430,5937222,51128432,67659844,13568736,248918,249408,353440,1432643,1338110,188867,105644,156428,1486963,173148,194648,248307,359410,1442451,460736,1791112,1791136,2459728,1935384,1791112,592459,2185820503,49580377,48815162,1204583,21343004,1538579912,1753569935,7297838547,35375021,190440,528612,269345,1374817,375270,80,50,50,1349260,60,267281,250500,329576,1420360,152891,
38.000000, 4884.000000, 4884.000000, 147631.000000, 0.027921, 0.006189,3018838,5788247,50024914,73776304,13842911,248537,263284,328563,1454322,1335043,191903,127074,280285,1508793,211258,197092,262352,469163,1454694,459915,1791112,1791136,2459728,1935384,1791112,542467,2090308054,48781801,48458615,1094922,20074452,1533912835,1762921630,7322561101,35355636,136331,529192,529413,1387620,341528,70,50,61,1338941,241,250250,276017,255409,1426832,126713,
