Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Avg Eigen Constructor Time,Avg CSF2 Constructor Time,Avg CSF3 Constructor Time,Avg Armadillo COnstructor Time,Avg Eigen InnerIterator Time,Avg CSF2 InnerIterator Time,Avg CSF3 InnerIterator Time,Avg Armadillo InnerIterator Time,Avg Eigen Scalar Multiplication Time,Avg CSF2 Scalar Multiplication Time,Avg CSF3 Scalar Multiplication Time,Avg Armadillo Scalar Multiplication Time,Avg Eigen Vector Multiplication Time,Avg CSF2 Vector Multiplication Time,Avg CSF3 Vector Multiplication Time,Avg Armadillo Vector Multiplication Time,Avg Eigen Memory Usage,Avg CSF2 Memory Usage,Avg CSF3 Memory Usage,Avg Armadillo Memory Usage,Avg Eigen Transpose Time,Avg CSF2 Transpose Time,Avg CSF3 Transpose Time,Avg Armadillo Transpose Time,Avg Eigen Matrix Multiplication Time,Avg CSF2 Matrix Multiplication Time,Avg CSF3 Matrix Multiplication Time,Avg Armadillo Matrix Multiplication Time,Min Eigen Constructor Time,Min CSF2 Constructor Time,Min CSF3 Constructor Time,Min Armadillo Constructor Time,Min Eigen InnerIterator Time,Min CSF2 InnerIterator Time,Min CSF3 InnerIterator Time,Min Armadillo InnerIterator Time,Min Eigen Scalar Multiplication Time,Min CSF2 Scalar Multiplication Time,Min CSF3 Scalar Multiplication Time,Min Armadillo Scalar Multiplication Time,Min Eigen Vector Multiplication Time,Min CSF2 Vector Multiplication Time,Min CSF3 Vector Multiplication Time,Min Armadillo Vector Multiplication Time,Min Eigen Memory Usage,Min CSF2 Memory Usage,Min CSF3 Memory Usage,Min Armadillo Memory Usage,Min Eigen Transpose Time,Min CSF2 Transpose Time,Min CSF3 Transpose Time,Min Armadillo Transpose Time,Min Eigen Matrix Multiplication Time,Min CSF2 Matrix Multiplication Time,Min CSF3 Matrix Multiplication Time,Min Armadillo Matrix Multiplication Time,Q1 Eigen Constructor Time,Q1 CSF2 Constructor Time,Q1 CSF3 Constructor Time,Q1 Armadillo Constructor Time,Q1 Eigen InnerIterator Time,Q1 CSF2 InnerIterator Time,Q1 CSF3 InnerIterator Time,Q1 Armadillo InnerIterator Time,Q1 Eigen Scalar Multiplication Time,Q1 CSF2 Scalar Multiplication Time,Q1 CSF3 Scalar Multiplication Time,Q1 Armadillo Scalar Multiplication Time,Q1 Eigen Vector Multiplication Time,Q1 CSF2 Vector Multiplication Time,Q1 CSF3 Vector Multiplication Time,Q1 Armadillo Vector Multiplication Time,Q1 Eigen Memory Usage,Q1 CSF2 Memory Usage,Q1 CSF3 Memory Usage,Q1 Armadillo Memory Usage,Q1 Eigen Transpose Time,Q1 CSF2 Transpose Time,Q1 CSF3 Transpose Time,Q1 Armadillo Transpose Time,Q1 Eigen Matrix Multiplication Time,Q1 CSF2 Matrix Multiplication Time,Q1 CSF3 Matrix Multiplication Time,Q1 Armadillo Matrix Multiplication Time,Median Eigen Constructor Time,Median CSF2 Constructor Time,Median CSF3 Constructor Time,Median Armadillo Constructor Time,Median Eigen InnerIterator Time,Median CSF2 InnerIterator Time,Median CSF3 InnerIterator Time,Median Armadillo InnerIterator Time,Median Eigen Scalar Multiplication Time,Median CSF2 Scalar Multiplication Time,Median CSF3 Scalar Multiplication Time,Median Armadillo Scalar Multiplication Time,Median Eigen Vector Multiplication Time,Median CSF2 Vector Multiplication Time,Median CSF3 Vector Multiplication Time,Median Armadillo Vector Multiplication Time,Median Eigen Memory Usage,Median CSF2 Memory Usage,Median CSF3 Memory Usage,Median Armadillo Memory Usage,Median Eigen Transpose Time,Median CSF2 Transpose Time,Median CSF3 Transpose Time,Median Armadillo Transpose Time,Median Eigen Matrix Multiplication Time,Median CSF2 Matrix Multiplication Time,Median CSF3 Matrix Multiplication Time,Median Armadillo Matrix Multiplication Time,Q3 Eigen Constructor Time,Q3 CSF2 Constructor Time,Q3 CSF3 Constructor Time,Q3 Armadillo Constructor Time,Q3 Eigen InnerIterator Time,Q3 CSF2 InnerIterator Time,Q3 CSF3 InnerIterator Time,Q3 Armadillo InnerIterator Time,Q3 Eigen Scalar Multiplication,Q3 CSF2 Scalar Multiplication Time,Q3 CSF3 Scalar Multiplication Time,Q3 Armadillo Scalar Multiplication Time,Q3 Eigen Vector Multiplication Time,Q3 CSF2 Vector Multiplication Time,Q3 CSF3 Vector Multiplication Time,Q3 Armadillo Vector Multiplication Time,Q3 Eigen Memory Usage,Q3 CSF2 Memory Usage,Q3 CSF3 Memory Usage,Q3 Armadillo Memory Usage,Q3 Eigen Transpose Time,Q3 CSF2 Transpose Time,Q3 CSF3 Transpose Time,Q3 Armadillo Transpose Time,Q3 Eigen Matrix Multiplication Time,Q3 CSF2 Matrix Multiplication Time,Q3 CSF3 Matrix Multiplication Time,Q3 Armadillo Matrix Multiplication Time,Max Eigen Constructor Time,Max CSF2 Constructor Time,Max CSF3 Constructor Time,Max Armadillo Constructor Time,Max Eigen InnerIterator Time,Max CSF2 InnerIterator Time,Max CSF3 InnerIterator Time,Max Armadillo InnerIterator Time,Max Eigen Scalar Multiplication Time,Max CSF2 Scalar Multiplication Time,Max CSF3 Scalar Multiplication Time,Max Armadillo Scalar Multiplication Time,Max Eigen Vector Multiplication Time,Max CSF2 Vector Multiplication Time,Max CSF3 Vector Multiplication Time,Max Armadillo Vector Multiplication Time,Max Eigen Memory Usage,Max CSF2 Memory Usage,Max CSF3 Memory Usage,Max Armadillo Memory Usage,Max Eigen Transpose Time,Max CSF2 Transpose Time,Max CSF3 Transpose Time,Max Armadillo Transpose Time,Max Eigen Matrix Multiplication Time,Max CSF2 Matrix Multiplication Time,Max CSF3 Matrix Multiplication Time,Max Armadillo Matrix Multiplication Time
709.000000, 288.000000, 744.000000, 1590.000000, 0.042473, 0.007420,8195,76694,116068,52208,21,4408,4558,7664,20,23394,23805,20,1383,6072,6643,2996,22060,37086,28234,22060,13946,80391,98023,10069,27782,1841665,1720417,35006,8195,76694,116068,52208,21,4408,4558,7664,20,23394,23805,20,1383,6072,6643,2996,22060,37086,28234,22060,13946,80391,98023,10069,27782,1841665,1720417,35006,8195,76694,116068,52208,21,4408,4558,7664,20,23394,23805,20,1383,6072,6643,2996,22060,37086,28234,22060,13946,80391,98023,10069,27782,1841665,1720417,35006,8195,76694,116068,52208,21,4408,4558,7664,20,23394,23805,20,1383,6072,6643,2996,22060,37086,28234,22060,13946,80391,98023,10069,27782,1841665,1720417,35006,8195,76694,116068,52208,21,4408,4558,7664,20,23394,23805,20,1383,6072,6643,2996,22060,37086,28234,22060,13946,80391,98023,10069,27782,1841665,1720417,35006,8195,76694,116068,52208,21,4408,4558,7664,20,23394,23805,20,1383,6072,6643,2996,22060,37086,28234,22060,13946,80391,98023,10069,27782,1841665,1720417,35006,
710.000000, 3005.000000, 5224.000000, 10947.000000, 0.093722, 0.000697,58479,590668,1063475,421411,20,28854,28524,50705,20,170410,170310,20,11081,39644,43001,15309,152264,243863,202535,152264,25247,810871,833623,77866,52041231,172371928,179876254,21726401,58479,590668,1063475,421411,20,28854,28524,50705,20,170410,170310,20,11081,39644,43001,15309,152264,243863,202535,152264,25247,810871,833623,77866,52041231,172371928,179876254,21726401,58479,590668,1063475,421411,20,28854,28524,50705,20,170410,170310,20,11081,39644,43001,15309,152264,243863,202535,152264,25247,810871,833623,77866,52041231,172371928,179876254,21726401,58479,590668,1063475,421411,20,28854,28524,50705,20,170410,170310,20,11081,39644,43001,15309,152264,243863,202535,152264,25247,810871,833623,77866,52041231,172371928,179876254,21726401,58479,590668,1063475,421411,20,28854,28524,50705,20,170410,170310,20,11081,39644,43001,15309,152264,243863,202535,152264,25247,810871,833623,77866,52041231,172371928,179876254,21726401,58479,590668,1063475,421411,20,28854,28524,50705,20,170410,170310,20,11081,39644,43001,15309,152264,243863,202535,152264,25247,810871,833623,77866,52041231,172371928,179876254,21726401,
711.000000, 224.000000, 378.000000, 1215.000000, 0.239040, 0.014349,5781,52458,66966,41037,20,3196,3166,5139,20,13486,13566,21,972,4539,4408,2355,16096,20136,14367,16096,7705,60173,70412,6141,31790,962255,878648,42600,5781,52458,66966,41037,20,3196,3166,5139,20,13486,13566,21,972,4539,4408,2355,16096,20136,14367,16096,7705,60173,70412,6141,31790,962255,878648,42600,5781,52458,66966,41037,20,3196,3166,5139,20,13486,13566,21,972,4539,4408,2355,16096,20136,14367,16096,7705,60173,70412,6141,31790,962255,878648,42600,5781,52458,66966,41037,20,3196,3166,5139,20,13486,13566,21,972,4539,4408,2355,16096,20136,14367,16096,7705,60173,70412,6141,31790,962255,878648,42600,5781,52458,66966,41037,20,3196,3166,5139,20,13486,13566,21,972,4539,4408,2355,16096,20136,14367,16096,7705,60173,70412,6141,31790,962255,878648,42600,5781,52458,66966,41037,20,3196,3166,5139,20,13486,13566,21,972,4539,4408,2355,16096,20136,14367,16096,7705,60173,70412,6141,31790,962255,878648,42600,
712.000000, 197.000000, 215.000000, 467.000000, 0.484496, 0.011026,3476,25318,24546,16771,20,1412,1453,2584,20,7855,8025,20,721,2325,2424,1513,6468,8374,6271,6468,4889,35917,41698,3777,13565,438282,407575,12524,3476,25318,24546,16771,20,1412,1453,2584,20,7855,8025,20,721,2325,2424,1513,6468,8374,6271,6468,4889,35917,41698,3777,13565,438282,407575,12524,3476,25318,24546,16771,20,1412,1453,2584,20,7855,8025,20,721,2325,2424,1513,6468,8374,6271,6468,4889,35917,41698,3777,13565,438282,407575,12524,3476,25318,24546,16771,20,1412,1453,2584,20,7855,8025,20,721,2325,2424,1513,6468,8374,6271,6468,4889,35917,41698,3777,13565,438282,407575,12524,3476,25318,24546,16771,20,1412,1453,2584,20,7855,8025,20,721,2325,2424,1513,6468,8374,6271,6468,4889,35917,41698,3777,13565,438282,407575,12524,3476,25318,24546,16771,20,1412,1453,2584,20,7855,8025,20,721,2325,2424,1513,6468,8374,6271,6468,4889,35917,41698,3777,13565,438282,407575,12524,
713.000000, 193.000000, 211.000000, 457.000000, 0.487362, 0.011222,5120,41438,40456,27631,10,2354,2354,4188,31,7724,7885,20,1213,3747,2304,2404,6332,8192,6137,6332,8205,59973,68068,6292,20990,657373,394440,20228,5120,41438,40456,27631,10,2354,2354,4188,31,7724,7885,20,1213,3747,2304,2404,6332,8192,6137,6332,8205,59973,68068,6292,20990,657373,394440,20228,5120,41438,40456,27631,10,2354,2354,4188,31,7724,7885,20,1213,3747,2304,2404,6332,8192,6137,6332,8205,59973,68068,6292,20990,657373,394440,20228,5120,41438,40456,27631,10,2354,2354,4188,31,7724,7885,20,1213,3747,2304,2404,6332,8192,6137,6332,8205,59973,68068,6292,20990,657373,394440,20228,5120,41438,40456,27631,10,2354,2354,4188,31,7724,7885,20,1213,3747,2304,2404,6332,8192,6137,6332,8205,59973,68068,6292,20990,657373,394440,20228,5120,41438,40456,27631,10,2354,2354,4188,31,7724,7885,20,1213,3747,2304,2404,6332,8192,6137,6332,8205,59973,68068,6292,20990,657373,394440,20228,
714.000000, 66.000000, 131.000000, 246.000000, 0.000000, 0.028452,2064,18405,26229,12383,20,972,962,1834,20,4779,5059,10,461,1593,1152,3066,3480,6302,4826,3480,3507,20429,23484,2555,7785,73679,58259,7384,2064,18405,26229,12383,20,972,962,1834,20,4779,5059,10,461,1593,1152,3066,3480,6302,4826,3480,3507,20429,23484,2555,7785,73679,58259,7384,2064,18405,26229,12383,20,972,962,1834,20,4779,5059,10,461,1593,1152,3066,3480,6302,4826,3480,3507,20429,23484,2555,7785,73679,58259,7384,2064,18405,26229,12383,20,972,962,1834,20,4779,5059,10,461,1593,1152,3066,3480,6302,4826,3480,3507,20429,23484,2555,7785,73679,58259,7384,2064,18405,26229,12383,20,972,962,1834,20,4779,5059,10,461,1593,1152,3066,3480,6302,4826,3480,3507,20429,23484,2555,7785,73679,58259,7384,2064,18405,26229,12383,20,972,962,1834,20,4779,5059,10,461,1593,1152,3066,3480,6302,4826,3480,3507,20429,23484,2555,7785,73679,58259,7384,
715.000000, 8.000000, 14.000000, 22.000000, 0.142857, 0.196429,390,922,1624,1402,20,191,180,381,20,481,471,20,110,441,331,1072,324,570,450,324,301,2385,2444,260,3126,1082,6943,2124,390,922,1624,1402,20,191,180,381,20,481,471,20,110,441,331,1072,324,570,450,324,301,2385,2444,260,3126,1082,6943,2124,390,922,1624,1402,20,191,180,381,20,481,471,20,110,441,331,1072,324,570,450,324,301,2385,2444,260,3126,1082,6943,2124,390,922,1624,1402,20,191,180,381,20,481,471,20,110,441,331,1072,324,570,450,324,301,2385,2444,260,3126,1082,6943,2124,390,922,1624,1402,20,191,180,381,20,481,471,20,110,441,331,1072,324,570,450,324,301,2385,2444,260,3126,1082,6943,2124,390,922,1624,1402,20,191,180,381,20,481,471,20,110,441,331,1072,324,570,450,324,301,2385,2444,260,3126,1082,6943,2124,
716.000000, 3792.000000, 13455.000000, 99953.000000, 0.193445, 0.001959,567985,3432498,6034358,3180956,21,280767,280646,307206,20,633588,650470,20,56115,351218,348374,122841,1253260,1544499,1187961,1253260,151805,5975599,6387060,405881,3763599,1389440144,1432408126,4360479,567985,3432498,6034358,3180956,21,280767,280646,307206,20,633588,650470,20,56115,351218,348374,122841,1253260,1544499,1187961,1253260,151805,5975599,6387060,405881,3763599,1389440144,1432408126,4360479,567985,3432498,6034358,3180956,21,280767,280646,307206,20,633588,650470,20,56115,351218,348374,122841,1253260,1544499,1187961,1253260,151805,5975599,6387060,405881,3763599,1389440144,1432408126,4360479,567985,3432498,6034358,3180956,21,280767,280646,307206,20,633588,650470,20,56115,351218,348374,122841,1253260,1544499,1187961,1253260,151805,5975599,6387060,405881,3763599,1389440144,1432408126,4360479,567985,3432498,6034358,3180956,21,280767,280646,307206,20,633588,650470,20,56115,351218,348374,122841,1253260,1544499,1187961,1253260,151805,5975599,6387060,405881,3763599,1389440144,1432408126,4360479,567985,3432498,6034358,3180956,21,280767,280646,307206,20,633588,650470,20,56115,351218,348374,122841,1253260,1544499,1187961,1253260,151805,5975599,6387060,405881,3763599,1389440144,1432408126,4360479,
718.000000, 2393.000000, 5596.000000, 31074.000000, 0.097519, 0.002320,158838,1374238,2474691,993112,20,100699,101681,110026,20,274805,275607,21,23094,122379,126306,48120,395276,573423,450819,395276,134903,2402005,2708410,178535,1480907,318540028,322094995,1854228,158838,1374238,2474691,993112,20,100699,101681,110026,20,274805,275607,21,23094,122379,126306,48120,395276,573423,450819,395276,134903,2402005,2708410,178535,1480907,318540028,322094995,1854228,158838,1374238,2474691,993112,20,100699,101681,110026,20,274805,275607,21,23094,122379,126306,48120,395276,573423,450819,395276,134903,2402005,2708410,178535,1480907,318540028,322094995,1854228,158838,1374238,2474691,993112,20,100699,101681,110026,20,274805,275607,21,23094,122379,126306,48120,395276,573423,450819,395276,134903,2402005,2708410,178535,1480907,318540028,322094995,1854228,158838,1374238,2474691,993112,20,100699,101681,110026,20,274805,275607,21,23094,122379,126306,48120,395276,573423,450819,395276,134903,2402005,2708410,178535,1480907,318540028,322094995,1854228,158838,1374238,2474691,993112,20,100699,101681,110026,20,274805,275607,21,23094,122379,126306,48120,395276,573423,450819,395276,134903,2402005,2708410,178535,1480907,318540028,322094995,1854228,
719.000000, 9.000000, 13.000000, 26.000000, 0.110256, 0.222222,441,1784,2725,2655,20,260,261,340,20,591,641,30,180,611,461,1212,368,596,458,368,410,3677,3597,430,5299,1773,1382,3476,441,1784,2725,2655,20,260,261,340,20,591,641,30,180,611,461,1212,368,596,458,368,410,3677,3597,430,5299,1773,1382,3476,441,1784,2725,2655,20,260,261,340,20,591,641,30,180,611,461,1212,368,596,458,368,410,3677,3597,430,5299,1773,1382,3476,441,1784,2725,2655,20,260,261,340,20,591,641,30,180,611,461,1212,368,596,458,368,410,3677,3597,430,5299,1773,1382,3476,441,1784,2725,2655,20,260,261,340,20,591,641,30,180,611,461,1212,368,596,458,368,410,3677,3597,430,5299,1773,1382,3476,441,1784,2725,2655,20,260,261,340,20,591,641,30,180,611,461,1212,368,596,458,368,410,3677,3597,430,5299,1773,1382,3476,
720.000000, 11.000000, 17.000000, 29.000000, 0.066667, 0.155080,511,1823,2825,2364,20,300,301,511,30,671,721,20,171,671,471,1703,420,724,565,420,481,5280,3877,420,3497,2414,1933,3617,511,1823,2825,2364,20,300,301,511,30,671,721,20,171,671,471,1703,420,724,565,420,481,5280,3877,420,3497,2414,1933,3617,511,1823,2825,2364,20,300,301,511,30,671,721,20,171,671,471,1703,420,724,565,420,481,5280,3877,420,3497,2414,1933,3617,511,1823,2825,2364,20,300,301,511,30,671,721,20,171,671,471,1703,420,724,565,420,481,5280,3877,420,3497,2414,1933,3617,511,1823,2825,2364,20,300,301,511,30,671,721,20,171,671,471,1703,420,724,565,420,481,5280,3877,420,3497,2414,1933,3617,511,1823,2825,2364,20,300,301,511,30,671,721,20,171,671,471,1703,420,724,565,420,481,5280,3877,420,3497,2414,1933,3617,
721.000000, 54.000000, 108.000000, 750.000000, 0.117800, 0.128601,3837,45926,72957,26660,20,3607,3516,3005,20,5680,5631,20,781,4218,4148,11902,9436,12058,8122,9436,2494,53921,65343,9918,56736,133661,130705,70692,3837,45926,72957,26660,20,3607,3516,3005,20,5680,5631,20,781,4218,4148,11902,9436,12058,8122,9436,2494,53921,65343,9918,56736,133661,130705,70692,3837,45926,72957,26660,20,3607,3516,3005,20,5680,5631,20,781,4218,4148,11902,9436,12058,8122,9436,2494,53921,65343,9918,56736,133661,130705,70692,3837,45926,72957,26660,20,3607,3516,3005,20,5680,5631,20,781,4218,4148,11902,9436,12058,8122,9436,2494,53921,65343,9918,56736,133661,130705,70692,3837,45926,72957,26660,20,3607,3516,3005,20,5680,5631,20,781,4218,4148,11902,9436,12058,8122,9436,2494,53921,65343,9918,56736,133661,130705,70692,3837,45926,72957,26660,20,3607,3516,3005,20,5680,5631,20,781,4218,4148,11902,9436,12058,8122,9436,2494,53921,65343,9918,56736,133661,130705,70692,
722.000000, 477.000000, 531.000000, 5062.000000, 0.069062, 0.019985,27111,271068,486542,167534,20,17302,19357,15299,20,33472,35246,20,2835,21009,23474,6672,62872,51466,33103,62872,15139,362831,453130,16040,2103816,7636944,7147416,3531434,27111,271068,486542,167534,20,17302,19357,15299,20,33472,35246,20,2835,21009,23474,6672,62872,51466,33103,62872,15139,362831,453130,16040,2103816,7636944,7147416,3531434,27111,271068,486542,167534,20,17302,19357,15299,20,33472,35246,20,2835,21009,23474,6672,62872,51466,33103,62872,15139,362831,453130,16040,2103816,7636944,7147416,3531434,27111,271068,486542,167534,20,17302,19357,15299,20,33472,35246,20,2835,21009,23474,6672,62872,51466,33103,62872,15139,362831,453130,16040,2103816,7636944,7147416,3531434,27111,271068,486542,167534,20,17302,19357,15299,20,33472,35246,20,2835,21009,23474,6672,62872,51466,33103,62872,15139,362831,453130,16040,2103816,7636944,7147416,3531434,27111,271068,486542,167534,20,17302,19357,15299,20,33472,35246,20,2835,21009,23474,6672,62872,51466,33103,62872,15139,362831,453130,16040,2103816,7636944,7147416,3531434,
723.000000, 994.000000, 1082.000000, 13101.000000, 0.059975, 0.012181,66174,666660,1128717,431108,20,39053,42089,37791,20,74940,76844,20,7343,50996,53691,15930,161544,115942,77541,161544,35657,1017789,1244975,39915,9585669,42271015,40988731,15516063,66174,666660,1128717,431108,20,39053,42089,37791,20,74940,76844,20,7343,50996,53691,15930,161544,115942,77541,161544,35657,1017789,1244975,39915,9585669,42271015,40988731,15516063,66174,666660,1128717,431108,20,39053,42089,37791,20,74940,76844,20,7343,50996,53691,15930,161544,115942,77541,161544,35657,1017789,1244975,39915,9585669,42271015,40988731,15516063,66174,666660,1128717,431108,20,39053,42089,37791,20,74940,76844,20,7343,50996,53691,15930,161544,115942,77541,161544,35657,1017789,1244975,39915,9585669,42271015,40988731,15516063,66174,666660,1128717,431108,20,39053,42089,37791,20,74940,76844,20,7343,50996,53691,15930,161544,115942,77541,161544,35657,1017789,1244975,39915,9585669,42271015,40988731,15516063,66174,666660,1128717,431108,20,39053,42089,37791,20,74940,76844,20,7343,50996,53691,15930,161544,115942,77541,161544,35657,1017789,1244975,39915,9585669,42271015,40988731,15516063,
724.000000, 312.000000, 604.000000, 1208.000000, 0.000000, 0.006410,8215,46046,92403,37971,20,3096,3396,7133,20,17433,18415,20,1032,4419,4769,2194,16916,30224,23256,16916,10240,67486,82274,7805,21480,1509241,1369399,23434,8215,46046,92403,37971,20,3096,3396,7133,20,17433,18415,20,1032,4419,4769,2194,16916,30224,23256,16916,10240,67486,82274,7805,21480,1509241,1369399,23434,8215,46046,92403,37971,20,3096,3396,7133,20,17433,18415,20,1032,4419,4769,2194,16916,30224,23256,16916,10240,67486,82274,7805,21480,1509241,1369399,23434,8215,46046,92403,37971,20,3096,3396,7133,20,17433,18415,20,1032,4419,4769,2194,16916,30224,23256,16916,10240,67486,82274,7805,21480,1509241,1369399,23434,8215,46046,92403,37971,20,3096,3396,7133,20,17433,18415,20,1032,4419,4769,2194,16916,30224,23256,16916,10240,67486,82274,7805,21480,1509241,1369399,23434,8215,46046,92403,37971,20,3096,3396,7133,20,17433,18415,20,1032,4419,4769,2194,16916,30224,23256,16916,10240,67486,82274,7805,21480,1509241,1369399,23434,
725.000000, 361.000000, 741.000000, 2933.000000, 0.068607, 0.010964,16401,182683,265878,98525,20,11772,12353,12754,20,34435,35026,20,3166,13927,14778,6241,38164,56021,40875,38164,16351,178815,218660,15680,104867,3999191,3863346,192521,16401,182683,265878,98525,20,11772,12353,12754,20,34435,35026,20,3166,13927,14778,6241,38164,56021,40875,38164,16351,178815,218660,15680,104867,3999191,3863346,192521,16401,182683,265878,98525,20,11772,12353,12754,20,34435,35026,20,3166,13927,14778,6241,38164,56021,40875,38164,16351,178815,218660,15680,104867,3999191,3863346,192521,16401,182683,265878,98525,20,11772,12353,12754,20,34435,35026,20,3166,13927,14778,6241,38164,56021,40875,38164,16351,178815,218660,15680,104867,3999191,3863346,192521,16401,182683,265878,98525,20,11772,12353,12754,20,34435,35026,20,3166,13927,14778,6241,38164,56021,40875,38164,16351,178815,218660,15680,104867,3999191,3863346,192521,16401,182683,265878,98525,20,11772,12353,12754,20,34435,35026,20,3166,13927,14778,6241,38164,56021,40875,38164,16351,178815,218660,15680,104867,3999191,3863346,192521,
726.000000, 410.000000, 1123.000000, 5264.000000, 0.010170, 0.011433,22863,334627,508564,162455,10,17503,18304,19487,10,51587,52529,10,4228,20319,21821,10390,67664,106661,79871,67664,24506,368060,459552,23814,149731,8093470,7861124,303028,22863,334627,508564,162455,10,17503,18304,19487,10,51587,52529,10,4228,20319,21821,10390,67664,106661,79871,67664,24506,368060,459552,23814,149731,8093470,7861124,303028,22863,334627,508564,162455,10,17503,18304,19487,10,51587,52529,10,4228,20319,21821,10390,67664,106661,79871,67664,24506,368060,459552,23814,149731,8093470,7861124,303028,22863,334627,508564,162455,10,17503,18304,19487,10,51587,52529,10,4228,20319,21821,10390,67664,106661,79871,67664,24506,368060,459552,23814,149731,8093470,7861124,303028,22863,334627,508564,162455,10,17503,18304,19487,10,51587,52529,10,4228,20319,21821,10390,67664,106661,79871,67664,24506,368060,459552,23814,149731,8093470,7861124,303028,22863,334627,508564,162455,10,17503,18304,19487,10,51587,52529,10,4228,20319,21821,10390,67664,106661,79871,67664,24506,368060,459552,23814,149731,8093470,7861124,303028,
727.000000, 323.000000, 464.000000, 1646.000000, 0.027395, 0.010983,9267,87213,154369,55394,20,6151,6312,7424,20,20338,21019,20,2123,7584,8105,4328,21612,34715,25272,21612,10971,111699,139091,9158,62477,2227909,2082526,92373,9267,87213,154369,55394,20,6151,6312,7424,20,20338,21019,20,2123,7584,8105,4328,21612,34715,25272,21612,10971,111699,139091,9158,62477,2227909,2082526,92373,9267,87213,154369,55394,20,6151,6312,7424,20,20338,21019,20,2123,7584,8105,4328,21612,34715,25272,21612,10971,111699,139091,9158,62477,2227909,2082526,92373,9267,87213,154369,55394,20,6151,6312,7424,20,20338,21019,20,2123,7584,8105,4328,21612,34715,25272,21612,10971,111699,139091,9158,62477,2227909,2082526,92373,9267,87213,154369,55394,20,6151,6312,7424,20,20338,21019,20,2123,7584,8105,4328,21612,34715,25272,21612,10971,111699,139091,9158,62477,2227909,2082526,92373,9267,87213,154369,55394,20,6151,6312,7424,20,20338,21019,20,2123,7584,8105,4328,21612,34715,25272,21612,10971,111699,139091,9158,62477,2227909,2082526,92373,
728.000000, 318.000000, 808.000000, 2591.000000, 0.250281, 0.010084,13405,84148,145943,82515,20,8335,8906,12424,20,30307,30296,20,2424,10740,11101,5480,34328,42569,30755,34328,16621,114034,122199,14067,52128,3056373,2826581,89117,13405,84148,145943,82515,20,8335,8906,12424,20,30307,30296,20,2424,10740,11101,5480,34328,42569,30755,34328,16621,114034,122199,14067,52128,3056373,2826581,89117,13405,84148,145943,82515,20,8335,8906,12424,20,30307,30296,20,2424,10740,11101,5480,34328,42569,30755,34328,16621,114034,122199,14067,52128,3056373,2826581,89117,13405,84148,145943,82515,20,8335,8906,12424,20,30307,30296,20,2424,10740,11101,5480,34328,42569,30755,34328,16621,114034,122199,14067,52128,3056373,2826581,89117,13405,84148,145943,82515,20,8335,8906,12424,20,30307,30296,20,2424,10740,11101,5480,34328,42569,30755,34328,16621,114034,122199,14067,52128,3056373,2826581,89117,13405,84148,145943,82515,20,8335,8906,12424,20,30307,30296,20,2424,10740,11101,5480,34328,42569,30755,34328,16621,114034,122199,14067,52128,3056373,2826581,89117,
729.000000, 323.000000, 464.000000, 1626.000000, 0.027392, 0.010849,9498,86271,153828,55424,20,6151,6302,7284,10,20168,20468,20,1964,7594,7865,4038,21372,34375,25048,21372,10990,115296,136185,8977,60964,2162887,2041008,88797,9498,86271,153828,55424,20,6151,6302,7284,10,20168,20468,20,1964,7594,7865,4038,21372,34375,25048,21372,10990,115296,136185,8977,60964,2162887,2041008,88797,9498,86271,153828,55424,20,6151,6302,7284,10,20168,20468,20,1964,7594,7865,4038,21372,34375,25048,21372,10990,115296,136185,8977,60964,2162887,2041008,88797,9498,86271,153828,55424,20,6151,6302,7284,10,20168,20468,20,1964,7594,7865,4038,21372,34375,25048,21372,10990,115296,136185,8977,60964,2162887,2041008,88797,9498,86271,153828,55424,20,6151,6302,7284,10,20168,20468,20,1964,7594,7865,4038,21372,34375,25048,21372,10990,115296,136185,8977,60964,2162887,2041008,88797,9498,86271,153828,55424,20,6151,6302,7284,10,20168,20468,20,1964,7594,7865,4038,21372,34375,25048,21372,10990,115296,136185,8977,60964,2162887,2041008,88797,
730.000000, 323.000000, 464.000000, 1646.000000, 0.027395, 0.010983,9157,85791,153458,55264,20,6142,6272,7374,20,20439,20779,20,1914,7604,8085,4188,21612,34715,25272,21612,11251,110417,138260,8967,61645,2233860,2059663,91933,9157,85791,153458,55264,20,6142,6272,7374,20,20439,20779,20,1914,7604,8085,4188,21612,34715,25272,21612,11251,110417,138260,8967,61645,2233860,2059663,91933,9157,85791,153458,55264,20,6142,6272,7374,20,20439,20779,20,1914,7604,8085,4188,21612,34715,25272,21612,11251,110417,138260,8967,61645,2233860,2059663,91933,9157,85791,153458,55264,20,6142,6272,7374,20,20439,20779,20,1914,7604,8085,4188,21612,34715,25272,21612,11251,110417,138260,8967,61645,2233860,2059663,91933,9157,85791,153458,55264,20,6142,6272,7374,20,20439,20779,20,1914,7604,8085,4188,21612,34715,25272,21612,11251,110417,138260,8967,61645,2233860,2059663,91933,9157,85791,153458,55264,20,6142,6272,7374,20,20439,20779,20,1914,7604,8085,4188,21612,34715,25272,21612,11251,110417,138260,8967,61645,2233860,2059663,91933,
