Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Avg Eigen Constructor Time,Avg CSF2 Constructor Time,Avg CSF3 Constructor Time,Avg Armadillo COnstructor Time,Avg Eigen InnerIterator Time,Avg CSF2 InnerIterator Time,Avg CSF3 InnerIterator Time,Avg Armadillo InnerIterator Time,Avg Eigen Scalar Multiplication Time,Avg CSF2 Scalar Multiplication Time,Avg CSF3 Scalar Multiplication Time,Avg Armadillo Scalar Multiplication Time,Avg Eigen Vector Multiplication Time,Avg CSF2 Vector Multiplication Time,Avg CSF3 Vector Multiplication Time,Avg Armadillo Vector Multiplication Time,Avg Eigen Memory Usage,Avg CSF2 Memory Usage,Avg CSF3 Memory Usage,Avg Armadillo Memory Usage,Avg Eigen Transpose Time,Avg CSF2 Transpose Time,Avg CSF3 Transpose Time,Avg Armadillo Transpose Time,Avg Eigen Matrix Multiplication Time,Avg CSF2 Matrix Multiplication Time,Avg CSF3 Matrix Multiplication Time,Avg Armadillo Matrix Multiplication Time,Min Eigen Constructor Time,Min CSF2 Constructor Time,Min CSF3 Constructor Time,Min Armadillo Constructor Time,Min Eigen InnerIterator Time,Min CSF2 InnerIterator Time,Min CSF3 InnerIterator Time,Min Armadillo InnerIterator Time,Min Eigen Scalar Multiplication Time,Min CSF2 Scalar Multiplication Time,Min CSF3 Scalar Multiplication Time,Min Armadillo Scalar Multiplication Time,Min Eigen Vector Multiplication Time,Min CSF2 Vector Multiplication Time,Min CSF3 Vector Multiplication Time,Min Armadillo Vector Multiplication Time,Min Eigen Memory Usage,Min CSF2 Memory Usage,Min CSF3 Memory Usage,Min Armadillo Memory Usage,Min Eigen Transpose Time,Min CSF2 Transpose Time,Min CSF3 Transpose Time,Min Armadillo Transpose Time,Min Eigen Matrix Multiplication Time,Min CSF2 Matrix Multiplication Time,Min CSF3 Matrix Multiplication Time,Min Armadillo Matrix Multiplication Time,Q1 Eigen Constructor Time,Q1 CSF2 Constructor Time,Q1 CSF3 Constructor Time,Q1 Armadillo Constructor Time,Q1 Eigen InnerIterator Time,Q1 CSF2 InnerIterator Time,Q1 CSF3 InnerIterator Time,Q1 Armadillo InnerIterator Time,Q1 Eigen Scalar Multiplication Time,Q1 CSF2 Scalar Multiplication Time,Q1 CSF3 Scalar Multiplication Time,Q1 Armadillo Scalar Multiplication Time,Q1 Eigen Vector Multiplication Time,Q1 CSF2 Vector Multiplication Time,Q1 CSF3 Vector Multiplication Time,Q1 Armadillo Vector Multiplication Time,Q1 Eigen Memory Usage,Q1 CSF2 Memory Usage,Q1 CSF3 Memory Usage,Q1 Armadillo Memory Usage,Q1 Eigen Transpose Time,Q1 CSF2 Transpose Time,Q1 CSF3 Transpose Time,Q1 Armadillo Transpose Time,Q1 Eigen Matrix Multiplication Time,Q1 CSF2 Matrix Multiplication Time,Q1 CSF3 Matrix Multiplication Time,Q1 Armadillo Matrix Multiplication Time,Median Eigen Constructor Time,Median CSF2 Constructor Time,Median CSF3 Constructor Time,Median Armadillo Constructor Time,Median Eigen InnerIterator Time,Median CSF2 InnerIterator Time,Median CSF3 InnerIterator Time,Median Armadillo InnerIterator Time,Median Eigen Scalar Multiplication Time,Median CSF2 Scalar Multiplication Time,Median CSF3 Scalar Multiplication Time,Median Armadillo Scalar Multiplication Time,Median Eigen Vector Multiplication Time,Median CSF2 Vector Multiplication Time,Median CSF3 Vector Multiplication Time,Median Armadillo Vector Multiplication Time,Median Eigen Memory Usage,Median CSF2 Memory Usage,Median CSF3 Memory Usage,Median Armadillo Memory Usage,Median Eigen Transpose Time,Median CSF2 Transpose Time,Median CSF3 Transpose Time,Median Armadillo Transpose Time,Median Eigen Matrix Multiplication Time,Median CSF2 Matrix Multiplication Time,Median CSF3 Matrix Multiplication Time,Median Armadillo Matrix Multiplication Time,Q3 Eigen Constructor Time,Q3 CSF2 Constructor Time,Q3 CSF3 Constructor Time,Q3 Armadillo Constructor Time,Q3 Eigen InnerIterator Time,Q3 CSF2 InnerIterator Time,Q3 CSF3 InnerIterator Time,Q3 Armadillo InnerIterator Time,Q3 Eigen Scalar Multiplication,Q3 CSF2 Scalar Multiplication Time,Q3 CSF3 Scalar Multiplication Time,Q3 Armadillo Scalar Multiplication Time,Q3 Eigen Vector Multiplication Time,Q3 CSF2 Vector Multiplication Time,Q3 CSF3 Vector Multiplication Time,Q3 Armadillo Vector Multiplication Time,Q3 Eigen Memory Usage,Q3 CSF2 Memory Usage,Q3 CSF3 Memory Usage,Q3 Armadillo Memory Usage,Q3 Eigen Transpose Time,Q3 CSF2 Transpose Time,Q3 CSF3 Transpose Time,Q3 Armadillo Transpose Time,Q3 Eigen Matrix Multiplication Time,Q3 CSF2 Matrix Multiplication Time,Q3 CSF3 Matrix Multiplication Time,Q3 Armadillo Matrix Multiplication Time,Max Eigen Constructor Time,Max CSF2 Constructor Time,Max CSF3 Constructor Time,Max Armadillo Constructor Time,Max Eigen InnerIterator Time,Max CSF2 InnerIterator Time,Max CSF3 InnerIterator Time,Max Armadillo InnerIterator Time,Max Eigen Scalar Multiplication Time,Max CSF2 Scalar Multiplication Time,Max CSF3 Scalar Multiplication Time,Max Armadillo Scalar Multiplication Time,Max Eigen Vector Multiplication Time,Max CSF2 Vector Multiplication Time,Max CSF3 Vector Multiplication Time,Max Armadillo Vector Multiplication Time,Max Eigen Memory Usage,Max CSF2 Memory Usage,Max CSF3 Memory Usage,Max Armadillo Memory Usage,Max Eigen Transpose Time,Max CSF2 Transpose Time,Max CSF3 Transpose Time,Max Armadillo Transpose Time,Max Eigen Matrix Multiplication Time,Max CSF2 Matrix Multiplication Time,Max CSF3 Matrix Multiplication Time,Max Armadillo Matrix Multiplication Time
166.000000, 512.000000, 512.000000, 2192.000000, 0.628776, 0.008362,11992,72917,88596,70152,20,6191,6522,7714,20,21480,22081,10,2374,8306,9027,3396,28356,27332,19559,25764,12263,106439,125676,9648,75572,4564722,4494340,71014,11992,72917,88596,70152,20,6191,6522,7714,20,21480,22081,10,2374,8306,9027,3396,28356,27332,19559,25764,12263,106439,125676,9648,75572,4564722,4494340,71014,11992,72917,88596,70152,20,6191,6522,7714,20,21480,22081,10,2374,8306,9027,3396,28356,27332,19559,25764,12263,106439,125676,9648,75572,4564722,4494340,71014,11992,72917,88596,70152,20,6191,6522,7714,20,21480,22081,10,2374,8306,9027,3396,28356,27332,19559,25764,12263,106439,125676,9648,75572,4564722,4494340,71014,11992,72917,88596,70152,20,6191,6522,7714,20,21480,22081,10,2374,8306,9027,3396,28356,27332,19559,25764,12263,106439,125676,9648,75572,4564722,4494340,71014,11992,72917,88596,70152,20,6191,6522,7714,20,21480,22081,10,2374,8306,9027,3396,28356,27332,19559,25764,12263,106439,125676,9648,75572,4564722,4494340,71014,
167.000000, 434.000000, 434.000000, 4710.000000, 0.207730, 0.025006,22963,284914,389842,152677,20,18365,19467,14297,20,33132,36298,21,3627,20929,22773,7725,58260,72309,51418,51924,10379,321924,424446,14477,191860,7372688,7530955,390543,22963,284914,389842,152677,20,18365,19467,14297,20,33132,36298,21,3627,20929,22773,7725,58260,72309,51418,51924,10379,321924,424446,14477,191860,7372688,7530955,390543,22963,284914,389842,152677,20,18365,19467,14297,20,33132,36298,21,3627,20929,22773,7725,58260,72309,51418,51924,10379,321924,424446,14477,191860,7372688,7530955,390543,22963,284914,389842,152677,20,18365,19467,14297,20,33132,36298,21,3627,20929,22773,7725,58260,72309,51418,51924,10379,321924,424446,14477,191860,7372688,7530955,390543,22963,284914,389842,152677,20,18365,19467,14297,20,33132,36298,21,3627,20929,22773,7725,58260,72309,51418,51924,10379,321924,424446,14477,191860,7372688,7530955,390543,22963,284914,389842,152677,20,18365,19467,14297,20,33132,36298,21,3627,20929,22773,7725,58260,72309,51418,51924,10379,321924,424446,14477,191860,7372688,7530955,390543,
168.000000, 32.000000, 32.000000, 126.000000, 0.712946, 0.123047,912,2956,4439,5560,20,501,511,791,20,1232,1183,20,351,772,792,1553,1644,1456,982,1644,691,7694,7023,671,10179,14777,13345,11251,912,2956,4439,5560,20,501,511,791,20,1232,1183,20,351,772,792,1553,1644,1456,982,1644,691,7694,7023,671,10179,14777,13345,11251,912,2956,4439,5560,20,501,511,791,20,1232,1183,20,351,772,792,1553,1644,1456,982,1644,691,7694,7023,671,10179,14777,13345,11251,912,2956,4439,5560,20,501,511,791,20,1232,1183,20,351,772,792,1553,1644,1456,982,1644,691,7694,7023,671,10179,14777,13345,11251,912,2956,4439,5560,20,501,511,791,20,1232,1183,20,351,772,792,1553,1644,1456,982,1644,691,7694,7023,671,10179,14777,13345,11251,912,2956,4439,5560,20,501,511,791,20,1232,1183,20,351,772,792,1553,1644,1456,982,1644,691,7694,7023,671,10179,14777,13345,11251,
171.000000, 207.000000, 207.000000, 572.000000, 0.095491, 0.013349,4979,45936,56646,24737,20,3296,3256,4298,20,9137,9247,20,1503,4237,3416,3196,7696,12111,8898,7696,7023,59572,69621,5621,26810,517941,473248,35226,4979,45936,56646,24737,20,3296,3256,4298,20,9137,9247,20,1503,4237,3416,3196,7696,12111,8898,7696,7023,59572,69621,5621,26810,517941,473248,35226,4979,45936,56646,24737,20,3296,3256,4298,20,9137,9247,20,1503,4237,3416,3196,7696,12111,8898,7696,7023,59572,69621,5621,26810,517941,473248,35226,4979,45936,56646,24737,20,3296,3256,4298,20,9137,9247,20,1503,4237,3416,3196,7696,12111,8898,7696,7023,59572,69621,5621,26810,517941,473248,35226,4979,45936,56646,24737,20,3296,3256,4298,20,9137,9247,20,1503,4237,3416,3196,7696,12111,8898,7696,7023,59572,69621,5621,26810,517941,473248,35226,4979,45936,56646,24737,20,3296,3256,4298,20,9137,9247,20,1503,4237,3416,3196,7696,12111,8898,7696,7023,59572,69621,5621,26810,517941,473248,35226,
172.000000, 59.000000, 59.000000, 312.000000, 0.196713, 0.089629,1903,14868,26399,10840,20,1262,1222,1302,20,2404,2705,20,441,1684,1714,6212,3984,5544,3840,3492,1673,20900,25338,1453,13175,65463,66325,14006,1903,14868,26399,10840,20,1262,1222,1302,20,2404,2705,20,441,1684,1714,6212,3984,5544,3840,3492,1673,20900,25338,1453,13175,65463,66325,14006,1903,14868,26399,10840,20,1262,1222,1302,20,2404,2705,20,441,1684,1714,6212,3984,5544,3840,3492,1673,20900,25338,1453,13175,65463,66325,14006,1903,14868,26399,10840,20,1262,1222,1302,20,2404,2705,20,441,1684,1714,6212,3984,5544,3840,3492,1673,20900,25338,1453,13175,65463,66325,14006,1903,14868,26399,10840,20,1262,1222,1302,20,2404,2705,20,441,1684,1714,6212,3984,5544,3840,3492,1673,20900,25338,1453,13175,65463,66325,14006,1903,14868,26399,10840,20,1262,1222,1302,20,2404,2705,20,441,1684,1714,6212,3984,5544,3840,3492,1673,20900,25338,1453,13175,65463,66325,14006,
173.000000, 137.000000, 137.000000, 411.000000, 0.288200, 0.021898,2725,20789,22322,14307,20,1483,1443,2104,10,5530,5801,20,632,2194,2184,3557,5484,6668,4787,5352,3487,28664,33473,2736,16671,228679,201729,21150,2725,20789,22322,14307,20,1483,1443,2104,10,5530,5801,20,632,2194,2184,3557,5484,6668,4787,5352,3487,28664,33473,2736,16671,228679,201729,21150,2725,20789,22322,14307,20,1483,1443,2104,10,5530,5801,20,632,2194,2184,3557,5484,6668,4787,5352,3487,28664,33473,2736,16671,228679,201729,21150,2725,20789,22322,14307,20,1483,1443,2104,10,5530,5801,20,632,2194,2184,3557,5484,6668,4787,5352,3487,28664,33473,2736,16671,228679,201729,21150,2725,20789,22322,14307,20,1483,1443,2104,10,5530,5801,20,632,2194,2184,3557,5484,6668,4787,5352,3487,28664,33473,2736,16671,228679,201729,21150,2725,20789,22322,14307,20,1483,1443,2104,10,5530,5801,20,632,2194,2184,3557,5484,6668,4787,5352,3487,28664,33473,2736,16671,228679,201729,21150,
174.000000, 425.000000, 425.000000, 1339.000000, 0.301255, 0.007413,8235,65132,71413,43351,20,4498,4729,6171,20,16321,17142,20,2044,5901,6442,3005,17772,21098,15802,16764,9859,90039,108464,7384,55904,2212740,2354376,63569,8235,65132,71413,43351,20,4498,4729,6171,20,16321,17142,20,2044,5901,6442,3005,17772,21098,15802,16764,9859,90039,108464,7384,55904,2212740,2354376,63569,8235,65132,71413,43351,20,4498,4729,6171,20,16321,17142,20,2044,5901,6442,3005,17772,21098,15802,16764,9859,90039,108464,7384,55904,2212740,2354376,63569,8235,65132,71413,43351,20,4498,4729,6171,20,16321,17142,20,2044,5901,6442,3005,17772,21098,15802,16764,9859,90039,108464,7384,55904,2212740,2354376,63569,8235,65132,71413,43351,20,4498,4729,6171,20,16321,17142,20,2044,5901,6442,3005,17772,21098,15802,16764,9859,90039,108464,7384,55904,2212740,2354376,63569,8235,65132,71413,43351,20,4498,4729,6171,20,16321,17142,20,2044,5901,6442,3005,17772,21098,15802,16764,9859,90039,108464,7384,55904,2212740,2354376,63569,
175.000000, 225.000000, 225.000000, 1308.000000, 0.144984, 0.025837,6572,88035,123872,43461,20,5000,4889,5120,20,12874,12393,20,1343,6062,6262,2915,16600,23780,16412,16540,6422,88956,110687,6041,50154,1122065,1167169,78086,6572,88035,123872,43461,20,5000,4889,5120,20,12874,12393,20,1343,6062,6262,2915,16600,23780,16412,16540,6422,88956,110687,6041,50154,1122065,1167169,78086,6572,88035,123872,43461,20,5000,4889,5120,20,12874,12393,20,1343,6062,6262,2915,16600,23780,16412,16540,6422,88956,110687,6041,50154,1122065,1167169,78086,6572,88035,123872,43461,20,5000,4889,5120,20,12874,12393,20,1343,6062,6262,2915,16600,23780,16412,16540,6422,88956,110687,6041,50154,1122065,1167169,78086,6572,88035,123872,43461,20,5000,4889,5120,20,12874,12393,20,1343,6062,6262,2915,16600,23780,16412,16540,6422,88956,110687,6041,50154,1122065,1167169,78086,6572,88035,123872,43461,20,5000,4889,5120,20,12874,12393,20,1343,6062,6262,2915,16600,23780,16412,16540,6422,88956,110687,6041,50154,1122065,1167169,78086,
176.000000, 936.000000, 936.000000, 3600.000000, 0.710114, 0.004109,19035,77275,117520,112311,20,7955,7665,14056,20,31610,33042,20,2715,11471,13055,5580,46948,41568,31316,46948,18044,156192,182412,19076,87854,13873822,13899591,109355,19035,77275,117520,112311,20,7955,7665,14056,20,31610,33042,20,2715,11471,13055,5580,46948,41568,31316,46948,18044,156192,182412,19076,87854,13873822,13899591,109355,19035,77275,117520,112311,20,7955,7665,14056,20,31610,33042,20,2715,11471,13055,5580,46948,41568,31316,46948,18044,156192,182412,19076,87854,13873822,13899591,109355,19035,77275,117520,112311,20,7955,7665,14056,20,31610,33042,20,2715,11471,13055,5580,46948,41568,31316,46948,18044,156192,182412,19076,87854,13873822,13899591,109355,19035,77275,117520,112311,20,7955,7665,14056,20,31610,33042,20,2715,11471,13055,5580,46948,41568,31316,46948,18044,156192,182412,19076,87854,13873822,13899591,109355,19035,77275,117520,112311,20,7955,7665,14056,20,31610,33042,20,2715,11471,13055,5580,46948,41568,31316,46948,18044,156192,182412,19076,87854,13873822,13899591,109355,
177.000000, 1009.000000, 1009.000000, 3937.000000, 0.695134, 0.003867,21511,114034,124523,122981,20,8886,8325,15149,20,34304,36138,20,2926,12583,14287,6011,51284,45033,34056,51284,22763,174608,200847,19517,104145,16012193,15867282,134803,21511,114034,124523,122981,20,8886,8325,15149,20,34304,36138,20,2926,12583,14287,6011,51284,45033,34056,51284,22763,174608,200847,19517,104145,16012193,15867282,134803,21511,114034,124523,122981,20,8886,8325,15149,20,34304,36138,20,2926,12583,14287,6011,51284,45033,34056,51284,22763,174608,200847,19517,104145,16012193,15867282,134803,21511,114034,124523,122981,20,8886,8325,15149,20,34304,36138,20,2926,12583,14287,6011,51284,45033,34056,51284,22763,174608,200847,19517,104145,16012193,15867282,134803,21511,114034,124523,122981,20,8886,8325,15149,20,34304,36138,20,2926,12583,14287,6011,51284,45033,34056,51284,22763,174608,200847,19517,104145,16012193,15867282,134803,21511,114034,124523,122981,20,8886,8325,15149,20,34304,36138,20,2926,12583,14287,6011,51284,45033,34056,51284,22763,174608,200847,19517,104145,16012193,15867282,134803,
178.000000, 1089.000000, 1089.000000, 4225.000000, 0.719406, 0.003563,22823,90129,136936,131898,20,9057,8676,16501,20,35537,36789,20,3246,13275,16651,6162,55060,48505,36788,55060,20258,177814,212559,21630,99947,16862368,18385003,123802,22823,90129,136936,131898,20,9057,8676,16501,20,35537,36789,20,3246,13275,16651,6162,55060,48505,36788,55060,20258,177814,212559,21630,99947,16862368,18385003,123802,22823,90129,136936,131898,20,9057,8676,16501,20,35537,36789,20,3246,13275,16651,6162,55060,48505,36788,55060,20258,177814,212559,21630,99947,16862368,18385003,123802,22823,90129,136936,131898,20,9057,8676,16501,20,35537,36789,20,3246,13275,16651,6162,55060,48505,36788,55060,20258,177814,212559,21630,99947,16862368,18385003,123802,22823,90129,136936,131898,20,9057,8676,16501,20,35537,36789,20,3246,13275,16651,6162,55060,48505,36788,55060,20258,177814,212559,21630,99947,16862368,18385003,123802,22823,90129,136936,131898,20,9057,8676,16501,20,35537,36789,20,3246,13275,16651,6162,55060,48505,36788,55060,20258,177814,212559,21630,99947,16862368,18385003,123802,
179.000000, 1440.000000, 1440.000000, 5472.000000, 0.697007, 0.002639,30438,122509,183734,179917,20,12393,11692,21680,20,49302,50745,20,4188,18014,20268,7955,71428,63672,48651,71428,29886,247424,285927,29065,145713,29675350,33023020,164910,30438,122509,183734,179917,20,12393,11692,21680,20,49302,50745,20,4188,18014,20268,7955,71428,63672,48651,71428,29886,247424,285927,29065,145713,29675350,33023020,164910,30438,122509,183734,179917,20,12393,11692,21680,20,49302,50745,20,4188,18014,20268,7955,71428,63672,48651,71428,29886,247424,285927,29065,145713,29675350,33023020,164910,30438,122509,183734,179917,20,12393,11692,21680,20,49302,50745,20,4188,18014,20268,7955,71428,63672,48651,71428,29886,247424,285927,29065,145713,29675350,33023020,164910,30438,122509,183734,179917,20,12393,11692,21680,20,49302,50745,20,4188,18014,20268,7955,71428,63672,48651,71428,29886,247424,285927,29065,145713,29675350,33023020,164910,30438,122509,183734,179917,20,12393,11692,21680,20,49302,50745,20,4188,18014,20268,7955,71428,63672,48651,71428,29886,247424,285927,29065,145713,29675350,33023020,164910,
180.000000, 1180.000000, 1180.000000, 4465.000000, 0.696299, 0.003207,23414,129974,143650,140103,20,9818,9438,17262,20,38643,41368,20,3317,14297,15950,6392,58304,52104,39580,58304,22973,195106,226866,22171,110607,19320087,21346138,135875,23414,129974,143650,140103,20,9818,9438,17262,20,38643,41368,20,3317,14297,15950,6392,58304,52104,39580,58304,22973,195106,226866,22171,110607,19320087,21346138,135875,23414,129974,143650,140103,20,9818,9438,17262,20,38643,41368,20,3317,14297,15950,6392,58304,52104,39580,58304,22973,195106,226866,22171,110607,19320087,21346138,135875,23414,129974,143650,140103,20,9818,9438,17262,20,38643,41368,20,3317,14297,15950,6392,58304,52104,39580,58304,22973,195106,226866,22171,110607,19320087,21346138,135875,23414,129974,143650,140103,20,9818,9438,17262,20,38643,41368,20,3317,14297,15950,6392,58304,52104,39580,58304,22973,195106,226866,22171,110607,19320087,21346138,135875,23414,129974,143650,140103,20,9818,9438,17262,20,38643,41368,20,3317,14297,15950,6392,58304,52104,39580,58304,22973,195106,226866,22171,110607,19320087,21346138,135875,
181.000000, 1377.000000, 1377.000000, 5185.000000, 0.690438, 0.002735,26751,145042,159609,156834,10,10981,10530,19617,20,43321,46587,20,3567,15870,17844,7283,67732,60697,46342,67732,26028,222017,255279,25978,149611,25535415,28598781,146645,26751,145042,159609,156834,10,10981,10530,19617,20,43321,46587,20,3567,15870,17844,7283,67732,60697,46342,67732,26028,222017,255279,25978,149611,25535415,28598781,146645,26751,145042,159609,156834,10,10981,10530,19617,20,43321,46587,20,3567,15870,17844,7283,67732,60697,46342,67732,26028,222017,255279,25978,149611,25535415,28598781,146645,26751,145042,159609,156834,10,10981,10530,19617,20,43321,46587,20,3567,15870,17844,7283,67732,60697,46342,67732,26028,222017,255279,25978,149611,25535415,28598781,146645,26751,145042,159609,156834,10,10981,10530,19617,20,43321,46587,20,3567,15870,17844,7283,67732,60697,46342,67732,26028,222017,255279,25978,149611,25535415,28598781,146645,26751,145042,159609,156834,10,10981,10530,19617,20,43321,46587,20,3567,15870,17844,7283,67732,60697,46342,67732,26028,222017,255279,25978,149611,25535415,28598781,146645,
182.000000, 1138.000000, 1138.000000, 4294.000000, 0.674303, 0.003316,23444,96200,141415,136726,20,10079,9708,17202,21,38883,39915,20,3527,14277,16010,6993,56084,50202,38228,56084,29125,195116,221015,22873,118983,20551056,20284797,145162,23444,96200,141415,136726,20,10079,9708,17202,21,38883,39915,20,3527,14277,16010,6993,56084,50202,38228,56084,29125,195116,221015,22873,118983,20551056,20284797,145162,23444,96200,141415,136726,20,10079,9708,17202,21,38883,39915,20,3527,14277,16010,6993,56084,50202,38228,56084,29125,195116,221015,22873,118983,20551056,20284797,145162,23444,96200,141415,136726,20,10079,9708,17202,21,38883,39915,20,3527,14277,16010,6993,56084,50202,38228,56084,29125,195116,221015,22873,118983,20551056,20284797,145162,23444,96200,141415,136726,20,10079,9708,17202,21,38883,39915,20,3527,14277,16010,6993,56084,50202,38228,56084,29125,195116,221015,22873,118983,20551056,20284797,145162,23444,96200,141415,136726,20,10079,9708,17202,21,38883,39915,20,3527,14277,16010,6993,56084,50202,38228,56084,29125,195116,221015,22873,118983,20551056,20284797,145162,
183.000000, 1141.000000, 1141.000000, 4303.000000, 0.672933, 0.003305,22762,98495,144862,135364,20,9899,9457,16882,20,38122,39083,10,3626,13997,15479,6953,56204,50325,38196,56204,22812,195126,219462,23925,119854,18199476,19994612,138039,22762,98495,144862,135364,20,9899,9457,16882,20,38122,39083,10,3626,13997,15479,6953,56204,50325,38196,56204,22812,195126,219462,23925,119854,18199476,19994612,138039,22762,98495,144862,135364,20,9899,9457,16882,20,38122,39083,10,3626,13997,15479,6953,56204,50325,38196,56204,22812,195126,219462,23925,119854,18199476,19994612,138039,22762,98495,144862,135364,20,9899,9457,16882,20,38122,39083,10,3626,13997,15479,6953,56204,50325,38196,56204,22812,195126,219462,23925,119854,18199476,19994612,138039,22762,98495,144862,135364,20,9899,9457,16882,20,38122,39083,10,3626,13997,15479,6953,56204,50325,38196,56204,22812,195126,219462,23925,119854,18199476,19994612,138039,22762,98495,144862,135364,20,9899,9457,16882,20,38122,39083,10,3626,13997,15479,6953,56204,50325,38196,56204,22812,195126,219462,23925,119854,18199476,19994612,138039,
184.000000, 1349.000000, 1349.000000, 5225.000000, 0.723153, 0.002871,29695,149690,168075,165861,20,11251,10640,20348,20,44534,44854,20,4117,16622,18384,7675,68100,60045,45611,68100,26750,224211,265057,27301,122350,26253812,29403180,152176,29695,149690,168075,165861,20,11251,10640,20348,20,44534,44854,20,4117,16622,18384,7675,68100,60045,45611,68100,26750,224211,265057,27301,122350,26253812,29403180,152176,29695,149690,168075,165861,20,11251,10640,20348,20,44534,44854,20,4117,16622,18384,7675,68100,60045,45611,68100,26750,224211,265057,27301,122350,26253812,29403180,152176,29695,149690,168075,165861,20,11251,10640,20348,20,44534,44854,20,4117,16622,18384,7675,68100,60045,45611,68100,26750,224211,265057,27301,122350,26253812,29403180,152176,29695,149690,168075,165861,20,11251,10640,20348,20,44534,44854,20,4117,16622,18384,7675,68100,60045,45611,68100,26750,224211,265057,27301,122350,26253812,29403180,152176,29695,149690,168075,165861,20,11251,10640,20348,20,44534,44854,20,4117,16622,18384,7675,68100,60045,45611,68100,26750,224211,265057,27301,122350,26253812,29403180,152176,
185.000000, 9.000000, 9.000000, 50.000000, 0.788889, 0.617284,571,1262,1824,2735,31,280,271,541,20,521,561,30,201,611,531,1252,640,485,308,640,481,4389,3266,441,3115,2094,2585,4348,571,1262,1824,2735,31,280,271,541,20,521,561,30,201,611,531,1252,640,485,308,640,481,4389,3266,441,3115,2094,2585,4348,571,1262,1824,2735,31,280,271,541,20,521,561,30,201,611,531,1252,640,485,308,640,481,4389,3266,441,3115,2094,2585,4348,571,1262,1824,2735,31,280,271,541,20,521,561,30,201,611,531,1252,640,485,308,640,481,4389,3266,441,3115,2094,2585,4348,571,1262,1824,2735,31,280,271,541,20,521,561,30,201,611,531,1252,640,485,308,640,481,4389,3266,441,3115,2094,2585,4348,571,1262,1824,2735,31,280,271,541,20,521,561,30,201,611,531,1252,640,485,308,640,481,4389,3266,441,3115,2094,2585,4348,
186.000000, 11.000000, 11.000000, 76.000000, 0.830087, 0.628099,691,1643,2404,5400,30,341,340,661,20,631,672,30,261,631,591,1142,960,647,386,960,551,5330,4007,561,5710,3176,3106,4950,691,1643,2404,5400,30,341,340,661,20,631,672,30,261,631,591,1142,960,647,386,960,551,5330,4007,561,5710,3176,3106,4950,691,1643,2404,5400,30,341,340,661,20,631,672,30,261,631,591,1142,960,647,386,960,551,5330,4007,561,5710,3176,3106,4950,691,1643,2404,5400,30,341,340,661,20,631,672,30,261,631,591,1142,960,647,386,960,551,5330,4007,561,5710,3176,3106,4950,691,1643,2404,5400,30,341,340,661,20,631,672,30,261,631,591,1142,960,647,386,960,551,5330,4007,561,5710,3176,3106,4950,691,1643,2404,5400,30,341,340,661,20,631,672,30,261,631,591,1142,960,647,386,960,551,5330,4007,561,5710,3176,3106,4950,
187.000000, 991.000000, 991.000000, 6027.000000, 0.619568, 0.006137,34525,181931,216787,189084,20,19376,19015,24395,20,45565,46337,21,7053,41729,26309,14006,76292,65650,47251,76292,30407,279203,306805,27271,299572,22034549,23640131,590567,34525,181931,216787,189084,20,19376,19015,24395,20,45565,46337,21,7053,41729,26309,14006,76292,65650,47251,76292,30407,279203,306805,27271,299572,22034549,23640131,590567,34525,181931,216787,189084,20,19376,19015,24395,20,45565,46337,21,7053,41729,26309,14006,76292,65650,47251,76292,30407,279203,306805,27271,299572,22034549,23640131,590567,34525,181931,216787,189084,20,19376,19015,24395,20,45565,46337,21,7053,41729,26309,14006,76292,65650,47251,76292,30407,279203,306805,27271,299572,22034549,23640131,590567,34525,181931,216787,189084,20,19376,19015,24395,20,45565,46337,21,7053,41729,26309,14006,76292,65650,47251,76292,30407,279203,306805,27271,299572,22034549,23640131,590567,34525,181931,216787,189084,20,19376,19015,24395,20,45565,46337,21,7053,41729,26309,14006,76292,65650,47251,76292,30407,279203,306805,27271,299572,22034549,23640131,590567,
188.000000, 131.000000, 131.000000, 536.000000, 0.022543, 0.031234,3206,35436,48320,18906,21,2595,2485,2795,20,6141,6322,20,902,3126,3115,4638,6960,11037,7866,6960,3867,40246,50394,3396,24466,285265,265237,44483,3206,35436,48320,18906,21,2595,2485,2795,20,6141,6322,20,902,3126,3115,4638,6960,11037,7866,6960,3867,40246,50394,3396,24466,285265,265237,44483,3206,35436,48320,18906,21,2595,2485,2795,20,6141,6322,20,902,3126,3115,4638,6960,11037,7866,6960,3867,40246,50394,3396,24466,285265,265237,44483,3206,35436,48320,18906,21,2595,2485,2795,20,6141,6322,20,902,3126,3115,4638,6960,11037,7866,6960,3867,40246,50394,3396,24466,285265,265237,44483,3206,35436,48320,18906,21,2595,2485,2795,20,6141,6322,20,902,3126,3115,4638,6960,11037,7866,6960,3867,40246,50394,3396,24466,285265,265237,44483,3206,35436,48320,18906,21,2595,2485,2795,20,6141,6322,20,902,3126,3115,4638,6960,11037,7866,6960,3867,40246,50394,3396,24466,285265,265237,44483,
