Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Eigen Constructor Time,CSF2 Constructor Time,CSF3 Constructor Time,Armadillo Constructor Time,Eigen InnerIterator Time,CSF2 InnerIterator Time,CSF3 InnerIterator Time,Armadillo InnerIterator Time,Eigen Scalar Multiplication Time,CSF2 Scalar Multiplication Time,CSF3 Scalar Multiplication Time,Armadillo Scalar Multiplication Time,Eigen Vector Multiplication Time,CSF2 Vector Multiplication Time,CSF3 Vector Multiplication Time,Armadillo Vector Multiplication Time,Eigen Memory Usage,CSF2 Memory Usage,CSF3 Memory Usage,Armadillo Memory Usage,Eigen Transpose Time,CSF2 Transpose Time,CSF3 Transpose Time,Armadillo Transpose Time,Eigen Matrix Multiplication Time,CSF2 Matrix Multiplication Time,CSF3 Matrix Multiplication Time,Armadillo Matrix Multiplication Time,Eigen Outer Sum Time,CSF2 Outer Sum Time,CSF3 Outer Sum Time,Armadillo Outer Sum Time,Eigen Sum Time,CSF2 Sum Time,CSF3 Sum Time,Armadillo Sum Time,Eigen Norm Time,CSF2 Norm Time,CSF3 Norm Time,Armadillo Norm Time
7.000000, 219.000000, 85.000000, 438.000000, 0.786004, 0.023529,5660,24806,15088,29384,20,2334,1613,2264,451,130,1724,251,2454,2505,14667,5781,5600,5856,2672,5600,2174,61924,63016,2334,62565,410395,485272,34584,612,1162,2475,1993,30,20,2335,51,611,661,1793,290,
7.000000, 219.000000, 85.000000, 438.000000, 0.786004, 0.023529,9507,13114,28482,27811,20,2305,2475,3276,731,271,1663,241,9358,5510,2134,3526,5600,5856,2672,5600,1423,66382,52897,2455,44051,397290,412348,38530,551,431,2985,1443,30,20,2575,50,761,210,13875,361,
7.000000, 219.000000, 85.000000, 438.000000, 0.786004, 0.023529,5610,13625,14497,24034,50,1443,1653,2134,521,130,1633,251,912,4388,2926,6351,5600,5856,2672,5600,12232,33622,39112,2194,29825,405275,451751,42729,491,210,1663,1482,41,20,1653,21,761,150,1744,501,
7.000000, 219.000000, 85.000000, 438.000000, 0.786004, 0.023529,5069,13485,13555,17322,40,1403,1553,2114,561,101,1623,240,691,1943,1994,5691,5600,5856,2672,5600,1363,36377,36627,9478,28352,356736,336499,34043,702,160,1683,1282,30,20,1603,20,692,141,1673,320,
7.000000, 219.000000, 85.000000, 438.000000, 0.786004, 0.023529,3296,10409,12563,15658,20,1382,1483,2013,601,131,1553,230,2645,1914,1984,3917,5600,5856,2672,5600,1292,34714,36036,1794,28382,407610,390448,33221,391,180,1653,1142,20,20,1543,20,410,110,1693,201,
7.000000, 219.000000, 85.000000, 438.000000, 0.786004, 0.023529,3707,10329,12804,15989,20,2254,1543,2214,421,110,1663,240,1262,2234,2715,2925,5600,5856,2672,5600,3256,36297,38641,1853,36708,358689,393634,43650,511,340,1704,1213,40,20,2414,20,621,171,1653,191,
7.000000, 219.000000, 85.000000, 438.000000, 0.786004, 0.023529,8355,12292,23603,17111,20,2215,1563,3276,661,270,1874,331,1112,2325,3446,3746,5600,5856,2672,5600,3436,89595,43610,1323,29995,454005,410886,33131,801,321,2634,1653,30,20,1623,40,541,110,1703,351,
7.000000, 219.000000, 85.000000, 438.000000, 0.786004, 0.023529,12744,12703,12553,25116,20,1453,1543,2073,631,271,1653,240,741,1914,2865,3837,5600,5856,2672,5600,4799,38521,36236,1543,28703,439688,340426,33221,481,160,2915,1112,30,20,1623,30,511,161,1663,221,
8.000000, 292.000000, 292.000000, 1250.000000, 0.733427, 0.014660,11291,37659,42097,44011,20,5210,5059,7114,2284,331,5921,791,2234,6532,5961,4749,16172,19040,9026,16172,4388,82371,81821,5741,65770,1612634,1572971,80658,3266,732,5340,5180,40,20,5000,40,2204,490,5950,601,
8.000000, 292.000000, 292.000000, 1250.000000, 0.733427, 0.014660,10679,45304,43330,44422,20,4609,5029,7203,2364,291,4999,751,1964,5290,6001,4117,16172,19040,9026,16172,4287,77612,92199,12513,61573,1612174,1593089,77393,6913,932,5440,4709,20,20,4939,20,2144,501,5039,520,
8.000000, 292.000000, 292.000000, 1250.000000, 0.733427, 0.014660,11070,37869,44692,44392,20,4488,4959,7053,2484,290,5080,611,2375,7373,5681,4288,16172,19040,9026,16172,3436,88853,79476,5279,54400,1646186,1778780,78524,9948,11822,7664,4187,20,20,4919,50,2124,471,5260,1002,
8.000000, 292.000000, 292.000000, 1250.000000, 0.733427, 0.014660,19225,38501,45092,49541,20,4508,4859,6933,2044,331,5259,641,2134,5600,7934,4378,16172,19040,9026,16172,4308,79035,78143,5630,71932,1610701,1672875,76621,2174,7984,5400,4819,30,20,4989,120,2104,320,5059,821,
8.000000, 292.000000, 292.000000, 1250.000000, 0.733427, 0.014660,9347,45524,44571,47768,20,7364,6051,7013,2224,320,5189,651,2234,5721,5580,4348,16172,19040,9026,16172,17292,77903,90908,6191,53989,1717758,1585224,81440,2044,8246,15949,4979,30,30,5009,20,2525,461,5300,661,
8.000000, 292.000000, 292.000000, 1250.000000, 0.733427, 0.014660,11451,39573,40575,44362,20,5790,5210,6983,2124,320,5080,611,2254,6061,5961,3316,16172,19040,9026,16172,4108,86309,85046,5640,59038,1776927,1674067,81410,6231,701,16180,6322,30,30,4929,20,2083,451,5299,791,
8.000000, 292.000000, 292.000000, 1250.000000, 0.733427, 0.014660,13986,36548,45705,48609,30,4619,4989,7043,2495,451,4989,621,2024,6402,10259,5369,16172,19040,9026,16172,4599,81911,78574,6763,69428,1755598,1696499,83203,2405,1262,14737,4468,40,20,6272,30,1973,330,5230,662,
8.000000, 292.000000, 292.000000, 1250.000000, 0.733427, 0.014660,13765,48489,55852,66883,20,4828,5640,8907,2214,340,6162,621,2265,5480,6783,3517,16172,19040,9026,16172,6762,109361,85036,5590,75319,1699494,1574945,81209,12633,1933,15699,4578,40,20,4929,20,2034,1863,7423,1002,
8.000000, 292.000000, 292.000000, 1250.000000, 0.733427, 0.014660,16700,51515,49671,47547,20,4539,5079,7143,2074,301,5069,721,2214,5660,5871,4218,16172,19040,9026,16172,4168,83474,85357,6382,75379,1741541,1609399,79416,4498,2295,5450,4658,30,30,4959,30,2034,330,5340,952,
8.000000, 292.000000, 292.000000, 1250.000000, 0.733427, 0.014660,26319,40885,45714,47928,20,4588,5049,7134,2564,321,5339,751,2364,5661,8015,3306,16172,19040,9026,16172,14166,88022,90296,5170,52617,1698783,1653760,87351,2765,571,5190,4608,30,20,4969,40,2114,6492,5620,942,
9.000000, 331.000000, 104.000000, 662.000000, 0.830654, 0.019231,6652,22030,18925,33091,20,2495,2345,2955,872,151,2304,481,3346,3857,3236,5039,8364,7664,3527,8364,3466,71792,59640,2705,52898,1037607,1070608,65361,1372,420,2455,2415,30,20,2284,40,962,151,2514,421,
9.000000, 331.000000, 104.000000, 662.000000, 0.830654, 0.019231,5761,14437,16982,32239,20,1893,2134,2895,791,131,2324,360,11501,2675,2765,4619,8364,7664,3527,8364,2164,57696,51625,5470,49060,885227,886269,60902,961,201,2304,2083,30,20,2274,40,761,151,2264,301,
9.000000, 331.000000, 104.000000, 662.000000, 0.830654, 0.019231,5891,17041,26258,23834,20,3096,2204,4709,481,140,2354,401,2635,3145,17462,7263,8364,7664,3527,8364,1763,61393,61172,3336,52116,780314,846876,64097,931,521,2314,1573,20,20,2224,40,752,231,2354,711,
9.000000, 331.000000, 104.000000, 662.000000, 0.830654, 0.019231,10790,19896,18774,24835,30,2064,2084,2945,742,140,3166,371,10790,5259,3316,5921,8364,7664,3527,8364,2174,76039,59740,2705,56614,798208,934689,74427,901,190,2414,2054,30,20,2304,20,802,221,2475,421,
9.000000, 331.000000, 104.000000, 662.000000, 0.830654, 0.019231,5450,18494,19566,25466,31,2945,2375,2945,672,160,2405,361,982,5941,2976,10229,8364,7664,3527,8364,16901,55803,67374,2605,53539,908430,834514,70419,702,311,2484,1903,30,30,3477,31,842,180,2375,491,
9.000000, 331.000000, 104.000000, 662.000000, 0.830654, 0.019231,10248,18825,17993,31408,20,2094,2194,2925,851,140,2605,531,902,3045,2826,6952,8364,7664,3527,8364,2775,55051,55833,12332,48850,828173,794490,63787,1182,320,2325,1753,110,20,2324,30,842,130,3726,300,
9.000000, 331.000000, 104.000000, 662.000000, 0.830654, 0.019231,7905,13405,17111,27731,20,1994,2083,2795,741,130,2184,341,3246,2745,3176,6091,8364,7664,3527,8364,2425,62915,58097,2865,55953,915503,879978,62875,581,451,2344,2184,40,20,3486,30,581,131,2354,301,
9.000000, 331.000000, 104.000000, 662.000000, 0.830654, 0.019231,5540,18705,18364,29214,20,1983,2154,2856,451,130,2234,461,982,3015,2955,4388,8364,7664,3527,8364,2925,56314,57145,2084,52757,805260,786796,64038,1202,571,3597,2073,30,20,2364,30,762,421,2555,501,
9.000000, 331.000000, 104.000000, 662.000000, 0.830654, 0.019231,10900,14156,21609,24305,20,1994,3346,3035,581,110,2354,341,952,3677,4278,4809,8364,7664,3527,8364,4068,52917,53499,1823,55141,862746,760097,59489,851,470,3125,2034,30,20,2324,20,591,140,2324,271,
9.000000, 331.000000, 104.000000, 662.000000, 0.830654, 0.019231,18293,15939,22712,24505,20,2054,2164,4167,721,140,2335,421,952,2765,3767,4348,8364,7664,3527,8364,8115,53558,53518,2174,51895,908330,778651,65550,651,200,2364,2164,51,20,2184,20,521,671,2264,290,
10.000000, 608.000000, 188.000000, 1216.000000, 0.831237, 0.010638,13405,29324,33492,45043,20,4959,4088,5170,1573,371,4168,581,1663,4799,5731,7273,15348,13912,6856,15348,3997,107607,103320,4167,96688,3666531,3588176,114490,3106,451,4489,3577,160,20,4027,301,2094,240,4288,691,
10.000000, 608.000000, 188.000000, 1216.000000, 0.831237, 0.010638,20839,40985,31908,42138,20,3546,3947,5250,1824,210,4077,582,1523,4528,4919,8115,15348,13912,6856,15348,4689,92259,91819,8506,91899,3174356,3049396,117536,4999,781,4889,3737,30,20,4078,20,1433,260,4158,1092,
10.000000, 608.000000, 188.000000, 1216.000000, 0.831237, 0.010638,9878,28472,37739,42999,20,3577,4048,5340,911,220,4298,612,2895,5600,4969,8525,15348,13912,6856,15348,3907,99152,99483,4168,111124,2751088,3062049,116314,6573,19446,5891,2845,20,20,3947,281,1442,261,4398,1413,
10.000000, 608.000000, 188.000000, 1216.000000, 0.831237, 0.010638,17843,32801,31989,52606,20,3877,3747,5200,1312,210,4529,582,1542,4849,5741,9688,15348,13912,6856,15348,4358,120401,92740,3947,127645,2716875,3009222,150587,1372,4719,4458,3236,30,20,4007,30,952,211,6723,1934,
10.000000, 608.000000, 188.000000, 1216.000000, 0.831237, 0.010638,8876,39222,34573,44762,20,4749,3957,5149,1152,210,5710,581,1723,5319,4949,11060,15348,13912,6856,15348,27180,112446,141941,5209,132914,3112011,2696296,117616,1312,5180,25387,4127,40,20,3918,20,1864,311,4188,1132,
10.000000, 608.000000, 188.000000, 1216.000000, 0.831237, 0.010638,9868,27040,31809,43610,20,5369,3897,5309,1352,210,4278,581,1593,5541,5009,6592,15348,13912,6856,15348,3046,99964,142061,5029,110463,2741760,2737913,120401,4268,491,20407,3246,30,30,3987,20,2084,351,4248,651,
10.000000, 608.000000, 188.000000, 1216.000000, 0.831237, 0.010638,8957,27160,35075,46065,20,3556,3687,5249,1323,230,4178,592,2174,4819,5450,8105,15348,13912,6856,15348,4057,92400,95245,8996,103540,3100791,3058082,116545,771,401,21119,3036,30,20,3987,20,1042,240,4228,631,
10.000000, 608.000000, 188.000000, 1216.000000, 0.831237, 0.010638,17513,33702,50192,45824,20,3627,3807,5279,882,471,4338,591,1543,4739,4979,8285,15348,13912,6856,15348,5069,98581,103700,3927,114931,2813632,2678914,113268,5721,3196,20397,3937,30,20,3948,30,1843,531,4669,762,
10.000000, 608.000000, 188.000000, 1216.000000, 0.831237, 0.010638,10880,48599,37639,43039,20,3536,3867,5380,1162,200,4178,581,1543,5129,5010,7514,15348,13912,6856,15348,3186,105193,107157,3096,99874,3077047,2637469,111776,2875,2114,4298,3216,30,20,3947,20,1162,210,4138,841,
10.000000, 608.000000, 188.000000, 1216.000000, 0.831237, 0.010638,38932,31248,37399,43139,20,3837,3907,5109,1292,210,4167,581,1753,5660,5320,7033,15348,13912,6856,15348,12533,114230,94845,3116,91648,3103035,2697279,112757,1713,390,3987,2795,30,20,4057,30,1322,1944,5590,821,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,4468,21329,24244,12213,20,1813,1342,2895,701,240,2144,241,1032,2254,2675,7384,3992,5320,2538,3992,2124,22191,33411,2214,20948,120932,148503,22602,722,310,2103,2224,40,20,1944,30,702,200,2474,411,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,4568,16019,21579,21750,20,1663,1884,2885,691,241,2093,261,872,2194,2224,3707,3992,5320,2538,3992,1653,33171,28773,5110,18764,162519,177266,21349,632,390,2184,1743,30,20,1994,30,681,281,2164,201,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,10279,22061,25096,20728,20,1733,1683,2805,621,241,2094,251,711,2084,2704,6021,3992,5320,2538,3992,1453,36196,35185,2004,17862,116334,181714,20788,551,281,2144,1974,41,20,2043,30,591,280,1934,281,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,5751,12913,13104,14126,20,1072,1753,1933,551,230,1372,211,752,1553,1582,2745,3992,5320,2538,3992,992,22372,23283,4979,13415,102318,125401,15107,661,150,1463,1382,30,20,1403,30,561,120,1412,190,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,2675,12884,13174,14116,20,1272,1372,1913,601,120,1352,190,541,1633,1513,5691,3992,5320,2538,3992,8806,20547,22141,1452,13845,129609,104432,15539,481,211,1403,1413,30,30,1353,30,531,151,1373,180,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,4629,12383,12924,13585,20,1232,1323,1843,521,120,1343,190,441,1623,1472,5801,3992,5320,2538,3992,851,24174,23884,4719,13495,113058,95436,16941,360,350,1362,1302,20,30,1363,20,441,130,1333,171,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,2525,10099,10439,26339,20,1222,1242,1643,450,110,1202,181,461,1403,1463,3417,3992,5320,2538,3992,972,20327,22171,1703,12213,123477,113478,13746,191,170,1432,1102,20,30,1212,20,361,110,1172,151,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,2605,8746,10249,11651,20,1062,1102,1613,250,101,1322,160,521,1342,1473,2445,3992,5320,2538,3992,1733,21449,20949,1303,11732,101747,91148,14387,351,170,1282,1002,20,20,1213,20,321,150,1192,151,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,5270,10890,11722,13885,20,981,1312,1893,260,100,1332,201,470,1603,1543,2735,3992,5320,2538,3992,1863,20448,23163,1222,12593,130971,103029,14717,391,301,1382,1142,20,20,1363,30,330,120,1353,140,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,7243,12403,11581,13666,20,1152,1282,1753,471,120,1322,200,491,1523,1633,2855,3992,5320,2538,3992,3777,23884,23433,1312,11591,131763,104081,17121,270,161,1352,1363,20,20,1292,20,331,170,1322,160,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,18715,44001,55231,76982,20,8045,6312,10620,2715,471,9076,931,2544,10219,13485,6672,24164,21704,11064,24164,6351,174972,165274,8456,166396,9263530,9398568,186944,3606,1072,9818,5740,30,20,6001,271,3487,511,9357,851,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,18855,71361,50523,77392,21,5801,6132,8296,2445,441,8004,942,2345,9277,12543,6772,24164,21704,11064,24164,6593,148052,160034,20587,146109,7854810,7664650,187304,8446,2074,10379,5801,20,30,5991,20,2825,431,8165,1953,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,16751,43951,55352,81229,20,5711,6191,9237,1492,331,8155,922,4628,9968,12563,5460,24164,21704,11064,24164,5300,172457,169722,6872,176785,7196800,7887240,188407,10359,34062,11621,4729,40,20,6702,301,2254,521,8566,1724,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,30106,47939,51514,66512,20,5680,6261,8736,2044,311,8145,901,4929,7674,13625,5590,24164,21704,11064,24164,6161,157670,149435,7484,160805,7327221,7753253,183006,2043,7453,9328,5119,40,21,6131,40,1723,341,8546,1542,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,14346,53278,59810,70390,20,11972,6171,10419,1833,330,8255,942,3076,8075,12303,5961,24164,21704,11064,24164,48859,191012,179500,8005,189929,7853808,7086598,182986,1823,7814,35755,4970,30,20,6241,30,2785,701,8375,2014,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,16700,41496,53308,67234,20,6712,6422,9557,2034,331,8095,911,4769,8155,12753,4949,24164,21704,11064,24164,5079,159914,163511,8025,170203,7168899,6953032,186413,7214,711,34293,4970,131,20,6232,41,3096,481,8195,962,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,14808,42137,55913,71972,20,6602,6261,13535,2114,321,8396,991,2385,7924,13254,5290,24164,21704,11064,24164,6222,149054,158091,10539,178809,8206918,7906876,185782,2645,1483,34103,5220,20,30,6152,20,2385,331,13004,1192,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,18915,41897,67164,71632,20,5720,6192,8616,1483,471,8245,1182,2645,7494,12994,7464,24164,21704,11064,24164,8306,155476,158762,6702,179149,7210916,7136199,182766,9517,4869,35755,6462,40,20,6172,30,2595,691,8656,1363,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,18514,75158,59459,72012,20,6903,6191,8997,1954,320,8235,1794,2495,8696,12824,6752,24164,21704,11064,24164,5961,159884,160354,7734,175002,7933866,7148582,181654,5310,3647,9147,5580,30,30,6192,40,1864,331,9909,1152,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,58086,45865,61443,68657,30,9247,6061,9347,2144,320,9027,1874,2484,8255,11271,6031,24164,21704,11064,24164,20648,169902,153652,7144,175442,7912386,7038810,181935,2645,541,8436,5560,40,20,6382,30,2244,3607,9197,1422,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,912,5070,5140,4297,20,461,541,792,271,90,491,140,330,631,791,1583,1180,2236,1123,1180,491,8446,9908,691,8265,18924,21520,7324,280,110,551,742,31,20,531,30,250,81,511,190,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,942,4438,4188,4208,20,411,481,781,250,60,440,80,461,551,661,951,1180,2236,1123,1180,321,8125,7173,401,4398,21159,15388,4439,240,80,491,541,30,20,511,20,221,70,481,80,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,871,3306,4889,3877,20,320,380,601,120,60,381,60,220,490,491,801,1180,2236,1123,1180,291,8516,8215,381,5720,16180,17883,4108,190,80,411,461,20,20,371,20,150,60,481,70,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,801,4839,4147,3486,20,300,330,521,150,60,321,50,171,531,441,752,1180,2236,1123,1180,281,8145,7303,341,5670,16390,17712,3316,140,81,401,401,20,20,340,20,100,60,421,70,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,801,4759,4748,3987,20,270,301,481,100,71,331,60,150,461,361,771,1180,2236,1123,1180,341,6422,7644,361,6522,18704,13235,3095,70,70,331,361,20,20,331,20,100,60,331,71,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,782,4879,4078,3577,20,291,301,471,100,60,311,60,190,421,441,781,1180,2236,1123,1180,311,8385,8255,361,4839,15709,12904,2865,70,81,340,400,20,20,311,20,110,60,311,80,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,811,3637,4137,3607,20,270,301,441,110,60,311,50,150,411,381,751,1180,2236,1123,1180,321,7724,7013,381,5541,16841,18825,3366,100,81,340,371,30,20,291,31,90,60,311,70,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,841,3226,4338,3657,20,291,281,441,100,60,290,60,120,401,390,811,1180,2236,1123,1180,301,6712,8165,360,3497,16611,14297,3156,151,80,391,351,20,20,300,20,101,80,300,80,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,862,3777,4108,3476,20,270,290,461,90,60,311,60,161,471,331,782,1180,2236,1123,1180,341,8326,7684,351,3867,19816,12674,4879,140,80,351,351,20,20,290,20,90,60,310,80,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,1112,5149,4298,4227,20,280,320,431,120,70,340,60,130,431,381,811,1180,2236,1123,1180,300,8716,7664,321,3186,22732,13615,4117,120,90,320,340,30,20,291,20,90,70,311,70,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,1082,5901,6211,5059,20,601,752,1042,391,101,691,100,501,792,982,1844,1496,2808,1406,1496,622,10790,11270,892,10860,31398,22431,9227,400,120,621,922,30,20,692,20,361,80,731,250,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,1082,5310,5350,4859,21,791,601,1002,311,71,611,80,511,722,752,1122,1496,2808,1406,1496,330,10379,9768,631,7063,29594,23373,6682,381,131,561,741,30,20,581,30,281,90,641,80,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,1081,4268,6212,4598,20,441,531,862,240,70,541,80,281,611,782,1072,1496,2808,1406,1496,341,10449,11030,430,9387,27491,29254,6271,261,110,521,541,20,20,561,30,240,80,581,101,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,1002,5871,5199,4468,20,450,451,732,210,70,481,70,290,691,761,922,1496,2808,1406,1496,321,10830,9718,431,7153,31417,28723,4528,181,100,460,491,20,20,551,20,200,70,511,100,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,1142,8816,9367,5109,20,721,491,1172,141,101,481,90,401,672,591,1173,1496,2808,1406,1496,641,8456,9808,591,9928,30346,34053,4509,170,140,440,521,21,20,501,20,311,181,441,100,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,992,5940,5099,4929,21,431,451,932,231,161,461,70,230,541,651,1042,1496,2808,1406,1496,431,12092,10580,420,6101,27360,21871,5891,170,100,481,471,20,20,461,30,201,80,470,100,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,992,4849,6882,4508,20,421,370,732,211,70,451,70,200,531,681,991,1496,2808,1406,1496,421,10379,12042,461,7524,26929,28914,5059,140,90,761,491,21,20,390,20,180,70,471,70,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,1442,4338,5570,7043,20,401,441,1082,211,71,460,80,221,601,601,1322,1496,2808,1406,1496,351,9768,11190,421,4989,27420,23343,4408,150,100,471,511,30,20,451,40,381,140,471,80,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,1102,5400,5651,4468,20,381,511,722,181,60,521,80,231,631,591,972,1496,2808,1406,1496,350,11601,10639,361,5971,31528,20899,7263,161,120,451,481,20,20,491,20,170,60,501,90,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,1082,4198,5299,5390,20,631,471,641,180,110,511,130,210,531,561,892,1496,2808,1406,1496,391,10579,10058,601,4177,31608,22030,6702,150,101,471,421,20,20,441,20,200,90,461,90,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,6933,21159,21610,11932,20,2093,1493,3436,691,170,1713,190,1072,2755,2515,4499,4040,6876,3389,4040,1613,26198,37750,2194,19415,185501,264576,18854,681,371,2074,2615,30,20,2324,40,651,271,1473,281,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,4999,20408,21470,20969,20,3867,2485,4198,571,310,1683,511,1192,2514,3878,6592,4040,6876,3389,4040,2665,40575,36327,4889,26729,305923,181434,15118,681,380,2765,1522,30,30,1854,20,551,762,2174,191,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,8516,13284,15058,11161,20,1172,1362,2275,421,160,1363,181,741,1713,1693,6823,4040,6876,3389,4040,832,29033,31137,1593,12202,168280,186864,13034,551,240,1383,1242,40,20,1422,30,481,210,1423,170,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,5931,13434,18975,13395,20,1813,1583,2164,511,130,1443,170,701,1513,1703,2935,4040,6876,3389,4040,981,30656,28492,5450,14707,171426,179670,11762,410,231,1412,1403,30,20,1482,30,411,130,1843,201,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,3316,13455,15379,12663,20,1282,1483,3055,370,140,1433,191,611,1553,1512,6832,4040,6876,3389,4040,9707,25547,28923,1423,14045,194397,161747,11061,391,260,1302,1272,40,20,5931,30,491,291,1352,170,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,5490,13254,19045,17142,30,1203,1362,2094,381,320,1432,170,601,1623,1593,5059,4040,6876,3389,4040,912,26128,26659,5400,15268,183929,172487,16150,361,200,1332,1332,20,20,1383,20,451,180,1372,180,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,2935,15198,12904,10890,31,1813,1333,2274,541,160,1353,191,611,1493,1713,4989,4040,6876,3389,4040,1132,27591,24455,1783,14406,193025,193666,12604,721,210,1272,1603,30,20,1363,20,601,130,1373,160,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,5020,16680,14126,12073,20,1152,1392,3165,371,130,1422,170,741,1653,1693,3696,4040,6876,3389,4040,2464,27099,26970,1633,14537,191682,162649,14146,501,241,1453,1433,30,30,1423,20,481,251,1483,190,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,7053,12143,13725,13104,20,1152,1442,2195,471,140,1483,310,632,1663,1683,3716,4040,6876,3389,4040,2424,31258,30155,1694,13085,204205,152951,12403,501,310,1393,1433,30,20,1412,40,461,140,1463,160,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,8425,16921,16350,16901,20,1192,1573,2224,511,131,2404,170,631,1543,1664,2715,4040,6876,3389,4040,3487,25968,25297,1092,13956,191903,156568,13845,431,180,1302,1533,30,20,1383,20,361,201,2014,160,
16.000000, 274.000000, 274.000000, 943.000000, 0.529807, 0.012561,7834,32349,41667,34052,20,3867,4779,6031,2224,321,4478,481,2074,4729,7935,4288,12416,16948,8130,12416,3777,73325,78264,5340,59570,1145436,1126792,74336,2354,551,4608,4759,30,20,4429,30,2344,440,4569,541,
16.000000, 274.000000, 274.000000, 943.000000, 0.529807, 0.012561,9237,44832,36166,37899,20,3897,4268,6011,2274,311,4238,470,2034,5139,4929,3647,12416,16948,8130,12416,4127,65400,75079,12593,51896,1302465,1252572,71491,6331,681,4628,5390,30,20,4338,30,2054,371,4528,411,
16.000000, 274.000000, 274.000000, 943.000000, 0.529807, 0.012561,9067,33942,40204,34944,21,3897,4228,7013,1403,291,4428,461,2094,5279,4869,4698,12416,16948,8130,12416,3286,71281,70028,5370,54270,1183015,1220404,72072,9718,9227,7444,3857,30,20,4278,40,2204,511,4488,601,
16.000000, 274.000000, 274.000000, 943.000000, 0.529807, 0.012561,18905,38040,62425,34673,20,3948,4107,8155,2094,291,4338,481,2194,4658,8335,4478,12416,16948,8130,12416,7303,79737,66522,4578,65280,1194636,1287788,79757,2064,7073,6722,4799,30,20,5510,40,1352,331,4709,481,
16.000000, 274.000000, 274.000000, 943.000000, 0.529807, 0.012561,7474,37209,37389,35134,20,4799,5951,6082,1853,291,4478,461,2154,5440,4808,3606,12416,16948,8130,12416,15859,66532,75158,4007,47948,1278750,1176453,72834,1884,8426,13014,4278,40,20,4388,20,2294,381,4649,871,
